Компания,Город,name,region.y,industry,claims_amount,proceedings_amount,size_cat,employees,income,expenses,intangibles,fixed_assets,noncurrent_assets,inventory,net_assets,receivables,current_assets,assets,lt_debt,st_debt,passive,nwc,equity,total_debt,sales,cgs,commercial,admin_expenses,interest_paid,ebt,eat,ebit,labor_costs,interest_payment,interest_coverage,net_profit_margin,ros,year,code_okved,firts_number_okved,ind,Продукт,Технология,inflation
1С-Рарус,Москва,"1С-РАРУС, ООО",Москва,Разработка компьютерного программного обеспечения,,,Средние предприятия,276.0,622924.0,594948.0,2242.0,1613.0,3856.0,484.0,36964.0,199949.0,270073.0,273929.0,,,273929.0,799.0,36964.0,236965.0,621684.0,588220.0,4333.0,,,27976.0,22380.0,27653.0,322105.0,,,0.036,0.0469,2017,62.01,62.0,informacionnye_tehnologii,,,2.52
1С-Рарус,Москва,"1С-РАРУС, ООО",Москва,Разработка компьютерного программного обеспечения,,,Средние предприятия,278.0,813991.0,787881.0,2756.0,1268.0,4024.0,2152.0,57852.0,187741.0,309870.0,313894.0,,45836.0,313894.0,97574.0,57852.0,256042.0,802599.0,760833.0,13429.0,,2943.0,26110.0,20888.0,28715.0,474274.0,106.0,9.7571,0.026,0.0353,2018,62.01,62.0,informacionnye_tehnologii,,,4.27
1С-Рарус,Москва,"1С-РАРУС, ООО",Москва,Разработка компьютерного программного обеспечения,,,Средние предприятия,246.0,775347.0,759843.0,1086.0,2282.0,4109.0,765.0,70390.0,226061.0,310212.0,314321.0,58000.0,7056.0,314321.0,89781.0,70391.0,243931.0,732005.0,693350.0,12528.0,,4219.0,15504.0,12539.0,19535.0,499871.0,,4.6302,0.0171,0.0357,2019,62.01,62.0,informacionnye_tehnologii,,,3.05
1С-Рарус,Москва,"1С-РАРУС, ООО",Москва,Разработка компьютерного программного обеспечения,,,Средние предприятия,209.0,713184.0,686884.0,816.0,1494.0,2372.0,765.0,91431.0,192145.0,281856.0,284228.0,43500.0,,284228.0,55872.0,91431.0,192797.0,674156.0,640433.0,8390.0,,,26300.0,21040.0,25975.0,468003.0,7056.0,,0.0312,0.0376,2020,62.01,62.0,informacionnye_tehnologii,,,4.91
1С-Рарус,Москва,"1С-РАРУС, ООО",Москва,Разработка компьютерного программного обеспечения,,,Средние предприятия,213.0,807938.0,716614.0,273.0,2770.0,3043.0,746.0,130015.0,221247.0,407654.0,410697.0,,,410697.0,-34822.0,130015.0,280682.0,805641.0,701204.0,8663.0,,,91324.0,88584.0,91096.0,503232.0,,,0.11,0.1189,2021,62.01,62.0,informacionnye_tehnologii,АКАМ: Модуль Торги для 1С:CRM,CRM,8.39
1С-Рарус,Москва,"1С-РАРУС, ООО",Москва,Разработка компьютерного программного обеспечения,,,Средние предприятия,213.0,807938.0,716614.0,273.0,2770.0,3043.0,746.0,130015.0,221247.0,407654.0,410697.0,,,410697.0,-34822.0,130015.0,280682.0,805641.0,701204.0,8663.0,,,91324.0,88584.0,91096.0,503232.0,,,0.11,0.1189,2021,62.01,62.0,informacionnye_tehnologii,Проекты внешнего аудита ИТ и безопасности (в тч PCI DSS и СУИБ),"ИБ - Антивирусы,ИБ - Антиспам,ИБ - Аутентификация,ИБ - Межсетевые экраны,ИБ - Предотвращения утечек информации,ИБ - Резервное копирование и хранение данных,ИБ - Средства шифрования",8.39
1С-Рарус,Москва,"1С-РАРУС, ООО",Москва,Разработка компьютерного программного обеспечения,,,Средние предприятия,230.0,917600.0,879546.0,101.0,1244.0,2644.0,718.0,138277.0,236937.0,423293.0,425937.0,,,425937.0,-24410.0,138277.0,287660.0,913093.0,857098.0,7436.0,,40.0,38054.0,38054.0,37553.0,595900.0,,938.825,0.0417,0.0532,2022,62.01,62.0,informacionnye_tehnologii,,,11.92
1С-Рарус,Москва,"1С-РАРУС, ООО",Москва,Разработка компьютерного программного обеспечения,,,Средние предприятия,263.0,1320203.0,1296142.0,1781.0,864.0,3772.0,541.0,162338.0,216109.0,432479.0,436251.0,,,436251.0,164475.0,162338.0,273913.0,1314026.0,1104987.0,180332.0,,40.0,24061.0,24061.0,21824.0,739662.0,,545.6,0.0183,0.0218,2023,62.01,62.0,informacionnye_tehnologii,Проекты внешнего аудита ИТ и безопасности (в тч PCI DSS и СУИБ),"ИБ - Антивирусы,ИБ - Антиспам,ИБ - Аутентификация,ИБ - Межсетевые экраны,ИБ - Предотвращения утечек информации,ИБ - Резервное копирование и хранение данных,ИБ - Средства шифрования",7.42
"А-фарм, фармацевтических холдинг",Москва,"А-ФАРМ, ООО",Москва,Торговля оптовая фармацевтической продукцией,,456465227.0,Средние предприятия,75.0,718065.0,709856.0,,16503.0,116518.0,148975.0,111295.0,53360.0,213719.0,330236.0,,3500.0,330236.0,-10235.0,111295.0,218941.0,601670.0,545278.0,19677.0,72419.0,1363.0,8209.0,6239.0,9572.0,15624.0,,7.0227,0.0104,-0.0593,2017,46.46,46.0,farmacevtika,ВидеоМост (VideoMost) ВКС,"SaaS,Видеоконференцсвязь",2.52
"А-фарм, фармацевтических холдинг",Москва,"А-ФАРМ, ООО",Москва,Торговля оптовая фармацевтической продукцией,,456465227.0,Средние предприятия,52.0,2273436.0,2251186.0,,16057.0,266087.0,170684.0,277091.0,284761.0,481781.0,747868.0,,,747868.0,-8903.0,277091.0,470777.0,2097466.0,2145733.0,51338.0,40871.0,2116.0,22250.0,15796.0,24366.0,27289.0,1966.0,11.5151,0.0075,-0.067,2018,46.46,46.0,farmacevtika,,,4.27
"А-фарм, фармацевтических холдинг",Москва,"А-ФАРМ, ООО",Москва,Торговля оптовая фармацевтической продукцией,,456465227.0,Средние предприятия,58.0,3032799.0,2920248.0,,17317.0,268332.0,43673.0,367838.0,312946.0,382200.0,650533.0,,140129.0,650533.0,223285.0,367837.0,282695.0,2796937.0,2760721.0,114743.0,,12422.0,113861.0,91089.0,126283.0,49020.0,12422.0,10.1661,0.0326,-0.0281,2019,46.46,46.0,farmacevtika,,,3.05
"А-фарм, фармацевтических холдинг",Москва,"А-ФАРМ, ООО",Москва,Торговля оптовая фармацевтической продукцией,,456465227.0,Средние предприятия,35.0,3082573.0,2952201.0,,8534.0,309894.0,197572.0,521252.0,701861.0,946904.0,1256798.0,,445560.0,1256798.0,619681.0,521253.0,735546.0,2799233.0,2668153.0,91595.0,,36999.0,130372.0,103416.0,167350.0,28883.0,36949.0,4.5231,0.0369,0.0141,2020,46.46,46.0,farmacevtika,,,4.91
"А-фарм, фармацевтических холдинг",Москва,"А-ФАРМ, ООО",Москва,Торговля оптовая фармацевтической продукцией,,456465227.0,Средние предприятия,46.0,3709790.0,3550764.0,,13952.0,315460.0,209605.0,648515.0,1116039.0,1559827.0,1875287.0,,622447.0,1875287.0,802135.0,648515.0,1226772.0,3560081.0,3176554.0,258592.0,,67085.0,159026.0,127248.0,226111.0,44854.0,65231.0,3.3705,0.0357,0.0351,2021,46.46,46.0,farmacevtika,,,8.39
"А-фарм, фармацевтических холдинг",Москва,"А-ФАРМ, ООО",Москва,Торговля оптовая фармацевтической продукцией,,456465227.0,Средние предприятия,25.0,2213725.0,2135886.0,,59.0,301076.0,1082142.0,707344.0,609937.0,2113703.0,2414779.0,,595126.0,2414779.0,601547.0,707344.0,1707435.0,1974608.0,1628938.0,164414.0,,48640.0,77839.0,58829.0,126466.0,25018.0,34434.0,2.6,0.0298,0.0918,2022,46.46,46.0,farmacevtika,,,11.92
АМКК (Армавирский мясоконсервный комбинат),Армавир,"АМКК, ООО",Краснодарский край,Производство колбасных изделий,600.0,,Средние предприятия,,,,,130730.0,131011.0,22945.0,68485.0,33908.0,58837.0,189848.0,13311.0,40307.0,189848.0,-10287.0,68485.0,121363.0,404362.0,337137.0,23508.0,,2562.0,26552.0,20896.0,29114.0,39829.0,2562.0,11.3638,0.0517,0.1081,2013,10.13.2,10.0,pishhevaya_promyshlennost,,,6.45
АМКК (Армавирский мясоконсервный комбинат),Армавир,"АМКК, ООО",Краснодарский край,Производство колбасных изделий,600.0,,Средние предприятия,,,,,115834.0,116115.0,27924.0,68513.0,41071.0,70961.0,187076.0,4437.0,29037.0,187076.0,-15236.0,68513.0,118563.0,430853.0,379055.0,25919.0,,1195.0,624.0,28.0,1819.0,40860.0,1195.0,1.5222,0.0001,0.0601,2014,10.13.2,10.0,pishhevaya_promyshlennost,,,11.36
АМКК (Армавирский мясоконсервный комбинат),Армавир,"АМКК, ООО",Краснодарский край,Производство колбасных изделий,600.0,,Средние предприятия,,,,,104987.0,105268.0,36364.0,70234.0,38953.0,76978.0,182246.0,,26687.0,182246.0,-9965.0,70234.0,112012.0,346473.0,291201.0,22741.0,,166.0,2575.0,1721.0,2741.0,35875.0,166.0,16.512,0.005,0.0939,2015,10.13.2,10.0,pishhevaya_promyshlennost,,,12.91
АМКК (Армавирский мясоконсервный комбинат),Армавир,"АМКК, ООО",Краснодарский край,Производство колбасных изделий,600.0,,Средние предприятия,233.0,395873.0,382901.0,,128609.0,128645.0,32550.0,79892.0,46676.0,82360.0,211005.0,,32408.0,211005.0,-2567.0,79892.0,131113.0,394205.0,330108.0,32533.0,,,12972.0,9442.0,12972.0,37767.0,,,0.024,0.0801,2017,10.13.2,10.0,pishhevaya_promyshlennost,,,2.52
АМКК (Армавирский мясоконсервный комбинат),Армавир,"АМКК, ООО",Краснодарский край,Производство колбасных изделий,600.0,,Средние предприятия,233.0,471532.0,462214.0,,108659.0,108919.0,46983.0,87041.0,41992.0,89341.0,198260.0,,50848.0,198260.0,32019.0,87041.0,111219.0,457456.0,393839.0,47365.0,,992.0,9318.0,7149.0,10310.0,46005.0,992.0,10.3931,0.0156,0.0355,2018,10.13.2,10.0,pishhevaya_promyshlennost,Talarix MES,MES - Управление производствами и ремонтами,4.27
АМКК (Армавирский мясоконсервный комбинат),Армавир,"АМКК, ООО",Краснодарский край,Производство колбасных изделий,600.0,,Средние предприятия,195.0,460219.0,456679.0,,100578.0,100826.0,24607.0,89109.0,49513.0,75545.0,176371.0,10007.0,29022.0,176371.0,36595.0,89109.0,87262.0,458396.0,390775.0,42806.0,,1365.0,3540.0,2068.0,4869.0,32802.0,1365.0,3.567,0.0045,0.0541,2019,10.13.2,10.0,pishhevaya_promyshlennost,,,3.05
АМКК (Армавирский мясоконсервный комбинат),Армавир,"АМКК, ООО",Краснодарский край,Производство колбасных изделий,600.0,,Средние предприятия,173.0,516458.0,515301.0,,84895.0,85211.0,48670.0,89923.0,62774.0,113902.0,199113.0,10007.0,30439.0,199113.0,48106.0,89923.0,109190.0,507645.0,455862.0,35074.0,,2417.0,1157.0,814.0,2903.0,42005.0,2416.0,1.2011,0.0016,0.0329,2020,10.13.2,10.0,pishhevaya_promyshlennost,,,4.91
АМКК (Армавирский мясоконсервный комбинат),Армавир,"АМКК, ООО",Краснодарский край,Производство колбасных изделий,600.0,,Средние предприятия,146.0,651255.0,650275.0,24.0,101612.0,102219.0,68566.0,92567.0,93551.0,169638.0,271857.0,10007.0,79863.0,271857.0,90354.0,92568.0,179290.0,631522.0,538345.0,51659.0,30744.0,2992.0,980.0,2347.0,3919.0,26947.0,2802.0,1.3098,0.0037,0.0171,2021,10.13.2,10.0,pishhevaya_promyshlennost,,,8.39
АМКК (Армавирский мясоконсервный комбинат),Армавир,"АМКК, ООО",Краснодарский край,Производство колбасных изделий,600.0,,Средние предприятия,157.0,1068848.0,1060777.0,21.0,96028.0,97763.0,20671.0,100137.0,119316.0,148388.0,246151.0,10007.0,59746.0,246151.0,82487.0,100137.0,146014.0,1065573.0,906225.0,74490.0,64362.0,4188.0,8071.0,6646.0,12259.0,50856.0,4258.0,2.9272,0.0062,0.0192,2022,10.13.2,10.0,pishhevaya_promyshlennost,,,11.92
АМКК (Армавирский мясоконсервный комбинат),Армавир,"АМКК, ООО",Краснодарский край,Производство колбасных изделий,,,Средние предприятия,121.0,1149855.0,1139802.0,18.0,178170.0,181804.0,56217.0,108840.0,113384.0,193654.0,375458.0,42007.0,111465.0,375458.0,67444.0,108840.0,266618.0,1148378.0,1000070.0,47579.0,66735.0,8085.0,10053.0,8702.0,18138.0,45164.0,8266.0,2.2434,0.0076,0.0296,2023,10.13.2,10.0,pishhevaya_promyshlennost,,,7.42
АНТ-Цифровые Сервисы,Санкт-Петербург,"АНТ-ЦИФРОВЫЕ СЕРВИСЫ, ООО",Санкт-Петербург,Разработка компьютерного программного обеспечения,,,Малые предприятия,58.0,274054.0,336469.0,86790.0,75283.0,183820.0,15563.0,184437.0,347998.0,580325.0,764145.0,,,764146.0,122429.0,184438.0,579708.0,270387.0,264106.0,4837.0,61529.0,,-62415.0,-50892.0,-65252.0,96473.0,,,-0.1882,-0.2222,2018,62.01,62.0,informacionnye_tehnologii,,,4.27
АНТ-Цифровые Сервисы,Санкт-Петербург,"АНТ-ЦИФРОВЫЕ СЕРВИСЫ, ООО",Санкт-Петербург,Разработка компьютерного программного обеспечения,,,Малые предприятия,171.0,447253.0,412661.0,122970.0,107369.0,242953.0,2201.0,210060.0,99377.0,176034.0,418987.0,,,418987.0,1080.0,210061.0,208927.0,403934.0,285713.0,2939.0,103659.0,,34592.0,25623.0,18575.0,293150.0,,,0.0634,0.0288,2019,62.01,62.0,informacionnye_tehnologii,1С:Документооборот 8 КОРП,СЭД,3.05
АНТ-Цифровые Сервисы,Санкт-Петербург,"АНТ-ЦИФРОВЫЕ СЕРВИСЫ, ООО",Санкт-Петербург,Разработка компьютерного программного обеспечения,,,Малые предприятия,72.0,210466.0,219032.0,114143.0,102499.0,239533.0,28554.0,211771.0,31742.0,106056.0,345590.0,,,345590.0,-67960.0,211770.0,133819.0,181048.0,151362.0,,64481.0,,-8566.0,1710.0,-11208.0,145746.0,,,0.0094,-0.1922,2020,62.01,62.0,informacionnye_tehnologii,,,4.91
АНТ-Цифровые Сервисы,Санкт-Петербург,"АНТ-ЦИФРОВЫЕ СЕРВИСЫ, ООО",Санкт-Петербург,Разработка компьютерного программного обеспечения,,,Малые предприятия,37.0,129620.0,125094.0,107997.0,102986.0,233780.0,25594.0,216020.0,25314.0,94375.0,328155.0,,,328155.0,-53855.0,216020.0,112135.0,123094.0,81832.0,483.0,38989.0,,4526.0,4250.0,1279.0,64035.0,,,0.0345,0.0145,2021,62.01,62.0,informacionnye_tehnologii,,,8.39
АНТ-Цифровые Сервисы,Санкт-Петербург,"АНТ-ЦИФРОВЫЕ СЕРВИСЫ, ООО",Санкт-Петербург,Разработка компьютерного программного обеспечения,,,Малые предприятия,48.0,175046.0,172271.0,105909.0,59387.0,188071.0,47255.0,181869.0,29483.0,112372.0,300443.0,,,300443.0,-37392.0,181869.0,118574.0,167539.0,126182.0,331.0,42008.0,,2775.0,3342.0,-1806.0,95313.0,,,0.0199,-0.0059,2022,62.01,62.0,informacionnye_tehnologii,,,11.92
АПК Вектор (Авиационно-Промышленная Компания Вектор),Москва,"АПК ВЕКТОР, ООО",Москва,Деятельность грузового воздушного транспорта и космического транспорта,1459.8,,Средние предприятия,61.0,592935.0,588713.0,,83304.0,139482.0,96370.0,77161.0,27099.0,159067.0,298550.0,22600.0,16184.0,298550.0,106224.0,77161.0,253800.0,182417.0,222120.0,,133427.0,4960.0,4222.0,2981.0,9165.0,39150.0,,1.8478,0.0163,-0.9491,2017,51.2,51.0,transport,,,2.52
АПК Вектор (Авиационно-Промышленная Компания Вектор),Москва,"АПК ВЕКТОР, ООО",Москва,Деятельность грузового воздушного транспорта и космического транспорта,1459.8,,Средние предприятия,44.0,137862.0,205916.0,,36658.0,116245.0,102766.0,65562.0,33988.0,163672.0,279918.0,35136.0,,279918.0,112820.0,65563.0,290285.0,102717.0,139474.0,,36575.0,6063.0,-68054.0,-55116.0,-62662.0,40913.0,1407.0,-10.3351,-0.5366,-0.7139,2018,51.2,51.0,transport,,,4.27
АПК Вектор (Авиационно-Промышленная Компания Вектор),Москва,"АПК ВЕКТОР, ООО",Москва,Деятельность грузового воздушного транспорта и космического транспорта,1459.8,,Средние предприятия,55.0,318478.0,281547.0,,26043.0,112455.0,50800.0,75637.0,62172.0,141458.0,253913.0,37419.0,,253913.0,86241.0,75636.0,178276.0,182894.0,173838.0,447.0,26482.0,3552.0,36931.0,40017.0,39767.0,61077.0,,11.1957,0.2188,-0.0977,2019,51.2,51.0,transport,,,3.05
АПК Вектор (Авиационно-Промышленная Компания Вектор),Москва,"АПК ВЕКТОР, ООО",Москва,Деятельность грузового воздушного транспорта и космического транспорта,1459.8,,Средние предприятия,80.0,778623.0,794320.0,,33086.0,122864.0,52014.0,198625.0,243635.0,335841.0,458705.0,82969.0,,458705.0,217755.0,198625.0,260080.0,605886.0,597858.0,347.0,27892.0,925.0,-15697.0,-26218.0,-15560.0,109459.0,,-16.8216,-0.0433,-0.0334,2020,51.2,51.0,transport,ВидеоМост (VideoMost) ВКС,"SaaS,Видеоконференцсвязь",4.91
АПК Вектор (Авиационно-Промышленная Компания Вектор),Москва,"АПК ВЕКТОР, ООО",Москва,Деятельность грузового воздушного транспорта и космического транспорта,1459.8,,Средние предприятия,124.0,2148952.0,2294451.0,,1003433.0,1092513.0,130299.0,689448.0,586786.0,728749.0,1821262.0,222205.0,,1821262.0,-176095.0,689449.0,1131814.0,1658754.0,1641944.0,1233.0,30722.0,9953.0,-145499.0,-122549.0,-135662.0,114023.0,,-13.6303,-0.0739,-0.0091,2021,51.2,51.0,transport,,,8.39
АПК Вектор (Авиационно-Промышленная Компания Вектор),Москва,"АПК ВЕКТОР, ООО",Москва,Деятельность грузового воздушного транспорта и космического транспорта,1459.8,,Средние предприятия,136.0,2572613.0,2401867.0,,732936.0,840082.0,91490.0,825723.0,952734.0,1049153.0,1889235.0,151804.0,,1889235.0,188954.0,825723.0,1063512.0,1276634.0,1415609.0,1504.0,35232.0,50335.0,170746.0,136274.0,220819.0,46447.0,,4.387,0.1067,-0.1376,2022,51.2,51.0,transport,,,11.92
АПК Вектор (Авиационно-Промышленная Компания Вектор),Москва,"АПК ВЕКТОР, ООО",Москва,Деятельность грузового воздушного транспорта и космического транспорта,500000.0,,Средние предприятия,113.0,3159888.0,3053227.0,,3404271.0,3948957.0,65349.0,1260888.0,973443.0,1481514.0,5430471.0,151786.0,,5430471.0,74577.0,1260888.0,4247064.0,1557566.0,1500222.0,1457.0,32777.0,32304.0,106661.0,55451.0,126811.0,47074.0,,3.9256,0.0356,0.0148,2023,51.2,51.0,transport,,,7.42
АСВ-Технологии,Ижевск,"АСВ ТЕХНОЛОГИИ, ООО",Удмуртская Республика,Производство прочего электрического оборудования,291347.3,4037123.0,Малые предприятия,22.0,168774.0,153057.0,,8675.0,8675.0,20407.0,13882.0,29975.0,56394.0,65069.0,5619.0,,65069.0,10827.0,13882.0,51186.0,167603.0,152598.0,,,99.0,15849.0,13981.0,15948.0,,,161.0909,0.0834,0.0895,2017,27.9,27.0,elektrotehnika,,,2.52
АСВ-Технологии,Ижевск,"АСВ ТЕХНОЛОГИИ, ООО",Удмуртская Республика,Производство прочего электрического оборудования,291347.3,4037123.0,Малые предприятия,39.0,209210.0,194435.0,,9459.0,9459.0,68006.0,13197.0,56737.0,141895.0,151355.0,4619.0,,151355.0,-431.0,13196.0,138158.0,208468.0,173490.0,2445.0,17063.0,747.0,14775.0,13183.0,15522.0,11617.0,803.0,20.7791,0.0632,0.0742,2018,27.9,27.0,elektrotehnika,,,4.27
АСВ-Технологии,Ижевск,"АСВ ТЕХНОЛОГИИ, ООО",Удмуртская Республика,Производство прочего электрического оборудования,291347.3,4037123.0,Малые предприятия,48.0,195212.0,178259.0,,9116.0,9116.0,72228.0,27676.0,49609.0,131358.0,140474.0,9049.0,5000.0,140474.0,28372.0,27676.0,112798.0,191552.0,142374.0,8118.0,25917.0,586.0,19960.0,16082.0,20544.0,26074.0,586.0,35.058,0.084,0.0791,2019,27.9,27.0,elektrotehnika,,,3.05
АСВ-Технологии,Ижевск,"АСВ ТЕХНОЛОГИИ, ООО",Удмуртская Республика,Производство прочего электрического оборудования,291347.3,4037123.0,Малые предприятия,47.0,353035.0,340783.0,,19808.0,19808.0,92330.0,36625.0,70479.0,185712.0,205520.0,8132.0,,205520.0,19842.0,36624.0,168895.0,351267.0,239744.0,14250.0,31316.0,53491.0,12252.0,8947.0,65743.0,22535.0,53491.0,1.229,0.0255,0.1878,2020,27.9,27.0,elektrotehnika,,,4.91
АСВ-Технологии,Ижевск,"АСВ ТЕХНОЛОГИИ, ООО",Удмуртская Республика,Производство прочего электрического оборудования,291347.3,4037123.0,Малые предприятия,80.0,171831.0,149796.0,,28451.0,28451.0,188504.0,54145.0,79468.0,317136.0,345587.0,24841.0,100000.0,345587.0,124791.0,54145.0,291442.0,158874.0,95670.0,6720.0,41907.0,1566.0,22035.0,17522.0,23601.0,,,15.0709,0.1103,0.0918,2021,27.9,27.0,elektrotehnika,,,8.39
АСВ-Технологии,Ижевск,"АСВ ТЕХНОЛОГИИ, ООО",Удмуртская Республика,Производство прочего электрического оборудования,291347.3,4037123.0,Малые предприятия,72.0,210063.0,194538.0,,23986.0,23986.0,170068.0,57956.0,65759.0,238853.0,262839.0,18728.0,,262839.0,152698.0,57956.0,204883.0,150841.0,173532.0,,,2947.0,15525.0,12078.0,2947.0,,,1.0,0.0801,-0.1504,2022,27.9,27.0,elektrotehnika,,,11.92
АТИСС,Краснодар,"АТИСС, ООО",Краснодарский край,Разработка компьютерного программного обеспечения,,,Малые предприятия,14.0,22368.0,21384.0,,416.0,416.0,910.0,1053.0,11072.0,13040.0,13457.0,1945.0,99.0,13457.0,1660.0,1053.0,12404.0,20986.0,15053.0,,5621.0,20.0,984.0,842.0,1004.0,,,50.2,0.0401,0.0149,2018,62.01,62.0,informacionnye_tehnologii,,,4.27
АТИСС,Краснодар,"АТИСС, ООО",Краснодарский край,Разработка компьютерного программного обеспечения,,,Малые предприятия,22.0,118686.0,118084.0,,2061.0,2078.0,11884.0,1002.0,32993.0,50622.0,52700.0,1400.0,99.0,52700.0,1514.0,1002.0,51698.0,118248.0,64661.0,5.0,51624.0,155.0,602.0,456.0,727.0,12873.0,155.0,4.6903,0.0039,0.0166,2019,62.01,62.0,informacionnye_tehnologii,1С:Документооборот ПРОФ,СЭД,3.05
АТИСС,Краснодар,"АТИСС, ООО",Краснодарский край,Разработка компьютерного программного обеспечения,,,Малые предприятия,47.0,230156.0,224161.0,,2151.0,2205.0,10245.0,5812.0,58822.0,78533.0,80738.0,34921.0,99.0,80738.0,39240.0,5812.0,74926.0,229259.0,69265.0,8.0,150962.0,1895.0,5995.0,4764.0,7835.0,70616.0,,4.1346,0.0208,0.0394,2020,62.01,62.0,informacionnye_tehnologii,,,4.91
АТИСС,Краснодар,"АТИСС, ООО",Краснодарский край,Разработка компьютерного программного обеспечения,,,Малые предприятия,61.0,459629.0,446230.0,,3501.0,3555.0,15467.0,10950.0,132496.0,190001.0,193556.0,20050.0,240.0,193556.0,24186.0,10951.0,182606.0,386688.0,145135.0,,218186.0,6801.0,13399.0,10885.0,20185.0,110910.0,2063.0,2.9679,0.0281,0.0604,2021,62.01,62.0,informacionnye_tehnologii,,,8.39
АТИСС,Краснодар,"АТИСС, ООО",Краснодарский край,Разработка компьютерного программного обеспечения,,,Малые предприятия,90.0,359585.0,332112.0,,15311.0,15365.0,72177.0,39405.0,202031.0,285794.0,301159.0,72858.0,1900.0,301159.0,105974.0,39405.0,261754.0,353370.0,61482.0,,255924.0,6012.0,27473.0,27466.0,33274.0,152906.0,4011.0,5.5346,0.0777,0.1018,2022,62.01,62.0,informacionnye_tehnologii,,,11.92
АТИСС,Краснодар,"АТИСС, ООО",Краснодарский край,Разработка компьютерного программного обеспечения,,,Малые предприятия,87.0,701852.0,672933.0,,21623.0,21623.0,328122.0,56792.0,466449.0,1088690.0,1110313.0,86132.0,,1110313.0,14507.0,56792.0,1053521.0,693335.0,319650.0,,290664.0,10670.0,28919.0,28917.0,39186.0,200406.0,8474.0,3.6725,0.0417,0.1197,2023,62.01,62.0,informacionnye_tehnologii,,,7.42
Абсолютные технологии,Москва,"АБСОЛЮТНЫЕ ТЕХНОЛОГИИ, АО",Москва,Торговля оптовая бытовыми электротоварами,,,Малые предприятия,47.0,279391.0,241581.0,408.0,241.0,913.0,4609.0,30506.0,62875.0,73314.0,74227.0,,,74227.0,30459.0,30506.0,43721.0,276143.0,179395.0,19475.0,35789.0,,37810.0,29178.0,37810.0,37039.0,,,0.1057,0.1502,2017,46.43,46.0,elektrotehnika,,,2.52
Абсолютные технологии,Москва,"АБСОЛЮТНЫЕ ТЕХНОЛОГИИ, АО",Москва,Торговля оптовая бытовыми электротоварами,,,Малые предприятия,48.0,501680.0,430020.0,773.0,2039.0,2963.0,25718.0,58886.0,56647.0,105184.0,108147.0,,,108147.0,56191.0,58886.0,49261.0,493349.0,339923.0,27301.0,51135.0,,71660.0,57428.0,71660.0,57124.0,,,0.1164,0.152,2018,46.43,46.0,elektrotehnika,,,4.27
Абсолютные технологии,Москва,"АБСОЛЮТНЫЕ ТЕХНОЛОГИИ, АО",Москва,Торговля оптовая бытовыми электротоварами,,,Малые предприятия,51.0,556665.0,468164.0,681.0,1459.0,4061.0,53831.0,71007.0,152381.0,222844.0,226905.0,,,226905.0,67143.0,71007.0,155898.0,542490.0,356500.0,34679.0,59407.0,,88501.0,69549.0,88501.0,46155.0,,,0.1282,0.1694,2019,46.43,46.0,elektrotehnika,,,3.05
Абсолютные технологии,Москва,"АБСОЛЮТНЫЕ ТЕХНОЛОГИИ, АО",Москва,Торговля оптовая бытовыми электротоварами,,,Малые предприятия,54.0,657416.0,557240.0,588.0,7150.0,14545.0,44180.0,79380.0,143604.0,195713.0,210258.0,,,210258.0,65276.0,79380.0,130878.0,623093.0,391131.0,41373.0,88074.0,,100176.0,77922.0,100176.0,68284.0,,,0.1251,0.1645,2020,46.43,46.0,elektrotehnika,,,4.91
Абсолютные технологии,Москва,"АБСОЛЮТНЫЕ ТЕХНОЛОГИИ, АО",Москва,Торговля оптовая бытовыми электротоварами,,,Малые предприятия,56.0,530426.0,506442.0,496.0,20788.0,34000.0,39240.0,17124.0,119312.0,182139.0,216139.0,,,216139.0,-26324.0,17124.0,199015.0,515616.0,349684.0,49094.0,86099.0,,23984.0,15666.0,23984.0,93078.0,,,0.0304,0.0596,2021,46.43,46.0,elektrotehnika,Alexrovich: Модуль Управление отделом продаж для 1С:Предприятие 8 (CRM Alexrovich),CRM,8.39
Абсолютные технологии,Москва,"АБСОЛЮТНЫЕ ТЕХНОЛОГИИ, АО",Москва,Торговля оптовая бытовыми электротоварами,,,Малые предприятия,50.0,847931.0,730772.0,403.0,37449.0,38784.0,59742.0,89193.0,476745.0,600217.0,639001.0,,,639001.0,84598.0,89193.0,549808.0,794908.0,520286.0,51660.0,91620.0,,117159.0,87736.0,117159.0,95738.0,,,0.1104,0.1652,2022,46.43,46.0,elektrotehnika,,,11.92
Авангард Система,Москва,"АВАНГАРД СИСТЕМА, ООО",Москва,Торговля оптовая водопроводным и отопительным оборудованием и санитарно-технической арматурой,,,Средние предприятия,,,,280.0,1368.0,43808.0,56145.0,18463.0,21943.0,82349.0,126156.0,24700.0,4500.0,126156.0,3310.0,18463.0,107693.0,454788.0,370505.0,80712.0,,,3973.0,3006.0,3971.0,41999.0,3701.0,,0.0066,0.0079,2016,46.74.2,46.0,torgovlya,,,5.38
Авангард Система,Москва,"АВАНГАРД СИСТЕМА, ООО",Москва,Торговля оптовая водопроводным и отопительным оборудованием и санитарно-технической арматурой,,,Средние предприятия,34.0,639742.0,639147.0,116.0,676.0,42855.0,46195.0,18523.0,19595.0,81958.0,124813.0,30105.0,340.0,124813.0,-2363.0,18523.0,106290.0,538822.0,442666.0,85022.0,,,595.0,60.0,76.0,44060.0,4558.0,,0.0001,0.0207,2017,46.74.2,46.0,torgovlya,,,2.52
