Компания,Город,name,region.y,industry,claims_amount,proceedings_amount,size_cat,employees,income,expenses,lt_debt,st_debt,sales,cgs,commercial,eat,labor_costs,net_profit_margin,ros,year,code_okved,firts_number_okved,okved_name,retained_earnings,short_term_liab,ind,Продукт,Технология
Юнион Индастриалс,Москва,"ЮНИОН ИНДАСТРИАЛС, ООО",Москва,Торговля оптовая специализированная прочая,,,Малые предприятия,40.0,229071.0,219798.0,11385.0,2751.0,225308.0,160423.0,52668.0,7147.0,15649.0,0.0317,0.0542,2020,46.7,46.0,Торговля оптовая и розничная; ремонт автотранспортных средств и мотоциклов,25900000.0,37146000.0,torgovlya,,
Юнион Индастриалс,Москва,"ЮНИОН ИНДАСТРИАЛС, ООО",Москва,Торговля оптовая специализированная прочая,,,Малые предприятия,40.0,277028.0,253964.0,933.0,4370.0,267092.0,185587.0,62179.0,18802.0,16742.0,0.0704,0.0724,2021,46.7,46.0,Торговля оптовая и розничная; ремонт автотранспортных средств и мотоциклов,36268000.0,38210000.0,torgovlya,,
Юнион Индастриалс,Москва,"ЮНИОН ИНДАСТРИАЛС, ООО",Москва,Торговля оптовая специализированная прочая,,,Малые предприятия,48.0,459669.0,369819.0,2561.0,5586.0,457135.0,260658.0,101921.0,71082.0,45993.0,0.1555,0.2068,2022,46.7,46.0,Торговля оптовая и розничная; ремонт автотранспортных средств и мотоциклов,87203000.0,38325000.0,torgovlya,,
Юнион Индастриалс,Москва,"ЮНИОН ИНДАСТРИАЛС, ООО",Москва,Торговля оптовая специализированная прочая,,,Малые предприятия,61.0,589183.0,491719.0,20054.0,9539.0,581754.0,349001.0,128833.0,76470.0,89610.0,0.1314,0.1786,2023,46.7,46.0,Торговля оптовая и розничная; ремонт автотранспортных средств и мотоциклов,138971000.0,95147000.0,torgovlya,,
Юнион Логистик-Кастомс (Union Logistics Custom),Москва,"ЮНИОН ЛОГИСТИК-КАСТОМС, ООО",Москва,"Деятельность вспомогательная прочая, связанная с перевозками",43038.5,,Средние предприятия,,,,,12.0,27151.0,4246.0,,22363.0,,0.8237,0.8436,2013,52.29,52.0,Транспортировка и хранение,,,logistika,,
Юнион Логистик-Кастомс (Union Logistics Custom),Москва,"ЮНИОН ЛОГИСТИК-КАСТОМС, ООО",Москва,"Деятельность вспомогательная прочая, связанная с перевозками",43038.5,,Средние предприятия,,,,,4944.0,49117.0,11653.0,,33800.0,,0.6882,0.7628,2014,52.29,52.0,Транспортировка и хранение,,,logistika,,
Юнион Логистик-Кастомс (Union Logistics Custom),Москва,"ЮНИОН ЛОГИСТИК-КАСТОМС, ООО",Москва,"Деятельность вспомогательная прочая, связанная с перевозками",43038.5,,Средние предприятия,,,,,2326.0,30491.0,22261.0,,5313.0,,0.1742,0.2699,2015,52.29,52.0,Транспортировка и хранение,,,logistika,,
Юнион Логистик-Кастомс (Union Logistics Custom),Москва,"ЮНИОН ЛОГИСТИК-КАСТОМС, ООО",Москва,"Деятельность вспомогательная прочая, связанная с перевозками",43038.5,,Средние предприятия,,,,,650.0,83472.0,78219.0,,1501.0,,0.018,0.0629,2016,52.29,52.0,Транспортировка и хранение,,,logistika,,
Юнион Логистик-Кастомс (Union Logistics Custom),Москва,"ЮНИОН ЛОГИСТИК-КАСТОМС, ООО",Москва,"Деятельность вспомогательная прочая, связанная с перевозками",43038.5,,Средние предприятия,41.0,157369.0,151730.0,,,152829.0,143294.0,,4350.0,,0.0285,0.0624,2017,52.29,52.0,Транспортировка и хранение,,,logistika,,
Юнион Логистик-Кастомс (Union Logistics Custom),Москва,"ЮНИОН ЛОГИСТИК-КАСТОМС, ООО",Москва,"Деятельность вспомогательная прочая, связанная с перевозками",43038.5,,Средние предприятия,28.0,221833.0,204083.0,6000.0,103.0,213271.0,192348.0,,14183.0,,0.0665,0.0981,2018,52.29,52.0,Транспортировка и хранение,,28597000.0,logistika,,
Юнион Логистик-Кастомс (Union Logistics Custom),Москва,"ЮНИОН ЛОГИСТИК-КАСТОМС, ООО",Москва,"Деятельность вспомогательная прочая, связанная с перевозками",43038.5,,Средние предприятия,26.0,283810.0,268625.0,,103.0,269246.0,250480.0,,11179.0,,0.0415,0.0697,2019,52.29,52.0,Транспортировка и хранение,,27772000.0,logistika,,
Юнион Логистик-Кастомс (Union Logistics Custom),Москва,"ЮНИОН ЛОГИСТИК-КАСТОМС, ООО",Москва,"Деятельность вспомогательная прочая, связанная с перевозками",43038.5,,Средние предприятия,27.0,324075.0,298845.0,,4140.0,308239.0,278937.0,,20193.0,,0.0655,0.0951,2020,52.29,52.0,Транспортировка и хранение,,31286000.0,logistika,,
Юнион Логистик-Кастомс (Union Logistics Custom),Москва,"ЮНИОН ЛОГИСТИК-КАСТОМС, ООО",Москва,"Деятельность вспомогательная прочая, связанная с перевозками",43038.5,,Средние предприятия,26.0,488614.0,454822.0,,1300.0,455010.0,403822.0,,27442.0,,0.0603,0.1125,2021,52.29,52.0,Транспортировка и хранение,,51446000.0,logistika,,
Юнион Логистик-Кастомс (Union Logistics Custom),Москва,"ЮНИОН ЛОГИСТИК-КАСТОМС, ООО",Москва,"Деятельность вспомогательная прочая, связанная с перевозками",43038.5,,Средние предприятия,25.0,855045.0,804034.0,,3900.0,803543.0,738757.0,,40903.0,,0.0509,0.0806,2022,52.29,52.0,Транспортировка и хранение,,142890000.0,logistika,ELMA365,"BPM,SaaS"
Юнион Логистик-Кастомс (Union Logistics Custom),Москва,"ЮНИОН ЛОГИСТИК-КАСТОМС, ООО",Москва,"Деятельность вспомогательная прочая, связанная с перевозками",,,Малые предприятия,26.0,686936.0,679144.0,3099.0,1138.0,639192.0,625713.0,,5502.0,,0.0086,0.0211,2023,52.29,52.0,Транспортировка и хранение,,122885000.0,logistika,,
Юнис Импэкс,Москва,"ЮНИС ИМПЭКС, ООО",Москва,Производство товарного бетона,,,Средние предприятия,,,,,,1998878.0,1474187.0,347783.0,50462.0,71287.0,0.0252,0.0229,2013,23.63,23.0,Обрабатывающие производства,,,stroitelstvo,,
Юнис Импэкс,Москва,"ЮНИС ИМПЭКС, ООО",Москва,Производство товарного бетона,,,Средние предприятия,,,,113591.0,100.0,2088748.0,1597327.0,330910.0,-37920.0,87807.0,-0.0182,0.0006,2014,23.63,23.0,Обрабатывающие производства,,,stroitelstvo,,
Юнис Импэкс,Москва,"ЮНИС ИМПЭКС, ООО",Москва,Производство товарного бетона,,,Средние предприятия,,,,68349.0,1230.0,1880025.0,1386885.0,284410.0,60546.0,72437.0,0.0322,0.0425,2015,23.63,23.0,Обрабатывающие производства,,,stroitelstvo,,
Юнис Импэкс,Москва,"ЮНИС ИМПЭКС, ООО",Москва,Производство товарного бетона,,,Средние предприятия,,,,,,1799425.0,1188380.0,315250.0,157653.0,66882.0,0.0876,0.0994,2016,23.63,23.0,Обрабатывающие производства,,,stroitelstvo,,
Юнис Импэкс,Москва,"ЮНИС ИМПЭКС, ООО",Москва,Производство товарного бетона,,,Средние предприятия,77,1749763.0,1787216.0,,,1640957.0,1236607.0,297933.0,-32463.0,75089.0,-0.0198,-0.0159,2017,23.63,23.0,Обрабатывающие производства,,,stroitelstvo,,
Юнис Импэкс,Москва,"ЮНИС ИМПЭКС, ООО",Москва,Производство товарного бетона,,,Средние предприятия,93,2103520.0,2115787.0,37150.0,,1885371.0,1453113.0,301780.0,-12076.0,96600.0,-0.0064,-0.0169,2018,23.63,23.0,Обрабатывающие производства,248345000.0,602606000.0,stroitelstvo,,
Юнис Импэкс,Москва,"ЮНИС ИМПЭКС, ООО",Москва,Производство товарного бетона,,,Средние предприятия,85,2726686.0,2461729.0,,,2546440.0,1643657.0,507399.0,210427.0,98326.0,0.0826,0.0901,2019,23.63,23.0,Обрабатывающие производства,458772000.0,498928000.0,stroitelstvo,,
Юнис Импэкс,Москва,"ЮНИС ИМПЭКС, ООО",Москва,Производство товарного бетона,,,Средние предприятия,70,1782918.0,1733117.0,,,1076336.0,786454.0,155813.0,39224.0,125446.0,0.0364,-0.0216,2020,23.63,23.0,Обрабатывающие производства,398039000.0,234466000.0,stroitelstvo,"1С:ERP Управление предприятием 2,1С:Документооборот 8","ERP,SaaS,СЭД"
Юнис Импэкс,Москва,"ЮНИС ИМПЭКС, ООО",Москва,Производство товарного бетона,,,Средние предприятия,61,2181969.0,1874007.0,,,1672795.0,1122392.0,171629.0,245661.0,116681.0,0.1469,0.1319,2021,23.63,23.0,Обрабатывающие производства,403157000.0,192806000.0,stroitelstvo,,
Юнис Импэкс,Москва,"ЮНИС ИМПЭКС, ООО",Москва,Производство товарного бетона,,,Средние предприятия,58,2289254.0,2073470.0,50000.0,,1868280.0,1182011.0,241750.0,149808.0,124197.0,0.0802,0.1472,2022,23.63,23.0,Обрабатывающие производства,394122000.0,231301000.0,stroitelstvo,,
Юнис Импэкс,Москва,"ЮНИС ИМПЭКС, ООО",Москва,Производство товарного бетона,,,Крупные предприятия,56,2562379.0,2182621.0,,,2198959.0,1382208.0,269058.0,304200.0,139097.0,0.1383,0.1623,2023,23.63,23.0,Обрабатывающие производства,303947000.0,354978000.0,stroitelstvo,,
Юнистафф (Unistaff),Москва,"ЮНИСТАФФ, ООО КА",Москва,Деятельность по организации отдыха и развлечений прочая,,,Малые предприятия,,,,,,,,,,,,,2013,93.29,93.0,"Деятельность в области культуры, спорта, организации досуга и развлечений",,,finansovye_uslugi,,
Юнистафф (Unistaff),Москва,"ЮНИСТАФФ, ООО КА",Москва,Деятельность по организации отдыха и развлечений прочая,,,Малые предприятия,,,,,,,,,,,,,2014,93.29,93.0,"Деятельность в области культуры, спорта, организации досуга и развлечений",,,finansovye_uslugi,,
Юнистафф (Unistaff),Москва,"ЮНИСТАФФ, ООО КА",Москва,Деятельность по организации отдыха и развлечений прочая,,,Малые предприятия,,,,,,8173.0,7938.0,,161.0,,0.0197,0.0288,2015,93.29,93.0,"Деятельность в области культуры, спорта, организации досуга и развлечений",,,finansovye_uslugi,,
Юнистафф (Unistaff),Москва,"ЮНИСТАФФ, ООО КА",Москва,Деятельность по организации отдыха и развлечений прочая,,,Малые предприятия,,,,,,19899.0,20577.0,,131.0,,0.0066,-0.0341,2016,93.29,93.0,"Деятельность в области культуры, спорта, организации досуга и развлечений",,,finansovye_uslugi,,
Юнистафф (Unistaff),Москва,"ЮНИСТАФФ, ООО КА",Москва,Деятельность по организации отдыха и развлечений прочая,,,Малые предприятия,4.0,133655.0,116016.0,,,133173.0,114323.0,,14078.0,,0.1057,0.1415,2017,93.29,93.0,"Деятельность в области культуры, спорта, организации досуга и развлечений",,,finansovye_uslugi,,
Юнистафф (Unistaff),Москва,"ЮНИСТАФФ, ООО КА",Москва,Деятельность по организации отдыха и развлечений прочая,,,Малые предприятия,16.0,301989.0,297717.0,,3.0,301910.0,296404.0,,3324.0,,0.011,0.0182,2018,93.29,93.0,"Деятельность в области культуры, спорта, организации досуга и развлечений",,62114000.0,finansovye_uslugi,,
Юнистафф (Unistaff),Москва,"ЮНИСТАФФ, ООО КА",Москва,Деятельность по организации отдыха и развлечений прочая,,,Малые предприятия,17.0,293234.0,290851.0,,24639.0,291973.0,234596.0,,1659.0,20570.0,0.0057,0.025,2019,93.29,93.0,"Деятельность в области культуры, спорта, организации досуга и развлечений",9366000.0,80289000.0,finansovye_uslugi,,
Юнистафф (Unistaff),Москва,"ЮНИСТАФФ, ООО КА",Москва,Деятельность по организации отдыха и развлечений прочая,,,Малые предприятия,20.0,261937.0,258803.0,,8831.0,257257.0,96026.0,,2202.0,83342.0,0.0086,0.0264,2020,93.29,93.0,"Деятельность в области культуры, спорта, организации досуга и развлечений",11568000.0,77615000.0,finansovye_uslugi,,
Юнистафф (Unistaff),Москва,"ЮНИСТАФФ, ООО КА",Москва,Деятельность по организации отдыха и развлечений прочая,,,Малые предприятия,80.0,384166.0,380788.0,,4337.0,383168.0,147625.0,,2516.0,185667.0,0.0066,0.0144,2021,93.29,93.0,"Деятельность в области культуры, спорта, организации досуга и развлечений",14085000.0,110407000.0,finansovye_uslugi,,
Юнистафф (Unistaff),Москва,"ЮНИСТАФФ, ООО КА",Москва,Деятельность по организации отдыха и развлечений прочая,,,Малые предприятия,85.0,244088.0,241202.0,,4580.0,243179.0,93333.0,,1514.0,118508.0,0.0062,0.0281,2022,93.29,93.0,"Деятельность в области культуры, спорта, организации досуга и развлечений",15599000.0,86041000.0,finansovye_uslugi,"ELMA BPM Suite,ELMA365 ECM","BPM,SaaS,СЭД"
Юнистафф (Unistaff),Москва,"ЮНИСТАФФ, ООО КА",Москва,Деятельность по организации отдыха и развлечений прочая,,,Малые предприятия,61.0,249271.0,244520.0,,4903.0,248229.0,149906.0,,3374.0,58476.0,0.0136,0.0366,2023,93.29,93.0,"Деятельность в области культуры, спорта, организации досуга и развлечений",18995000.0,95279000.0,finansovye_uslugi,,
Юнона Инвест ЛТД,Краснодар,"ЮНОНА ИНВЕСТ ЛТД, ООО",Краснодарский край,Прочие виды переработки и консервирования фруктов и овощей,,,Средние предприятия,,,,,1904.0,109396.0,99633.0,9703.0,48.0,,0.0004,0.0005,2013,10.39,10.0,Обрабатывающие производства,,,pishhevaya_promyshlennost,,
Юнона Инвест ЛТД,Краснодар,"ЮНОНА ИНВЕСТ ЛТД, ООО",Краснодарский край,Прочие виды переработки и консервирования фруктов и овощей,,,Средние предприятия,,,,45500.0,1904.0,225893.0,215640.0,9543.0,520.0,,0.0023,0.0031,2014,10.39,10.0,Обрабатывающие производства,,,pishhevaya_promyshlennost,,
Юнона Инвест ЛТД,Краснодар,"ЮНОНА ИНВЕСТ ЛТД, ООО",Краснодарский край,Прочие виды переработки и консервирования фруктов и овощей,,,Средние предприятия,,,,,46804.0,353617.0,323573.0,21992.0,1068.0,,0.003,0.0228,2015,10.39,10.0,Обрабатывающие производства,,,pishhevaya_promyshlennost,,
Юнона Инвест ЛТД,Краснодар,"ЮНОНА ИНВЕСТ ЛТД, ООО",Краснодарский край,Прочие виды переработки и консервирования фруктов и овощей,,,Средние предприятия,,,,116224.0,92000.0,368020.0,340813.0,3532.0,7040.0,,0.0191,0.032,2016,10.39,10.0,Обрабатывающие производства,,,pishhevaya_promyshlennost,,
Юнона Инвест ЛТД,Краснодар,"ЮНОНА ИНВЕСТ ЛТД, ООО",Краснодарский край,Прочие виды переработки и консервирования фруктов и овощей,,,Средние предприятия,61.0,517958.0,497922.0,147029.0,60781.0,512557.0,460407.0,13667.0,16054.0,,0.0313,0.0572,2017,10.39,10.0,Обрабатывающие производства,,,pishhevaya_promyshlennost,,
Юнона Инвест ЛТД,Краснодар,"ЮНОНА ИНВЕСТ ЛТД, ООО",Краснодарский край,Прочие виды переработки и консервирования фруктов и овощей,,,Средние предприятия,58.0,680308.0,656674.0,210937.0,9540.0,660867.0,573690.0,25177.0,17069.0,,0.0258,0.0788,2018,10.39,10.0,Обрабатывающие производства,47240000.0,166675000.0,pishhevaya_promyshlennost,,
Юнона Инвест ЛТД,Краснодар,"ЮНОНА ИНВЕСТ ЛТД, ООО",Краснодарский край,Прочие виды переработки и консервирования фруктов и овощей,,,Средние предприятия,52.0,888258.0,798952.0,127838.0,,738767.0,607692.0,41201.0,111836.0,15038.0,0.1514,0.1052,2019,10.39,10.0,Обрабатывающие производства,159077000.0,138751000.0,pishhevaya_promyshlennost,,
Юнона Инвест ЛТД,Краснодар,"ЮНОНА ИНВЕСТ ЛТД, ООО",Краснодарский край,Прочие виды переработки и консервирования фруктов и овощей,,,Средние предприятия,55.0,944573.0,895859.0,271838.0,,850811.0,690512.0,58402.0,39823.0,17703.0,0.0468,0.1059,2020,10.39,10.0,Обрабатывающие производства,198900000.0,319038000.0,pishhevaya_promyshlennost,1С:ERP Управление предприятием 2,"ERP,SaaS"
Юнона Инвест ЛТД,Краснодар,"ЮНОНА ИНВЕСТ ЛТД, ООО",Краснодарский край,Прочие виды переработки и консервирования фруктов и овощей,,,Средние предприятия,60.0,1000495.0,939131.0,453000.0,,901322.0,795384.0,53084.0,48116.0,25191.0,0.0534,0.0423,2021,10.39,10.0,Обрабатывающие производства,247017000.0,468006000.0,pishhevaya_promyshlennost,,
Юнона Инвест ЛТД,Краснодар,"ЮНОНА ИНВЕСТ ЛТД, ООО",Краснодарский край,Прочие виды переработки и консервирования фруктов и овощей,,,Средние предприятия,65.0,1370166.0,1289602.0,485000.0,111227.0,1215575.0,1044936.0,62705.0,63921.0,27659.0,0.0526,0.0756,2022,10.39,10.0,Обрабатывающие производства,314661000.0,473348000.0,pishhevaya_promyshlennost,,
Юнона Инвест ЛТД,Краснодар,"ЮНОНА ИНВЕСТ ЛТД, ООО",Краснодарский край,Прочие виды переработки и консервирования фруктов и овощей,,,Средние предприятия,65.0,1198436.0,1125849.0,750000.0,25000.0,1147715.0,900093.0,86895.0,57676.0,31585.0,0.0503,0.1255,2023,10.39,10.0,Обрабатывающие производства,372337000.0,584750000.0,pishhevaya_promyshlennost,,
Юралс Кэпитал (Urals Capital),Москва,"ЮРАЛС КЭПИТАЛ, ООО",Москва,"Торговля оптовая твердым, жидким и газообразным топливом и подобными продуктами",,,Средние предприятия,,,,,5017.0,113942.0,,,4620.0,60319.0,0.0405,0.0477,2013,46.71,46.0,Торговля оптовая и розничная; ремонт автотранспортных средств и мотоциклов,,,stroitelstvo,,
Юралс Кэпитал (Urals Capital),Москва,"ЮРАЛС КЭПИТАЛ, ООО",Москва,"Торговля оптовая твердым, жидким и газообразным топливом и подобными продуктами",,,Средние предприятия,,,,,201966.0,435068.0,339636.0,,654.0,58259.0,0.0015,0.0057,2014,46.71,46.0,Торговля оптовая и розничная; ремонт автотранспортных средств и мотоциклов,,,stroitelstvo,,
Юралс Кэпитал (Urals Capital),Москва,"ЮРАЛС КЭПИТАЛ, ООО",Москва,"Торговля оптовая твердым, жидким и газообразным топливом и подобными продуктами",,,Средние предприятия,,,,,94858.0,1625357.0,1593764.0,,12259.0,90050.0,0.0075,0.0194,2015,46.71,46.0,Торговля оптовая и розничная; ремонт автотранспортных средств и мотоциклов,,,stroitelstvo,,
Юралс Кэпитал (Urals Capital),Москва,"ЮРАЛС КЭПИТАЛ, ООО",Москва,"Торговля оптовая твердым, жидким и газообразным топливом и подобными продуктами",,,Средние предприятия,,,,10572.0,92935.0,1514674.0,1442258.0,,34529.0,97666.0,0.0228,0.0478,2016,46.71,46.0,Торговля оптовая и розничная; ремонт автотранспортных средств и мотоциклов,,,stroitelstvo,,
Юралс Кэпитал (Urals Capital),Москва,"ЮРАЛС КЭПИТАЛ, ООО",Москва,"Торговля оптовая твердым, жидким и газообразным топливом и подобными продуктами",,,Средние предприятия,55,1377250.0,1375266.0,2818.0,57009.0,1372097.0,1355834.0,,1027.0,161140.0,0.0007,0.0119,2017,46.71,46.0,Торговля оптовая и розничная; ремонт автотранспортных средств и мотоциклов,,,stroitelstvo,,
Юралс Кэпитал (Urals Capital),Москва,"ЮРАЛС КЭПИТАЛ, ООО",Москва,"Торговля оптовая твердым, жидким и газообразным топливом и подобными продуктами",,,Средние предприятия,69,1644871.0,1432211.0,,8418.0,1376774.0,1408956.0,,220989.0,160838.0,0.1605,-0.0234,2018,46.71,46.0,Торговля оптовая и розничная; ремонт автотранспортных средств и мотоциклов,269547000.0,207852000.0,stroitelstvo,,
Юралс Кэпитал (Urals Capital),Москва,"ЮРАЛС КЭПИТАЛ, ООО",Москва,"Торговля оптовая твердым, жидким и газообразным топливом и подобными продуктами",,,Средние предприятия,70,1763297.0,1689286.0,,,1747709.0,1651954.0,,58580.0,202235.0,0.0335,0.0548,2019,46.71,46.0,Торговля оптовая и розничная; ремонт автотранспортных средств и мотоциклов,293627000.0,83227000.0,stroitelstvo,,
Юралс Кэпитал (Urals Capital),Москва,"ЮРАЛС КЭПИТАЛ, ООО",Москва,"Торговля оптовая твердым, жидким и газообразным топливом и подобными продуктами",,,Средние предприятия,14,1579112.0,1527889.0,,,1570801.0,1485638.0,,40512.0,234167.0,0.0258,0.0542,2020,46.71,46.0,Торговля оптовая и розничная; ремонт автотранспортных средств и мотоциклов,264139000.0,196584000.0,stroitelstvo,,
Юралс Кэпитал (Urals Capital),Москва,"ЮРАЛС КЭПИТАЛ, ООО",Москва,"Торговля оптовая твердым, жидким и газообразным топливом и подобными продуктами",,,Средние предприятия,13,1628655.0,1679641.0,,,1623838.0,1662590.0,,-41589.0,252661.0,-0.0256,-0.0239,2021,46.71,46.0,Торговля оптовая и розничная; ремонт автотранспортных средств и мотоциклов,207550000.0,117947000.0,stroitelstvo,Directum Projects,Системы управления проектами
Юралс Кэпитал (Urals Capital),Москва,"ЮРАЛС КЭПИТАЛ, ООО",Москва,"Торговля оптовая твердым, жидким и газообразным топливом и подобными продуктами",,,Средние предприятия,13,1628655.0,1679641.0,,,1623838.0,1662590.0,,-41589.0,252661.0,-0.0256,-0.0239,2021,46.71,46.0,Торговля оптовая и розничная; ремонт автотранспортных средств и мотоциклов,207550000.0,117947000.0,stroitelstvo,Directum RX,"BPM,HRM,SaaS,СЭД"
Юралс Кэпитал (Urals Capital),Москва,"ЮРАЛС КЭПИТАЛ, ООО",Москва,"Торговля оптовая твердым, жидким и газообразным топливом и подобными продуктами",,,Средние предприятия,13,1444698.0,1458270.0,,,1438233.0,1451774.0,,-12026.0,268651.0,-0.0084,-0.0094,2022,46.71,46.0,Торговля оптовая и розничная; ремонт автотранспортных средств и мотоциклов,195038000.0,197387000.0,stroitelstvo,,
Юралс Кэпитал (Urals Capital),Москва,"ЮРАЛС КЭПИТАЛ, ООО",Москва,"Торговля оптовая твердым, жидким и газообразным топливом и подобными продуктами",,,Средние предприятия,12,1652927.0,1585075.0,,,1639312.0,1576144.0,,52643.0,312219.0,0.0321,0.0385,2023,46.71,46.0,Торговля оптовая и розничная; ремонт автотранспортных средств и мотоциклов,247681000.0,194246000.0,stroitelstvo,,
Юридическая компания Легис (Ligis),Москва,"ЮРИДИЧЕСКАЯ КОМПАНИЯ ЛЕГИС, АО",Москва,Деятельность в области права и бухгалтерского учета,,144500.0,Малые предприятия,,,,,,,,,,,,,2013,69.0,69.0,"Деятельность профессиональная, научная и техническая",,,yurisprudenciya,,
Юридическая компания Легис (Ligis),Москва,"ЮРИДИЧЕСКАЯ КОМПАНИЯ ЛЕГИС, АО",Москва,Деятельность в области права и бухгалтерского учета,,144500.0,Малые предприятия,,,,,,,,,,,,,2014,69.0,69.0,"Деятельность профессиональная, научная и техническая",,,yurisprudenciya,,
Юридическая компания Легис (Ligis),Москва,"ЮРИДИЧЕСКАЯ КОМПАНИЯ ЛЕГИС, АО",Москва,Деятельность в области права и бухгалтерского учета,,144500.0,Малые предприятия,,,,,,32007.0,29984.0,,1321.0,,0.0413,0.0632,2015,69.0,69.0,"Деятельность профессиональная, научная и техническая",,,yurisprudenciya,,
Юридическая компания Легис (Ligis),Москва,"ЮРИДИЧЕСКАЯ КОМПАНИЯ ЛЕГИС, АО",Москва,Деятельность в области права и бухгалтерского учета,,144500.0,Малые предприятия,,,,,3274.0,19068.0,,,-17787.0,,-0.9328,0.5092,2016,69.0,69.0,"Деятельность профессиональная, научная и техническая",,,yurisprudenciya,,
Юридическая компания Легис (Ligis),Москва,"ЮРИДИЧЕСКАЯ КОМПАНИЯ ЛЕГИС, АО",Москва,Деятельность в области права и бухгалтерского учета,,144500.0,Малые предприятия,6.0,73840.0,16573.0,2623.0,737.0,73809.0,,,53798.0,3897.0,0.7289,0.7819,2017,69.0,69.0,"Деятельность профессиональная, научная и техническая",,,yurisprudenciya,,
Юридическая компания Легис (Ligis),Москва,"ЮРИДИЧЕСКАЯ КОМПАНИЯ ЛЕГИС, АО",Москва,Деятельность в области права и бухгалтерского учета,,144500.0,Малые предприятия,5.0,100839.0,22490.0,2508.0,1098.0,99745.0,,,74194.0,,0.7438,0.7789,2018,69.0,69.0,"Деятельность профессиональная, научная и техническая",19194000.0,26509000.0,yurisprudenciya,,
Юридическая компания Легис (Ligis),Москва,"ЮРИДИЧЕСКАЯ КОМПАНИЯ ЛЕГИС, АО",Москва,Деятельность в области права и бухгалтерского учета,,144500.0,Малые предприятия,12.0,116986.0,48449.0,,1737.0,113031.0,,,65192.0,20123.0,0.5768,0.5748,2019,69.0,69.0,"Деятельность профессиональная, научная и техническая",21191000.0,47090000.0,yurisprudenciya,,
Юридическая компания Легис (Ligis),Москва,"ЮРИДИЧЕСКАЯ КОМПАНИЯ ЛЕГИС, АО",Москва,Деятельность в области права и бухгалтерского учета,,144500.0,Малые предприятия,15.0,144783.0,46170.0,,1572.0,139989.0,,,94346.0,26999.0,0.674,0.68,2020,69.0,69.0,"Деятельность профессиональная, научная и техническая",74307000.0,56640000.0,yurisprudenciya,,
Юридическая компания Легис (Ligis),Москва,"ЮРИДИЧЕСКАЯ КОМПАНИЯ ЛЕГИС, АО",Москва,Деятельность в области права и бухгалтерского учета,,144500.0,Малые предприятия,14.0,224700.0,43401.0,,1526.0,218640.0,,,171614.0,28745.0,0.7849,0.8031,2021,69.0,69.0,"Деятельность профессиональная, научная и техническая",111615000.0,77413000.0,yurisprudenciya,Syntellect Tessa Мобильное согласование,"BPM,Офисные приложения,СЭД,СЭД - Системы потокового распознавания"
Юридическая компания Легис (Ligis),Москва,"ЮРИДИЧЕСКАЯ КОМПАНИЯ ЛЕГИС, АО",Москва,Деятельность в области права и бухгалтерского учета,,144500.0,Малые предприятия,14.0,224700.0,43401.0,,1526.0,218640.0,,,171614.0,28745.0,0.7849,0.8031,2021,69.0,69.0,"Деятельность профессиональная, научная и техническая",111615000.0,77413000.0,yurisprudenciya,"Syntellect Tessa,Syntellect Tessa Графический визуализатор процессов,Syntellect Tessa Инфографика в отчетах (диаграммы)","BPM,СЭД,Офисные приложения,СЭД - Системы потокового распознавания"
Юридическая компания Легис (Ligis),Москва,"ЮРИДИЧЕСКАЯ КОМПАНИЯ ЛЕГИС, АО",Москва,Деятельность в области права и бухгалтерского учета,,144500.0,Малые предприятия,12.0,218513.0,65874.0,,112034.0,209666.0,,,142604.0,28076.0,0.6801,0.806,2022,69.0,69.0,"Деятельность профессиональная, научная и техническая",198576000.0,113971000.0,yurisprudenciya,,
Юридическая компания Легис (Ligis),Москва,"ЮРИДИЧЕСКАЯ КОМПАНИЯ ЛЕГИС, АО",Москва,Деятельность в области права и бухгалтерского учета,,148000.0,Малые предприятия,11.0,196314.0,73422.0,,112632.0,183410.0,,,113656.0,27744.0,0.6197,0.7671,2023,69.0,69.0,"Деятельность профессиональная, научная и техническая",121683000.0,156147000.0,yurisprudenciya,,
Юсистемс (Usystems),Москва,"ЮСИСТЕМС, АО",Москва,Торговля оптовая прочими строительными материалами и изделиями,,,Средние предприятия,,,,,,1057059.0,589900.0,344099.0,96538.0,93344.0,0.0913,0.1164,2013,46.73.6,46.0,Торговля оптовая и розничная; ремонт автотранспортных средств и мотоциклов,,,torgovlya,,
Юсистемс (Usystems),Москва,"ЮСИСТЕМС, АО",Москва,Торговля оптовая прочими строительными материалами и изделиями,,,Средние предприятия,,,,,,1355646.0,769326.0,386214.0,175486.0,108047.0,0.1294,0.1476,2014,46.73.6,46.0,Торговля оптовая и розничная; ремонт автотранспортных средств и мотоциклов,,,torgovlya,,
Юсистемс (Usystems),Москва,"ЮСИСТЕМС, АО",Москва,Торговля оптовая прочими строительными материалами и изделиями,,,Средние предприятия,,,,,227524.0,1263205.0,802094.0,435979.0,16558.0,,0.0131,0.0199,2015,46.73.6,46.0,Торговля оптовая и розничная; ремонт автотранспортных средств и мотоциклов,,,torgovlya,,
Юсистемс (Usystems),Москва,"ЮСИСТЕМС, АО",Москва,Торговля оптовая прочими строительными материалами и изделиями,,,Средние предприятия,,,,,377359.0,1436098.0,960119.0,425567.0,-11597.0,,-0.0081,0.0283,2016,46.73.6,46.0,Торговля оптовая и розничная; ремонт автотранспортных средств и мотоциклов,,,torgovlya,,
