Компания,Город,name,region.y,industry,claims_amount,proceedings_amount,size_cat,employees,income,expenses,lt_debt,st_debt,sales,cgs,commercial,eat,labor_costs,net_profit_margin,ros,year,code_okved,firts_number_okved,okved_name,retained_earnings,short_term_liab,ind,Продукт,Технология
"А-фарм, фармацевтических холдинг",Москва,"А-ФАРМ, ООО",Москва,Торговля оптовая фармацевтической продукцией,,456465227.0,Средние предприятия,,,,,,,,,,,,,2013,46.46,46.0,Торговля оптовая и розничная; ремонт автотранспортных средств и мотоциклов,,,farmacevtika,,
"А-фарм, фармацевтических холдинг",Москва,"А-ФАРМ, ООО",Москва,Торговля оптовая фармацевтической продукцией,,456465227.0,Средние предприятия,,,,,,106377.0,45889.0,57863.0,1649.0,,0.0155,0.0247,2014,46.46,46.0,Торговля оптовая и розничная; ремонт автотранспортных средств и мотоциклов,,,farmacevtika,,
"А-фарм, фармацевтических холдинг",Москва,"А-ФАРМ, ООО",Москва,Торговля оптовая фармацевтической продукцией,,456465227.0,Средние предприятия,,,,,,133488.0,132651.0,246.0,582.0,,0.0044,0.0044,2015,46.46,46.0,Торговля оптовая и розничная; ремонт автотранспортных средств и мотоциклов,,,farmacevtika,,
"А-фарм, фармацевтических холдинг",Москва,"А-ФАРМ, ООО",Москва,Торговля оптовая фармацевтической продукцией,,456465227.0,Средние предприятия,,,,,,212344.0,146605.0,3951.0,610.0,,0.0029,0.0098,2016,46.46,46.0,Торговля оптовая и розничная; ремонт автотранспортных средств и мотоциклов,,,farmacevtika,,
"А-фарм, фармацевтических холдинг",Москва,"А-ФАРМ, ООО",Москва,Торговля оптовая фармацевтической продукцией,,456465227.0,Средние предприятия,75.0,718065.0,709856.0,,3500.0,601670.0,545278.0,19677.0,6239.0,15624.0,0.0104,-0.0593,2017,46.46,46.0,Торговля оптовая и розничная; ремонт автотранспортных средств и мотоциклов,,,farmacevtika,ВидеоМост (VideoMost) ВКС,"SaaS,Видеоконференцсвязь"
"А-фарм, фармацевтических холдинг",Москва,"А-ФАРМ, ООО",Москва,Торговля оптовая фармацевтической продукцией,,456465227.0,Средние предприятия,52.0,2273436.0,2251186.0,,,2097466.0,2145733.0,51338.0,15796.0,27289.0,0.0075,-0.067,2018,46.46,46.0,Торговля оптовая и розничная; ремонт автотранспортных средств и мотоциклов,27091000.0,470777000.0,farmacevtika,,
"А-фарм, фармацевтических холдинг",Москва,"А-ФАРМ, ООО",Москва,Торговля оптовая фармацевтической продукцией,,456465227.0,Средние предприятия,58.0,3032799.0,2920248.0,,140129.0,2796937.0,2760721.0,114743.0,91089.0,49020.0,0.0326,-0.0281,2019,46.46,46.0,Торговля оптовая и розничная; ремонт автотранспортных средств и мотоциклов,117837000.0,282695000.0,farmacevtika,,
"А-фарм, фармацевтических холдинг",Москва,"А-ФАРМ, ООО",Москва,Торговля оптовая фармацевтической продукцией,,456465227.0,Средние предприятия,35.0,3082573.0,2952201.0,,445560.0,2799233.0,2668153.0,91595.0,103416.0,28883.0,0.0369,0.0141,2020,46.46,46.0,Торговля оптовая и розничная; ремонт автотранспортных средств и мотоциклов,221253000.0,735541000.0,farmacevtika,,
"А-фарм, фармацевтических холдинг",Москва,"А-ФАРМ, ООО",Москва,Торговля оптовая фармацевтической продукцией,,456465227.0,Средние предприятия,46.0,3709790.0,3550764.0,,622447.0,3560081.0,3176554.0,258592.0,127248.0,44854.0,0.0357,0.0351,2021,46.46,46.0,Торговля оптовая и розничная; ремонт автотранспортных средств и мотоциклов,348515000.0,1215056000.0,farmacevtika,,
"А-фарм, фармацевтических холдинг",Москва,"А-ФАРМ, ООО",Москва,Торговля оптовая фармацевтической продукцией,,456465227.0,Средние предприятия,25.0,2213725.0,2135886.0,,595126.0,1974608.0,1628938.0,164414.0,58829.0,25018.0,0.0298,0.0918,2022,46.46,46.0,Торговля оптовая и розничная; ремонт автотранспортных средств и мотоциклов,407344000.0,1707145000.0,farmacevtika,,
"А-фарм, фармацевтических холдинг",Москва,"А-ФАРМ, ООО",Москва,Торговля оптовая фармацевтической продукцией,,60000.0,Средние предприятия,,,,,,,,,,,,,2023,46.46,46.0,Торговля оптовая и розничная; ремонт автотранспортных средств и мотоциклов,,,farmacevtika,,
А101-Комфорт,Москва,"А101-КОМФОРТ, ООО",Москва,Управление недвижимым имуществом за вознаграждение или на договорной основе,29321.9,16769.0,Средние предприятия,,,,,,,,,,,,,2013,68.32,68.0,Деятельность по операциям с недвижимым имуществом,,,nedvizhimost,,
А101-Комфорт,Москва,"А101-КОМФОРТ, ООО",Москва,Управление недвижимым имуществом за вознаграждение или на договорной основе,29321.9,16769.0,Средние предприятия,,,,,,,,,,,,,2014,68.32,68.0,Деятельность по операциям с недвижимым имуществом,,,nedvizhimost,,
А101-Комфорт,Москва,"А101-КОМФОРТ, ООО",Москва,Управление недвижимым имуществом за вознаграждение или на договорной основе,29321.9,16769.0,Средние предприятия,,,,,,,,,,,,,2015,68.32,68.0,Деятельность по операциям с недвижимым имуществом,,,nedvizhimost,,
А101-Комфорт,Москва,"А101-КОМФОРТ, ООО",Москва,Управление недвижимым имуществом за вознаграждение или на договорной основе,29321.9,16769.0,Средние предприятия,,,,,,,,,,,,,2016,68.32,68.0,Деятельность по операциям с недвижимым имуществом,,,nedvizhimost,,
А101-Комфорт,Москва,"А101-КОМФОРТ, ООО",Москва,Управление недвижимым имуществом за вознаграждение или на договорной основе,29321.9,16769.0,Средние предприятия,5.0,15424.0,10096.0,,,,,,,,,,2017,68.32,68.0,Деятельность по операциям с недвижимым имуществом,,,nedvizhimost,,
А101-Комфорт,Москва,"А101-КОМФОРТ, ООО",Москва,Управление недвижимым имуществом за вознаграждение или на договорной основе,29321.9,16769.0,Средние предприятия,26.0,128852.0,110761.0,,,108620.0,76504.0,,14126.0,35846.0,0.13,-0.0134,2018,68.32,68.0,Деятельность по операциям с недвижимым имуществом,19413000.0,46993000.0,nedvizhimost,,
А101-Комфорт,Москва,"А101-КОМФОРТ, ООО",Москва,Управление недвижимым имуществом за вознаграждение или на договорной основе,29321.9,16769.0,Средние предприятия,51.0,348112.0,292595.0,,,235988.0,163303.0,,44721.0,96123.0,0.1895,-0.2279,2019,68.32,68.0,Деятельность по операциям с недвижимым имуществом,64134000.0,107086000.0,nedvizhimost,,
А101-Комфорт,Москва,"А101-КОМФОРТ, ООО",Москва,Управление недвижимым имуществом за вознаграждение или на договорной основе,29321.9,16769.0,Средние предприятия,93.0,699931.0,568589.0,,,643524.0,354821.0,,105945.0,135376.0,0.1646,0.126,2020,68.32,68.0,Деятельность по операциям с недвижимым имуществом,168839000.0,144253000.0,nedvizhimost,,
А101-Комфорт,Москва,"А101-КОМФОРТ, ООО",Москва,Управление недвижимым имуществом за вознаграждение или на договорной основе,29321.9,16769.0,Средние предприятия,150.0,961646.0,920393.0,,,749807.0,649241.0,,32744.0,214825.0,0.0437,-0.2173,2021,68.32,68.0,Деятельность по операциям с недвижимым имуществом,200964000.0,234613000.0,nedvizhimost,Softline vCloud,"IaaS - Инфраструктура как услуга,Виртуализация,Центры обработки данных - технологии для ЦОД"
А101-Комфорт,Москва,"А101-КОМФОРТ, ООО",Москва,Управление недвижимым имуществом за вознаграждение или на договорной основе,29321.9,16769.0,Средние предприятия,195.0,1628596.0,1575067.0,,,1622321.0,1240934.0,,41811.0,280060.0,0.0258,0.0364,2022,68.32,68.0,Деятельность по операциям с недвижимым имуществом,213990000.0,359446000.0,nedvizhimost,Gorserv-ERP (GERP),"ERP,SaaS"
А101-Комфорт,Москва,"А101-КОМФОРТ, ООО",Москва,Управление недвижимым имуществом за вознаграждение или на договорной основе,32345744.0,30080.0,Крупные предприятия,72.0,2594824.0,2431181.0,,,2577372.0,2212757.0,2.0,128664.0,144513.0,0.0499,0.0775,2023,68.32,68.0,Деятельность по операциям с недвижимым имуществом,221911000.0,505874000.0,nedvizhimost,,
ААА Инжиниринг+,Москва,"ААА ИНЖИНИРИНГ+, ООО",Москва,"Деятельность в области инженерных изысканий, инженерно-технического проектирования, управления проектами строительства, выполнения строительного контроля и авторского надзора, предоставление технических консультаций в этих областях",,,Малые предприятия,,,,,,,,,,,,,2013,71.12,71.0,"Деятельность профессиональная, научная и техническая",,,stroitelstvo,,
ААА Инжиниринг+,Москва,"ААА ИНЖИНИРИНГ+, ООО",Москва,"Деятельность в области инженерных изысканий, инженерно-технического проектирования, управления проектами строительства, выполнения строительного контроля и авторского надзора, предоставление технических консультаций в этих областях",,,Малые предприятия,,,,,,,,,,,,,2014,71.12,71.0,"Деятельность профессиональная, научная и техническая",,,stroitelstvo,,
ААА Инжиниринг+,Москва,"ААА ИНЖИНИРИНГ+, ООО",Москва,"Деятельность в области инженерных изысканий, инженерно-технического проектирования, управления проектами строительства, выполнения строительного контроля и авторского надзора, предоставление технических консультаций в этих областях",,,Малые предприятия,,,,,,,,,,,,,2015,71.12,71.0,"Деятельность профессиональная, научная и техническая",,,stroitelstvo,,
ААА Инжиниринг+,Москва,"ААА ИНЖИНИРИНГ+, ООО",Москва,"Деятельность в области инженерных изысканий, инженерно-технического проектирования, управления проектами строительства, выполнения строительного контроля и авторского надзора, предоставление технических консультаций в этих областях",,,Малые предприятия,,,,,,,,,,,,,2016,71.12,71.0,"Деятельность профессиональная, научная и техническая",,,stroitelstvo,,
ААА Инжиниринг+,Москва,"ААА ИНЖИНИРИНГ+, ООО",Москва,"Деятельность в области инженерных изысканий, инженерно-технического проектирования, управления проектами строительства, выполнения строительного контроля и авторского надзора, предоставление технических консультаций в этих областях",,,Малые предприятия,5,4106.0,3668.0,300.0,,4089.0,3481.0,,304.0,,0.0743,0.1487,2017,71.12,71.0,"Деятельность профессиональная, научная и техническая",,,stroitelstvo,,
ААА Инжиниринг+,Москва,"ААА ИНЖИНИРИНГ+, ООО",Москва,"Деятельность в области инженерных изысканий, инженерно-технического проектирования, управления проектами строительства, выполнения строительного контроля и авторского надзора, предоставление технических консультаций в этих областях",,,Малые предприятия,11,15076.0,13005.0,1400.0,,15063.0,12850.0,,2507.0,,0.1664,0.1469,2018,71.12,71.0,"Деятельность профессиональная, научная и техническая",,16791000.0,stroitelstvo,,
ААА Инжиниринг+,Москва,"ААА ИНЖИНИРИНГ+, ООО",Москва,"Деятельность в области инженерных изысканий, инженерно-технического проектирования, управления проектами строительства, выполнения строительного контроля и авторского надзора, предоставление технических консультаций в этих областях",,,Малые предприятия,24,49673.0,41473.0,,,49510.0,40960.0,,6586.0,,0.133,0.1727,2019,71.12,71.0,"Деятельность профессиональная, научная и техническая",,22550000.0,stroitelstvo,,
ААА Инжиниринг+,Москва,"ААА ИНЖИНИРИНГ+, ООО",Москва,"Деятельность в области инженерных изысканий, инженерно-технического проектирования, управления проектами строительства, выполнения строительного контроля и авторского надзора, предоставление технических консультаций в этих областях",,,Малые предприятия,37,50338.0,50240.0,8000.0,,50189.0,50060.0,,79.0,,0.0016,0.0026,2020,71.12,71.0,"Деятельность профессиональная, научная и техническая",,42167000.0,stroitelstvo,,
ААА Инжиниринг+,Москва,"ААА ИНЖИНИРИНГ+, ООО",Москва,"Деятельность в области инженерных изысканий, инженерно-технического проектирования, управления проектами строительства, выполнения строительного контроля и авторского надзора, предоставление технических консультаций в этих областях",,,Малые предприятия,45,124475.0,119283.0,8000.0,2400.0,123853.0,118618.0,,3667.0,,0.0296,0.0423,2021,71.12,71.0,"Деятельность профессиональная, научная и техническая",,62977000.0,stroitelstvo,,
ААА Инжиниринг+,Москва,"ААА ИНЖИНИРИНГ+, ООО",Москва,"Деятельность в области инженерных изысканий, инженерно-технического проектирования, управления проектами строительства, выполнения строительного контроля и авторского надзора, предоставление технических консультаций в этих областях",,,Малые предприятия,61,160820.0,158205.0,8000.0,5380.0,144322.0,134853.0,,1348.0,,0.0093,0.0656,2022,71.12,71.0,"Деятельность профессиональная, научная и техническая",,127463000.0,stroitelstvo,ELMA BPM Suite,"BPM,SaaS"
ААА Инжиниринг+,Москва,"ААА ИНЖИНИРИНГ+, ООО",Москва,"Деятельность в области инженерных изысканий, инженерно-технического проектирования, управления проектами строительства, выполнения строительного контроля и авторского надзора, предоставление технических консультаций в этих областях",,,Малые предприятия,89,304021.0,301012.0,8000.0,12124.0,300876.0,292260.0,,2407.0,,0.008,0.0286,2023,71.12,71.0,"Деятельность профессиональная, научная и техническая",,265468000.0,stroitelstvo,,
АВТЭК (Автотранспортная топливно-энергетическая компания),Москва,"АВТЭК, АО",Москва,Деятельность автомобильного грузового транспорта,,,Малые предприятия,,,,10000.0,77.0,153507.0,132194.0,,16609.0,,0.1082,0.1388,2013,49.41,49.0,Транспортировка и хранение,,,transport,,
АВТЭК (Автотранспортная топливно-энергетическая компания),Москва,"АВТЭК, АО",Москва,Деятельность автомобильного грузового транспорта,,,Малые предприятия,,,,8388.0,10119.0,162853.0,146965.0,,10709.0,36500.0,0.0658,0.0976,2014,49.41,49.0,Транспортировка и хранение,,,transport,,
АВТЭК (Автотранспортная топливно-энергетическая компания),Москва,"АВТЭК, АО",Москва,Деятельность автомобильного грузового транспорта,,,Малые предприятия,,,,10713.0,389.0,154759.0,138849.0,,10756.0,27057.0,0.0695,0.1028,2015,49.41,49.0,Транспортировка и хранение,,,transport,,
АВТЭК (Автотранспортная топливно-энергетическая компания),Москва,"АВТЭК, АО",Москва,Деятельность автомобильного грузового транспорта,,,Малые предприятия,,,,12159.0,411.0,173960.0,163848.0,,8616.0,,0.0495,0.0581,2016,49.41,49.0,Транспортировка и хранение,,,transport,,
АВТЭК (Автотранспортная топливно-энергетическая компания),Москва,"АВТЭК, АО",Москва,Деятельность автомобильного грузового транспорта,,,Малые предприятия,90,256754.0,246667.0,25311.0,647.0,237560.0,233486.0,898.0,10216.0,37146.0,0.043,0.0134,2017,49.41,49.0,Транспортировка и хранение,,,transport,,
АВТЭК (Автотранспортная топливно-энергетическая компания),Москва,"АВТЭК, АО",Москва,Деятельность автомобильного грузового транспорта,,,Малые предприятия,107,346710.0,346432.0,25000.0,318.0,326074.0,335277.0,,2440.0,48461.0,0.0075,-0.0282,2018,49.41,49.0,Транспортировка и хранение,88343000.0,41063000.0,transport,,
АВТЭК (Автотранспортная топливно-энергетическая компания),Москва,"АВТЭК, АО",Москва,Деятельность автомобильного грузового транспорта,,,Малые предприятия,119,406363.0,416953.0,,25000.0,404086.0,408013.0,,-9811.0,66070.0,-0.0243,-0.0097,2019,49.41,49.0,Транспортировка и хранение,78532000.0,66511000.0,transport,,
АВТЭК (Автотранспортная топливно-энергетическая компания),Москва,"АВТЭК, АО",Москва,Деятельность автомобильного грузового транспорта,,,Малые предприятия,124,407890.0,406369.0,,32865.0,388266.0,395077.0,,4412.0,79669.0,0.0114,-0.0175,2020,49.41,49.0,Транспортировка и хранение,79007000.0,59134000.0,transport,,
АВТЭК (Автотранспортная топливно-энергетическая компания),Москва,"АВТЭК, АО",Москва,Деятельность автомобильного грузового транспорта,,,Малые предприятия,112,391033.0,387384.0,10000.0,,377910.0,369301.0,,4732.0,82958.0,0.0125,-0.013,2021,49.41,49.0,Транспортировка и хранение,85385000.0,43579000.0,transport,Montrans ГЛОНАСС-GPS Терминалы,Спутниковая связь и навигация
АВТЭК (Автотранспортная топливно-энергетическая компания),Москва,"АВТЭК, АО",Москва,Деятельность автомобильного грузового транспорта,,,Малые предприятия,92,411737.0,343292.0,,,315521.0,311955.0,,53399.0,74827.0,0.1692,-0.0368,2022,49.41,49.0,Транспортировка и хранение,154929000.0,49989000.0,transport,,
АДР,Санкт-Петербург,"АДР, ООО",Санкт-Петербург,Деятельность автомобильного грузового транспорта,,,Средние предприятия,,,,,,,,,,,,,2013,49.41,49.0,Транспортировка и хранение,,,logistika,,
АДР,Санкт-Петербург,"АДР, ООО",Санкт-Петербург,Деятельность автомобильного грузового транспорта,,,Средние предприятия,,,,,,,,,,,,,2014,49.41,49.0,Транспортировка и хранение,,,logistika,,
АДР,Санкт-Петербург,"АДР, ООО",Санкт-Петербург,Деятельность автомобильного грузового транспорта,,,Средние предприятия,,,,,,1179.0,1025.0,,5.0,,0.0042,0.011,2015,49.41,49.0,Транспортировка и хранение,,,logistika,,
АДР,Санкт-Петербург,"АДР, ООО",Санкт-Петербург,Деятельность автомобильного грузового транспорта,,,Средние предприятия,,,,,,6054.0,5482.0,,32.0,,0.0053,0.0089,2016,49.41,49.0,Транспортировка и хранение,,,logistika,,
АДР,Санкт-Петербург,"АДР, ООО",Санкт-Петербург,Деятельность автомобильного грузового транспорта,,,Средние предприятия,1.0,14691.0,13989.0,,,14691.0,13285.0,,562.0,,0.0383,0.049,2017,49.41,49.0,Транспортировка и хранение,,,logistika,,
АДР,Санкт-Петербург,"АДР, ООО",Санкт-Петербург,Деятельность автомобильного грузового транспорта,,,Средние предприятия,2.0,27256.0,26559.0,,,27256.0,25378.0,,564.0,,0.0207,0.0264,2018,49.41,49.0,Транспортировка и хранение,703000.0,3284000.0,logistika,,
АДР,Санкт-Петербург,"АДР, ООО",Санкт-Петербург,Деятельность автомобильного грузового транспорта,,,Средние предприятия,5.0,55730.0,55118.0,,,55730.0,55032.0,,470.0,,0.0084,0.0125,2019,49.41,49.0,Транспортировка и хранение,,18302000.0,logistika,,
АДР,Санкт-Петербург,"АДР, ООО",Санкт-Петербург,Деятельность автомобильного грузового транспорта,,,Средние предприятия,10.0,206904.0,203910.0,2000.0,,206880.0,203792.0,,2395.0,,0.0116,0.0149,2020,49.41,49.0,Транспортировка и хранение,,57739000.0,logistika,,
АДР,Санкт-Петербург,"АДР, ООО",Санкт-Петербург,Деятельность автомобильного грузового транспорта,,,Средние предприятия,14.0,1190354.0,1147050.0,1441.0,,1188719.0,1076723.0,,35455.0,,0.0298,0.0439,2021,49.41,49.0,Транспортировка и хранение,36533000.0,240905000.0,logistika,,
АДР,Санкт-Петербург,"АДР, ООО",Санкт-Петербург,Деятельность автомобильного грузового транспорта,,,Средние предприятия,28.0,2262553.0,2252574.0,5779.0,29023.0,1995473.0,13713.0,,7301.0,,0.0037,0.0061,2022,49.41,49.0,Транспортировка и хранение,44319000.0,245330000.0,logistika,Projecto,"BPM,SaaS"
АДР,Санкт-Петербург,"АДР, ООО",Санкт-Петербург,Деятельность автомобильного грузового транспорта,164801.0,,Крупные предприятия,20.0,6026608.0,6009902.0,2535.0,,3655979.0,10592.0,,16387.0,10035.0,0.0045,0.042,2023,49.41,49.0,Транспортировка и хранение,55437000.0,642197000.0,logistika,,
АПК Вектор (Авиационно-Промышленная Компания Вектор),Москва,"АПК ВЕКТОР, ООО",Москва,Деятельность грузового воздушного транспорта и космического транспорта,1459.8,,Средние предприятия,,,,,7329.0,324396.0,373856.0,,-65460.0,,-0.2018,-0.2607,2013,51.2,51.0,Транспортировка и хранение,,,transport,,
АПК Вектор (Авиационно-Промышленная Компания Вектор),Москва,"АПК ВЕКТОР, ООО",Москва,Деятельность грузового воздушного транспорта и космического транспорта,1459.8,,Средние предприятия,,,,,58524.0,445013.0,327340.0,116.0,69755.0,,0.1567,0.1889,2014,51.2,51.0,Транспортировка и хранение,,,transport,,
АПК Вектор (Авиационно-Промышленная Компания Вектор),Москва,"АПК ВЕКТОР, ООО",Москва,Деятельность грузового воздушного транспорта и космического транспорта,1459.8,,Средние предприятия,,,,,18773.0,163486.0,264662.0,,26123.0,,0.1598,-0.6189,2015,51.2,51.0,Транспортировка и хранение,,,transport,,
АПК Вектор (Авиационно-Промышленная Компания Вектор),Москва,"АПК ВЕКТОР, ООО",Москва,Деятельность грузового воздушного транспорта и космического транспорта,1459.8,,Средние предприятия,,,,15000.0,22557.0,309982.0,301758.0,,5639.0,,0.0182,-0.0453,2016,51.2,51.0,Транспортировка и хранение,,,transport,,
АПК Вектор (Авиационно-Промышленная Компания Вектор),Москва,"АПК ВЕКТОР, ООО",Москва,Деятельность грузового воздушного транспорта и космического транспорта,1459.8,,Средние предприятия,61,592935.0,588713.0,22600.0,16184.0,182417.0,222120.0,,2981.0,39150.0,0.0163,-0.9491,2017,51.2,51.0,Транспортировка и хранение,,,transport,,
АПК Вектор (Авиационно-Промышленная Компания Вектор),Москва,"АПК ВЕКТОР, ООО",Москва,Деятельность грузового воздушного транспорта и космического транспорта,1459.8,,Средние предприятия,44,137862.0,205916.0,35136.0,,102717.0,139474.0,,-55116.0,40913.0,-0.5366,-0.7139,2018,51.2,51.0,Транспортировка и хранение,-10378000.0,103822000.0,transport,,
АПК Вектор (Авиационно-Промышленная Компания Вектор),Москва,"АПК ВЕКТОР, ООО",Москва,Деятельность грузового воздушного транспорта и космического транспорта,1459.8,,Средние предприятия,55,318478.0,281547.0,37419.0,,182894.0,173838.0,447.0,40017.0,61077.0,0.2188,-0.0977,2019,51.2,51.0,Транспортировка и хранение,-20603000.0,37414000.0,transport,,
АПК Вектор (Авиационно-Промышленная Компания Вектор),Москва,"АПК ВЕКТОР, ООО",Москва,Деятельность грузового воздушного транспорта и космического транспорта,1459.8,,Средние предприятия,80,778623.0,794320.0,82969.0,,605886.0,597858.0,347.0,-26218.0,109459.0,-0.0433,-0.0334,2020,51.2,51.0,Транспортировка и хранение,-46821000.0,92197000.0,transport,ВидеоМост (VideoMost) ВКС,"SaaS,Видеоконференцсвязь"
АПК Вектор (Авиационно-Промышленная Компания Вектор),Москва,"АПК ВЕКТОР, ООО",Москва,Деятельность грузового воздушного транспорта и космического транспорта,1459.8,,Средние предприятия,124,2148952.0,2294451.0,222205.0,,1658754.0,1641944.0,1233.0,-122549.0,114023.0,-0.0739,-0.0091,2021,51.2,51.0,Транспортировка и хранение,-571058000.0,909514000.0,transport,,
АПК Вектор (Авиационно-Промышленная Компания Вектор),Москва,"АПК ВЕКТОР, ООО",Москва,Деятельность грузового воздушного транспорта и космического транспорта,1459.8,,Средние предприятия,136,2572613.0,2401867.0,151804.0,,1276634.0,1415609.0,1504.0,136274.0,46447.0,0.1067,-0.1376,2022,51.2,51.0,Транспортировка и хранение,-434784000.0,867240000.0,transport,,
АПК Вектор (Авиационно-Промышленная Компания Вектор),Москва,"АПК ВЕКТОР, ООО",Москва,Деятельность грузового воздушного транспорта и космического транспорта,500000.0,,Средние предприятия,113,3159888.0,3053227.0,151786.0,,1557566.0,1500222.0,1457.0,55451.0,47074.0,0.0356,0.0148,2023,51.2,51.0,Транспортировка и хранение,18804000.0,1493489000.0,transport,,
АСУ ПРО,Оренбург,"АСУ ПРО, ООО",Оренбургская область,"Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая",2288.7,,Средние предприятия,,,,,,1851490.0,1788558.0,,21429.0,143121.0,0.0116,0.034,2013,62.09,62.0,Деятельность в области информации и связи,,,informacionnye_tehnologii,,
АСУ ПРО,Оренбург,"АСУ ПРО, ООО",Оренбургская область,"Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая",2288.7,,Средние предприятия,,,,,,1631314.0,1445733.0,,141674.0,,0.0868,0.1138,2014,62.09,62.0,Деятельность в области информации и связи,,,informacionnye_tehnologii,,
АСУ ПРО,Оренбург,"АСУ ПРО, ООО",Оренбургская область,"Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая",2288.7,,Средние предприятия,,,,,,1812385.0,1792808.0,,662.0,,0.0004,0.0108,2015,62.09,62.0,Деятельность в области информации и связи,,,informacionnye_tehnologii,,
АСУ ПРО,Оренбург,"АСУ ПРО, ООО",Оренбургская область,"Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая",2288.7,,Средние предприятия,,,,,,2150107.0,2141542.0,,2094.0,207945.0,0.001,0.004,2016,62.09,62.0,Деятельность в области информации и связи,,,informacionnye_tehnologii,,
АСУ ПРО,Оренбург,"АСУ ПРО, ООО",Оренбургская область,"Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая",2288.7,,Средние предприятия,468.0,822098.0,821074.0,,,722914.0,759899.0,,-22117.0,235266.0,-0.0306,-0.0512,2017,62.09,62.0,Деятельность в области информации и связи,,,informacionnye_tehnologii,,
АСУ ПРО,Оренбург,"АСУ ПРО, ООО",Оренбургская область,"Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая",2288.7,,Средние предприятия,415.0,1169845.0,1168523.0,,,1161666.0,1163508.0,,-149181.0,264124.0,-0.1284,-0.0016,2018,62.09,62.0,Деятельность в области информации и связи,551910000.0,641195000.0,informacionnye_tehnologii,,
АСУ ПРО,Оренбург,"АСУ ПРО, ООО",Оренбургская область,"Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая",2288.7,,Средние предприятия,364.0,844028.0,838772.0,,29000.0,833733.0,824608.0,,-120400.0,169055.0,-0.1444,0.0109,2019,62.09,62.0,Деятельность в области информации и связи,431510000.0,549858000.0,informacionnye_tehnologii,1С:Документооборот 8 КОРП,СЭД
АСУ ПРО,Оренбург,"АСУ ПРО, ООО",Оренбургская область,"Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая",2288.7,,Средние предприятия,261.0,369219.0,369139.0,,21468.0,364468.0,365171.0,,-32480.0,148583.0,-0.0891,-0.0019,2020,62.09,62.0,Деятельность в области информации и связи,399030000.0,151854000.0,informacionnye_tehnologii,,
АСУ ПРО,Оренбург,"АСУ ПРО, ООО",Оренбургская область,"Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая",2288.7,,Средние предприятия,264.0,904156.0,857387.0,13562.0,8108.0,897997.0,528193.0,,34755.0,274552.0,0.0387,0.0485,2021,62.09,62.0,Деятельность в области информации и связи,307948000.0,523674000.0,informacionnye_tehnologii,,
АСУ ПРО,Оренбург,"АСУ ПРО, ООО",Оренбургская область,"Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая",2288.7,,Средние предприятия,305.0,1136146.0,959554.0,,66000.0,1101093.0,559787.0,,132853.0,389977.0,0.1207,0.1391,2022,62.09,62.0,Деятельность в области информации и связи,233984000.0,547790000.0,informacionnye_tehnologii,,
АСУ ПРО,Оренбург,"АСУ ПРО, ООО",Оренбургская область,"Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая",5841282.0,,Средние предприятия,313.0,841007.0,813592.0,4.0,66144.0,834917.0,616429.0,,27391.0,477973.0,0.0328,0.0434,2023,62.09,62.0,Деятельность в области информации и связи,266005000.0,694401000.0,informacionnye_tehnologii,,
АТИСС,Краснодар,"АТИСС, ООО",Краснодарский край,Разработка компьютерного программного обеспечения,,,Малые предприятия,,,,,,,,,,,,,2013,62.01,62.0,Деятельность в области информации и связи,,,informacionnye_tehnologii,,
АТИСС,Краснодар,"АТИСС, ООО",Краснодарский край,Разработка компьютерного программного обеспечения,,,Малые предприятия,,,,,,,,,,,,,2014,62.01,62.0,Деятельность в области информации и связи,,,informacionnye_tehnologii,,
АТИСС,Краснодар,"АТИСС, ООО",Краснодарский край,Разработка компьютерного программного обеспечения,,,Малые предприятия,,,,,,,,,,,,,2015,62.01,62.0,Деятельность в области информации и связи,,,informacionnye_tehnologii,,
АТИСС,Краснодар,"АТИСС, ООО",Краснодарский край,Разработка компьютерного программного обеспечения,,,Малые предприятия,,,,,,,,,,,,,2016,62.01,62.0,Деятельность в области информации и связи,,,informacionnye_tehnologii,,
АТИСС,Краснодар,"АТИСС, ООО",Краснодарский край,Разработка компьютерного программного обеспечения,,,Малые предприятия,1.0,4245.0,3983.0,,99.0,4225.0,1441.0,,231.0,,0.0547,0.0696,2017,62.01,62.0,Деятельность в области информации и связи,,,informacionnye_tehnologii,,
АТИСС,Краснодар,"АТИСС, ООО",Краснодарский край,Разработка компьютерного программного обеспечения,,,Малые предприятия,14.0,22368.0,21384.0,1945.0,99.0,20986.0,15053.0,,842.0,,0.0401,0.0149,2018,62.01,62.0,Деятельность в области информации и связи,1041000.0,10459000.0,informacionnye_tehnologii,,
