Компания,Город,name,region.y,industry,claims_amount,proceedings_amount,size_cat,employees,income,expenses,intangibles,fixed_assets,noncurrent_assets,inventory,net_assets,receivables,current_assets,assets,lt_debt,st_debt,passive,nwc,equity,total_debt,sales,cgs,commercial,admin_expenses,interest_paid,ebt,eat,ebit,labor_costs,interest_payment,interest_coverage,net_profit_margin,ros,year,code_okved,firts_number_okved,okved_name,retained_earnings,short_term_liab,ind,Продукт,Технология
Точка опоры Промэлектросвет,Москва,"ТОЧКА ОПОРЫ ПРОМЭЛЕКТРОСВЕТ, ЗАО",Москва,Торговля оптовая осветительным оборудованием,,6000.0,Средние предприятия,,,,,21461.0,21480.0,341054.0,127203.0,225360.0,624930.0,646410.0,186175.0,71258.0,646410.0,330379.0,127203.0,519207.0,1843312.0,1449116.0,190190.0,158987.0,16337.0,2805.0,41.0,19142.0,184537.0,2360.0,1.1717,,0.0244,2013,46.47.2,46.0,Торговля оптовая и розничная; ремонт автотранспортных средств и мотоциклов,,,elektrotehnika,,
Точка опоры Промэлектросвет,Москва,"ТОЧКА ОПОРЫ ПРОМЭЛЕКТРОСВЕТ, ЗАО",Москва,Торговля оптовая осветительным оборудованием,,6000.0,Средние предприятия,,,,,15404.0,15620.0,304250.0,127381.0,167600.0,714004.0,729624.0,281982.0,98062.0,729624.0,266784.0,127381.0,602243.0,1561181.0,1165302.0,191003.0,143278.0,20580.0,1676.0,178.0,21846.0,196676.0,10082.0,1.0615,0.0001,0.0395,2014,46.47.2,46.0,Торговля оптовая и розничная; ремонт автотранспортных средств и мотоциклов,,,elektrotehnika,,
Точка опоры Промэлектросвет,Москва,"ТОЧКА ОПОРЫ ПРОМЭЛЕКТРОСВЕТ, ЗАО",Москва,Торговля оптовая осветительным оборудованием,10873719.0,,Средние предприятия,130.0,1642777.0,1503767.0,515.0,13658.0,14208.0,279389.0,416179.0,226603.0,588589.0,602797.0,69962.0,,602797.0,482073.0,416179.0,186618.0,1624602.0,1121927.0,266658.0,95738.0,,139010.0,108835.0,127109.0,196749.0,,,0.067,0.0863,2023,46.47.2,46.0,Торговля оптовая и розничная; ремонт автотранспортных средств и мотоциклов,404144000.0,115276000.0,elektrotehnika,,
Точка опоры Промэлектросвет,Москва,"ТОЧКА ОПОРЫ ПРОМЭЛЕКТРОСВЕТ, ЗАО",Москва,Торговля оптовая осветительным оборудованием,,6000.0,Средние предприятия,123.0,1503161.0,1478011.0,70.0,3907.0,4120.0,186757.0,98393.0,199579.0,609173.0,613293.0,296707.0,36.0,613293.0,257215.0,98393.0,514900.0,1434467.0,1130841.0,166670.0,84070.0,6326.0,25150.0,19335.0,25951.0,113261.0,6019.0,4.1023,0.0135,0.0369,2018,46.47.2,46.0,Торговля оптовая и розничная; ремонт автотранспортных средств и мотоциклов,86358000.0,218044000.0,elektrotehnika,,
Точка опоры Промэлектросвет,Москва,"ТОЧКА ОПОРЫ ПРОМЭЛЕКТРОСВЕТ, ЗАО",Москва,Торговля оптовая осветительным оборудованием,,6000.0,Средние предприятия,149.0,1311840.0,1309338.0,,6272.0,6449.0,246618.0,129851.0,187785.0,622728.0,629177.0,223404.0,67325.0,629177.0,234364.0,129851.0,499326.0,1225206.0,922046.0,166184.0,116252.0,13290.0,2502.0,2044.0,9336.0,144409.0,8406.0,0.7025,0.0017,0.0169,2017,46.47.2,46.0,Торговля оптовая и розничная; ремонт автотранспортных средств и мотоциклов,,,elektrotehnika,,
Точка опоры Промэлектросвет,Москва,"ТОЧКА ОПОРЫ ПРОМЭЛЕКТРОСВЕТ, ЗАО",Москва,Торговля оптовая осветительным оборудованием,,6000.0,Средние предприятия,,,,,11548.0,11715.0,254691.0,127806.0,135608.0,554388.0,566103.0,206557.0,106042.0,566103.0,268508.0,127807.0,438297.0,1146899.0,836859.0,183207.0,98183.0,21930.0,18476.0,421.0,35905.0,138044.0,14891.0,1.6373,0.0004,0.025,2016,46.47.2,46.0,Торговля оптовая и розничная; ремонт автотранспортных средств и мотоциклов,,,elektrotehnika,,
Точка опоры Промэлектросвет,Москва,"ТОЧКА ОПОРЫ ПРОМЭЛЕКТРОСВЕТ, ЗАО",Москва,Торговля оптовая осветительным оборудованием,,6000.0,Средние предприятия,134.0,1916352.0,1814068.0,609.0,12118.0,12727.0,311103.0,243617.0,311527.0,705676.0,718403.0,123431.0,56.0,718403.0,345261.0,243617.0,474786.0,1894884.0,1463515.0,219409.0,111324.0,444.0,102284.0,81004.0,100625.0,162571.0,424.0,226.6329,0.0427,0.0531,2021,46.47.2,46.0,Торговля оптовая и розничная; ремонт автотранспортных средств и мотоциклов,231582000.0,351322000.0,elektrotehnika,,
Точка опоры Промэлектросвет,Москва,"ТОЧКА ОПОРЫ ПРОМЭЛЕКТРОСВЕТ, ЗАО",Москва,Торговля оптовая осветительным оборудованием,,6000.0,Средние предприятия,127.0,1155562.0,1131194.0,677.0,9128.0,9942.0,171679.0,162613.0,268229.0,590575.0,600517.0,156767.0,36.0,600517.0,290279.0,162613.0,437904.0,1130152.0,832891.0,170921.0,97654.0,758.0,24368.0,19013.0,23585.0,134944.0,758.0,31.1148,0.0168,0.0254,2020,46.47.2,46.0,Торговля оптовая и розничная; ремонт автотранспортных средств и мотоциклов,150578000.0,280982000.0,elektrotehnika,,
Точка опоры Промэлектросвет,Москва,"ТОЧКА ОПОРЫ ПРОМЭЛЕКТРОСВЕТ, ЗАО",Москва,Торговля оптовая осветительным оборудованием,,6000.0,Средние предприятия,128.0,1584127.0,1476236.0,705.0,11253.0,12095.0,184611.0,164267.0,228189.0,541887.0,553982.0,204518.0,36.0,553982.0,264004.0,164267.0,389715.0,1527389.0,1125644.0,211310.0,86679.0,487.0,107891.0,79514.0,102831.0,125676.0,487.0,211.152,0.0521,0.0679,2019,46.47.2,46.0,Торговля оптовая и розничная; ремонт автотранспортных средств и мотоциклов,152233000.0,185042000.0,elektrotehnika,Microsoft Dynamics AX 2012,ERP
Точка опоры Промэлектросвет,Москва,"ТОЧКА ОПОРЫ ПРОМЭЛЕКТРОСВЕТ, ЗАО",Москва,Торговля оптовая осветительным оборудованием,,6000.0,Средние предприятия,125.0,1392766.0,1259021.0,623.0,14676.0,15299.0,228859.0,318715.0,212967.0,576223.0,591522.0,90486.0,,591522.0,336534.0,318715.0,272807.0,1335457.0,941671.0,188175.0,88424.0,67.0,133745.0,106680.0,129137.0,154632.0,123.0,1927.4179,0.0799,0.0878,2022,46.47.2,46.0,Торговля оптовая и розничная; ремонт автотранспортных средств и мотоциклов,306680000.0,180939000.0,elektrotehnika,,
Точка опоры Промэлектросвет,Москва,"ТОЧКА ОПОРЫ ПРОМЭЛЕКТРОСВЕТ, ЗАО",Москва,Торговля оптовая осветительным оборудованием,,6000.0,Средние предприятия,,,,,12210.0,12405.0,252254.0,127386.0,246034.0,673522.0,685927.0,297191.0,64471.0,685927.0,303036.0,127386.0,558541.0,1262317.0,914203.0,182782.0,87557.0,20351.0,1346.0,5.0,18524.0,135515.0,11311.0,0.9102,,0.0616,2015,46.47.2,46.0,Торговля оптовая и розничная; ремонт автотранспортных средств и мотоциклов,,,elektrotehnika,,
Атомэнергопром,Москва,"АТОМЭНЕРГОПРОМ, АО",Москва,"Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая",511.5,,Средние предприятия,,,,488173.0,140686.0,1471047951.0,165288.0,1316444003.0,6143515.0,135489388.0,1606537339.0,105424305.0,170080683.0,1606537339.0,56577767.0,1316444003.0,290093336.0,520890.0,299428.0,37876.0,1743010.0,26635036.0,29792948.0,27928115.0,-13381867.0,62162.0,26601307.0,-0.5024,53.6161,-2.9938,2017,62.09,62.0,Деятельность в области информации и связи,,,energetika,,
Атомэнергопром,Москва,"АТОМЭНЕРГОПРОМ, АО",Москва,"Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая",511.5,,Средние предприятия,33,,,1180365.0,196681.0,1232536944.0,432382.0,1115356342.0,8230277.0,189990628.0,1422527572.0,194865000.0,96349395.0,1422527572.0,77929384.0,1115356342.0,307171230.0,844218.0,716482.0,68341.0,1027618.0,21657731.0,43580234.0,42499055.0,9913899.0,56781.0,21926327.0,0.4578,50.3413,-1.1469,2014,62.09,62.0,Деятельность в области информации и связи,,,energetika,,
Атомэнергопром,Москва,"АТОМЭНЕРГОПРОМ, АО",Москва,"Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая",511.5,,Средние предприятия,,,,534788.0,231343.0,1419060161.0,206043.0,1295399434.0,18623135.0,198582597.0,1617642758.0,148517132.0,157091817.0,1617642758.0,113903667.0,1295399434.0,322243324.0,541653.0,676185.0,91529.0,1734082.0,24512178.0,74242843.0,72610469.0,-16391830.0,58385.0,24104561.0,-0.6687,134.0535,-3.6188,2016,62.09,62.0,Деятельность в области информации и связи,,,energetika,,
Атомэнергопром,Москва,"АТОМЭНЕРГОПРОМ, АО",Москва,"Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая",511.5,,Средние предприятия,,,,2567368.0,16311441.0,1767960173.0,7875457.0,1464189049.0,18157795.0,454901079.0,2222861252.0,29610454.0,670320635.0,2222861252.0,-3667476.0,1464189049.0,758672203.0,1851540.0,1264045.0,754.0,5088607.0,57064819.0,-110852422.0,-110308038.0,-142978024.0,464610.0,56779680.0,-2.5055,-59.5764,-2.4314,2022,62.09,62.0,Деятельность в области информации и связи,202903491000.0,728383402000.0,energetika,,
Атомэнергопром,Москва,"АТОМЭНЕРГОПРОМ, АО",Москва,"Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая",511.5,,Средние предприятия,,,,1556351.0,372819.0,1138593244.0,593921.0,919938872.0,7968111.0,94179178.0,1232772422.0,90700000.0,124120230.0,1232772422.0,-3529823.0,919938872.0,312833550.0,1316417.0,824164.0,148709.0,1020749.0,17584190.0,18334902.0,17877605.0,-24797130.0,62591.0,17695597.0,-1.4102,13.5805,-0.5144,2013,62.09,62.0,Деятельность в области информации и связи,,,energetika,,
Атомэнергопром,Москва,"АТОМЭНЕРГОПРОМ, АО",Москва,"Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая",511.5,,Средние предприятия,,,,856856.0,197080.0,1284529504.0,330377.0,1219958897.0,17381558.0,189298865.0,1473828369.0,147384600.0,88529990.0,1473828369.0,59591889.0,1219958897.0,253869472.0,947373.0,817960.0,98210.0,1586216.0,26663201.0,66013145.0,62260298.0,14858892.0,61858.0,26567647.0,0.5573,65.7189,-1.6414,2015,62.09,62.0,Деятельность в области информации и связи,,,energetika,,
Атомэнергопром,Москва,"АТОМЭНЕРГОПРОМ, АО",Москва,"Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая",511.5,,Средние предприятия,,,,565947.0,3777732.0,1512369049.0,49510.0,1351722129.0,7071690.0,263154985.0,1775524034.0,56939435.0,348102109.0,1775524034.0,98168217.0,1351722129.0,423801905.0,953516.0,484740.0,51366.0,2303120.0,27248766.0,10776061.0,10792152.0,-33638684.0,115327.0,27117375.0,-1.2345,11.3183,-1.9776,2019,62.09,62.0,Деятельность в области информации и связи,293530555000.0,366854991000.0,energetika,,
Атомэнергопром,Москва,"АТОМЭНЕРГОПРОМ, АО",Москва,"Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая",511.5,,Средние предприятия,44,,,1458081.0,9817632.0,1580141419.0,51005.0,1418627396.0,20797193.0,328942623.0,1909084042.0,52194471.0,419189368.0,1909084042.0,160765528.0,1418627396.0,490456646.0,856855.0,820312.0,34234.0,2528847.0,21694872.0,96872082.0,90314265.0,51320947.0,176112.0,22118249.0,2.3656,105.402,-2.9486,2020,62.09,62.0,Деятельность в области информации и связи,358040251000.0,438253485000.0,energetika,Индивидуальная разработка электронных госуслуг,Информатизация госфункций
Атомэнергопром,Москва,"АТОМЭНЕРГОПРОМ, АО",Москва,"Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая",511.5,,Средние предприятия,18,,,502898.0,1489492.0,1511399850.0,282094.0,1356885656.0,11136315.0,246103475.0,1757503325.0,101865144.0,283517148.0,1757503325.0,150467549.0,1356885656.0,400617669.0,800383.0,397791.0,37897.0,1907889.0,24162190.0,59899175.0,56005587.0,5243357.0,79015.0,23914864.0,0.217,69.9735,1.9281,2018,62.09,62.0,Деятельность в области информации и связи,301494361000.0,298747625000.0,energetika,,
Атомэнергопром,Москва,"АТОМЭНЕРГОПРОМ, АО",Москва,"Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая",,,Крупные предприятия,,,,3751821.0,9562562.0,1882097515.0,4154993.0,1516195460.0,15682667.0,393789991.0,2275887506.0,49000000.0,685143260.0,2275887506.0,270422.0,1516195460.0,759692046.0,10667978.0,10776779.0,43806.0,7335414.0,67909973.0,97198173.0,91493932.0,11762348.0,638926.0,64237415.0,0.1732,8.5765,-0.7019,2023,62.09,62.0,Деятельность в области информации и связи,246653224000.0,706315688000.0,energetika,,
Атомэнергопром,Москва,"АТОМЭНЕРГОПРОМ, АО",Москва,"Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая",511.5,,Средние предприятия,,,,1610533.0,11370163.0,1756875972.0,59958.0,1609474350.0,8047134.0,372347241.0,2129223213.0,36912276.0,462759250.0,2129223213.0,185036093.0,1609474350.0,519748863.0,468368.0,355226.0,229.0,2434130.0,17014458.0,36418786.0,36121923.0,-5369130.0,255494.0,24584870.0,-0.3156,77.123,-4.956,2021,62.09,62.0,Деятельность в области информации и связи,368756492000.0,482827733000.0,energetika,,
Волгодонские тепловые сети,Волгодонск,"ВОЛГОДОНСКИЕ ТЕПЛОВЫЕ СЕТИ, ООО",Ростовская область,"Производство, передача и распределение пара и горячей воды; кондиционирование воздуха",32.0,7194.0,Средние предприятия,71,1200813.0,1197091.0,,454974.0,654557.0,7866.0,549648.0,225374.0,279946.0,934503.0,,87417.0,934503.0,11294.0,549648.0,384855.0,1177404.0,1118769.0,3574.0,28773.0,,3722.0,1743.0,-2612.0,55090.0,,,0.0015,0.0223,2021,35.3,35.0,"Обеспечение электрической энергией, газом и паром; кондиционирование воздуха",-767278000.0,355543000.0,energetika,,
Волгодонские тепловые сети,Волгодонск,"ВОЛГОДОНСКИЕ ТЕПЛОВЫЕ СЕТИ, ООО",Ростовская область,"Производство, передача и распределение пара и горячей воды; кондиционирование воздуха",32.0,7194.0,Средние предприятия,78,1070588.0,1197677.0,,231076.0,394050.0,7982.0,656643.0,381713.0,905926.0,1299976.0,,,1299976.0,-237985.0,656643.0,643333.0,1055974.0,1080650.0,18374.0,31111.0,56363.0,-127089.0,-102777.0,-70829.0,49351.0,72836.0,-1.2567,-0.0973,-0.0702,2019,35.3,35.0,"Обеспечение электрической энергией, газом и паром; кондиционирование воздуха",-658240000.0,631684000.0,energetika,,
Волгодонские тепловые сети,Волгодонск,"ВОЛГОДОНСКИЕ ТЕПЛОВЫЕ СЕТИ, ООО",Ростовская область,"Производство, передача и распределение пара и горячей воды; кондиционирование воздуха",32.0,7194.0,Средние предприятия,8,1163497.0,1313400.0,,276683.0,369850.0,3283.0,-127753.0,423194.0,449547.0,819397.0,349978.0,301779.0,819397.0,147892.0,-127753.0,947150.0,1156604.0,1180100.0,37638.0,28322.0,59831.0,-149903.0,-118933.0,-90072.0,10829.0,59776.0,-1.5054,-0.1028,-0.0773,2017,35.3,35.0,"Обеспечение электрической энергией, газом и паром; кондиционирование воздуха",,,energetika,,
Волгодонские тепловые сети,Волгодонск,"ВОЛГОДОНСКИЕ ТЕПЛОВЫЕ СЕТИ, ООО",Ростовская область,"Производство, передача и распределение пара и горячей воды; кондиционирование воздуха",32.0,7194.0,Средние предприятия,70,1267066.0,1289445.0,,713107.0,921585.0,9089.0,577166.0,274957.0,788909.0,1710494.0,489600.0,362938.0,1710494.0,565634.0,577166.0,1133328.0,1240650.0,1231333.0,882.0,33508.0,980.0,-22379.0,-19372.0,-21399.0,61785.0,,-21.8357,-0.0156,-0.0202,2022,35.3,35.0,"Обеспечение электрической энергией, газом и паром; кондиционирование воздуха",-739910000.0,583969000.0,energetika,,
Волгодонские тепловые сети,Волгодонск,"ВОЛГОДОНСКИЕ ТЕПЛОВЫЕ СЕТИ, ООО",Ростовская область,"Производство, передача и распределение пара и горячей воды; кондиционирование воздуха",32.0,7194.0,Средние предприятия,,,,,341619.0,379500.0,11442.0,99961.0,379269.0,447149.0,826649.0,293944.0,186583.0,826649.0,169090.0,99961.0,726688.0,1125911.0,1086233.0,41060.0,4243.0,51453.0,-23531.0,-18315.0,27922.0,56309.0,47460.0,0.5427,-0.0163,-0.005,2015,35.3,35.0,"Обеспечение электрической энергией, газом и паром; кондиционирование воздуха",,,energetika,,
Волгодонские тепловые сети,Волгодонск,"ВОЛГОДОНСКИЕ ТЕПЛОВЫЕ СЕТИ, ООО",Ростовская область,"Производство, передача и распределение пара и горячей воды; кондиционирование воздуха",32.0,7194.0,Средние предприятия,76,1175777.0,1314698.0,,233303.0,423775.0,7466.0,546212.0,278825.0,671548.0,1095323.0,,,1095323.0,-238574.0,546212.0,549111.0,1133754.0,1087317.0,5600.0,33068.0,,-138921.0,-115236.0,-159739.0,56523.0,,,-0.1016,0.0069,2020,35.3,35.0,"Обеспечение электрической энергией, газом и паром; кондиционирование воздуха",-769021000.0,528727000.0,energetika,,
Волгодонские тепловые сети,Волгодонск,"ВОЛГОДОНСКИЕ ТЕПЛОВЫЕ СЕТИ, ООО",Ростовская область,"Производство, передача и распределение пара и горячей воды; кондиционирование воздуха",32.0,7194.0,Средние предприятия,,,,,376086.0,413047.0,14248.0,118384.0,345852.0,366021.0,779068.0,251676.0,216072.0,779068.0,193785.0,118384.0,660792.0,1114533.0,1103242.0,12000.0,585.0,37869.0,-36389.0,-32213.0,1480.0,55654.0,33026.0,0.0391,-0.0289,-0.0012,2014,35.3,35.0,"Обеспечение электрической энергией, газом и паром; кондиционирование воздуха",,,energetika,,
Волгодонские тепловые сети,Волгодонск,"ВОЛГОДОНСКИЕ ТЕПЛОВЫЕ СЕТИ, ООО",Ростовская область,"Производство, передача и распределение пара и горячей воды; кондиционирование воздуха",32.0,7194.0,Средние предприятия,13,1324013.0,1507538.0,,221855.0,360519.0,6875.0,-340580.0,382437.0,414146.0,774665.0,349978.0,347907.0,774665.0,7046.0,-340580.0,1115245.0,1295041.0,1274527.0,46388.0,26258.0,60948.0,-183525.0,-150770.0,-122577.0,11845.0,60619.0,-2.0112,-0.1164,-0.0403,2018,35.3,35.0,"Обеспечение электрической энергией, газом и паром; кондиционирование воздуха",-555463000.0,753735000.0,energetika,,
Волгодонские тепловые сети,Волгодонск,"ВОЛГОДОНСКИЕ ТЕПЛОВЫЕ СЕТИ, ООО",Ростовская область,"Производство, передача и распределение пара и горячей воды; кондиционирование воздуха",32.0,7194.0,Средние предприятия,,,,,332356.0,396251.0,10098.0,-8820.0,523687.0,572114.0,968365.0,347374.0,175512.0,968365.0,107506.0,-8820.0,977185.0,1196418.0,1233437.0,41060.0,6687.0,62201.0,-137153.0,-108781.0,-74952.0,16433.0,60531.0,-1.205,-0.0909,-0.0708,2016,35.3,35.0,"Обеспечение электрической энергией, газом и паром; кондиционирование воздуха",,,energetika,,
Волгодонские тепловые сети,Волгодонск,"ВОЛГОДОНСКИЕ ТЕПЛОВЫЕ СЕТИ, ООО",Ростовская область,"Производство, передача и распределение пара и горячей воды; кондиционирование воздуха",1036599.0,,Средние предприятия,72,1518243.0,1455532.0,,1143701.0,1357803.0,10018.0,627945.0,306768.0,1409589.0,2767392.0,1507152.0,331644.0,2767392.0,1184454.0,627945.0,2139447.0,1483313.0,1362139.0,161.0,37299.0,18515.0,62711.0,49029.0,81226.0,79732.0,13712.0,4.387,0.0331,0.0564,2023,35.3,35.0,"Обеспечение электрической энергией, газом и паром; кондиционирование воздуха",-690881000.0,556768000.0,energetika,,
Волгодонские тепловые сети,Волгодонск,"ВОЛГОДОНСКИЕ ТЕПЛОВЫЕ СЕТИ, ООО",Ростовская область,"Производство, передача и распределение пара и горячей воды; кондиционирование воздуха",32.0,7194.0,Средние предприятия,,,,,385299.0,421515.0,7520.0,150597.0,259550.0,273989.0,695504.0,192801.0,153976.0,695504.0,101098.0,150597.0,545015.0,481055.0,592268.0,,427.0,12415.0,-116191.0,-93086.0,-103776.0,20619.0,6746.0,-8.3589,-0.1935,-0.2321,2013,35.3,35.0,"Обеспечение электрической энергией, газом и паром; кондиционирование воздуха",,,energetika,1С:Предприятие 8.0,ERP
Звезда-Энергокомплекс,Санкт-Петербург,"ЗВЕЗДА-ЭНЕРГОКОМПЛЕКС, ООО",Санкт-Петербург,"Деятельность в области инженерных изысканий, инженерно-технического проектирования, управления проектами строительства, выполнения строительного контроля и авторского надзора, предоставление технических консультаций в этих областях",,6000.0,Средние предприятия,14,1622339.0,1885731.0,134706.0,62535.0,404772.0,196512.0,-482677.0,389552.0,642458.0,1047230.0,,628620.0,1047230.0,-146301.0,-482677.0,1529907.0,1310464.0,1230700.0,20711.0,51651.0,92974.0,-263392.0,-236158.0,-170428.0,20793.0,,-1.8331,-0.1802,0.0056,2023,71.12,71.0,"Деятельность профессиональная, научная и техническая",-582677000.0,1442725000.0,energetika,,
Звезда-Энергокомплекс,Санкт-Петербург,"ЗВЕЗДА-ЭНЕРГОКОМПЛЕКС, ООО",Санкт-Петербург,"Деятельность в области инженерных изысканий, инженерно-технического проектирования, управления проектами строительства, выполнения строительного контроля и авторского надзора, предоставление технических консультаций в этих областях",2826.7,0.0,Малые предприятия,18,535050.0,571621.0,60140.0,182917.0,529878.0,286107.0,-246519.0,254324.0,544840.0,1074718.0,,560272.0,1074718.0,-81243.0,-246519.0,1321237.0,443904.0,358153.0,13981.0,38557.0,84230.0,-36571.0,-29852.0,46982.0,41671.0,,0.5578,-0.0672,0.0748,2022,71.12,71.0,"Деятельность профессиональная, научная и техническая",-346519000.0,1187615000.0,energetika,,
Звезда-Энергокомплекс,Санкт-Петербург,"ЗВЕЗДА-ЭНЕРГОКОМПЛЕКС, ООО",Санкт-Петербург,"Деятельность в области инженерных изысканий, инженерно-технического проектирования, управления проектами строительства, выполнения строительного контроля и авторского надзора, предоставление технических консультаций в этих областях",2826.7,0.0,Малые предприятия,218,688575.0,833415.0,79255.0,88312.0,409257.0,386145.0,-15699.0,375056.0,786711.0,1195968.0,,429156.0,1195968.0,69844.0,-15699.0,1211667.0,663950.0,711590.0,43550.0,,22818.0,-144840.0,-116419.0,-122118.0,250234.0,17783.0,-5.3518,-0.1753,-0.1373,2020,71.12,71.0,"Деятельность профессиональная, научная и техническая",-115699000.0,1147703000.0,energetika,Directum RX,"BPM,HRM,SaaS,СЭД"
Звезда-Энергокомплекс,Санкт-Петербург,"ЗВЕЗДА-ЭНЕРГОКОМПЛЕКС, ООО",Санкт-Петербург,"Деятельность в области инженерных изысканий, инженерно-технического проектирования, управления проектами строительства, выполнения строительного контроля и авторского надзора, предоставление технических консультаций в этих областях",2826.7,0.0,Малые предприятия,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,71.12,71.0,"Деятельность профессиональная, научная и техническая",,,energetika,,
Звезда-Энергокомплекс,Санкт-Петербург,"ЗВЕЗДА-ЭНЕРГОКОМПЛЕКС, ООО",Санкт-Петербург,"Деятельность в области инженерных изысканий, инженерно-технического проектирования, управления проектами строительства, выполнения строительного контроля и авторского надзора, предоставление технических консультаций в этих областях",2826.7,0.0,Малые предприятия,194,252324.0,251160.0,88764.0,97325.0,234017.0,357236.0,100720.0,212920.0,572455.0,806472.0,,,806472.0,-81182.0,100720.0,705752.0,248520.0,217200.0,24473.0,,5971.0,1164.0,720.0,6702.0,203888.0,,1.1224,0.0029,0.0276,2019,71.12,71.0,"Деятельность профессиональная, научная и техническая",720000.0,658588000.0,energetika,,
Звезда-Энергокомплекс,Санкт-Петербург,"ЗВЕЗДА-ЭНЕРГОКОМПЛЕКС, ООО",Санкт-Петербург,"Деятельность в области инженерных изысканий, инженерно-технического проектирования, управления проектами строительства, выполнения строительного контроля и авторского надзора, предоставление технических консультаций в этих областях",2826.7,0.0,Малые предприятия,134,673096.0,884345.0,69735.0,80926.0,398006.0,208256.0,-223601.0,227977.0,445316.0,843322.0,,495917.0,843322.0,-86386.0,-223601.0,1066923.0,591129.0,667765.0,24558.0,55472.0,42255.0,-211249.0,-169558.0,-168994.0,190618.0,22032.0,-3.9994,-0.2868,-0.265,2021,71.12,71.0,"Деятельность профессиональная, научная и техническая",-323601000.0,1023187000.0,energetika,,
Каракан инвест,Москва,"КАРАКАН ИНВЕСТ, ООО",Москва,"Торговля оптовая прочими потребительскими товарами, не включенными в другие группировки",24646.3,,Малые предприятия,84,782928.0,534426.0,1809.0,15330.0,2064275.0,313.0,705950.0,93797.0,96595.0,2160870.0,1365988.0,8563.0,2160870.0,30535.0,705950.0,1454920.0,235193.0,143276.0,247.0,207567.0,115256.0,248502.0,249355.0,-50942.0,205689.0,107509.0,-0.442,1.0602,-0.4928,2018,46.49.49,46.0,Торговля оптовая и розничная; ремонт автотранспортных средств и мотоциклов,88104000.0,88891000.0,energetika,,
Каракан инвест,Москва,"КАРАКАН ИНВЕСТ, ООО",Москва,"Торговля оптовая прочими потребительскими товарами, не включенными в другие группировки",24646.3,,Малые предприятия,,,,3564.0,46640.0,1800247.0,478.0,564749.0,50297.0,51393.0,1851640.0,1238088.0,10516.0,1851640.0,21347.0,564749.0,1286891.0,197505.0,119714.0,962.0,163084.0,84110.0,-8498.0,-5030.0,-118894.0,134102.0,91352.0,-1.4136,-0.0255,-0.4367,2015,46.49.49,46.0,Торговля оптовая и розничная; ремонт автотранспортных средств и мотоциклов,,,energetika,FlexNet Manager,ITSM - Системы управления IT-службой
Каракан инвест,Москва,"КАРАКАН ИНВЕСТ, ООО",Москва,"Торговля оптовая прочими потребительскими товарами, не включенными в другие группировки",24646.3,,Малые предприятия,74,560065.0,570494.0,831.0,779.0,2295511.0,283.0,640753.0,46766.0,48157.0,2343668.0,1454988.0,130777.0,2343668.0,22271.0,640753.0,1702915.0,206159.0,120596.0,,196932.0,122213.0,-10429.0,-13494.0,-236300.0,228722.0,,-1.9335,-0.0655,-0.5402,2020,46.49.49,46.0,Торговля оптовая и розничная; ремонт автотранспортных средств и мотоциклов,22907000.0,180347000.0,energetika,,
Каракан инвест,Москва,"КАРАКАН ИНВЕСТ, ООО",Москва,"Торговля оптовая прочими потребительскими товарами, не включенными в другие группировки",24646.3,,Малые предприятия,,,,2737.0,35045.0,1985987.0,699.0,622488.0,13678.0,15172.0,2001159.0,1318088.0,8273.0,2001159.0,-28108.0,622488.0,1378671.0,191171.0,111570.0,277.0,157614.0,88933.0,7172.0,7738.0,-158197.0,155258.0,91175.0,-1.7788,0.0405,-0.4095,2016,46.49.49,46.0,Торговля оптовая и розничная; ремонт автотранспортных средств и мотоциклов,,,energetika,,
Каракан инвест,Москва,"КАРАКАН ИНВЕСТ, ООО",Москва,"Торговля оптовая прочими потребительскими товарами, не включенными в другие группировки",24646.3,,Малые предприятия,,,,3747.0,56663.0,1804524.0,232.0,569779.0,93563.0,151519.0,1956043.0,1238088.0,72758.0,1956043.0,25833.0,569779.0,1386264.0,208110.0,113625.0,868.0,132296.0,83565.0,18466.0,11458.0,-73783.0,90556.0,72505.0,-0.8829,0.0551,-0.1859,2014,46.49.49,46.0,Торговля оптовая и розничная; ремонт автотранспортных средств и мотоциклов,,,energetika,,
Каракан инвест,Москва,"КАРАКАН ИНВЕСТ, ООО",Москва,"Торговля оптовая прочими потребительскими товарами, не включенными в другие группировки",24646.3,,Малые предприятия,76,601532.0,527912.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,46.49.49,46.0,Торговля оптовая и розничная; ремонт автотранспортных средств и мотоциклов,,,energetika,,
