Компания,Город,name,region.y,industry,claims_amount,proceedings_amount,size_cat,employees,income,expenses,intangibles,fixed_assets,noncurrent_assets,inventory,net_assets,receivables,current_assets,assets,lt_debt,st_debt,passive,nwc,equity,total_debt,sales,cgs,commercial,admin_expenses,interest_paid,ebt,eat,ebit,labor_costs,interest_payment,interest_coverage,net_profit_margin,ros,year,code_okved,firts_number_okved,okved_name,retained_earnings,short_term_liab,ind,Продукт,Технология
Экопэт (ЕkoРet),Калининград,"ЭКОПЭТ, АО",Калининградская область,Производство пластмасс и синтетических смол в первичных формах,,,Средние предприятия,,,,,3255746.0,3266051.0,885902.0,-5166188.0,523486.0,1424681.0,4690732.0,3522673.0,4637893.0,4690732.0,-230373.0,-5166188.0,9856926.0,7263650.0,7547538.0,357192.0,118167.0,418769.0,-1840327.0,-1838289.0,-1421558.0,162075.0,363446.0,-3.3946,-0.2531,-0.1045,2013,20.16,20.0,Обрабатывающие производства,,,himicheskaya_promyshlennost,,
Экопэт (ЕkoРet),Калининград,"ЭКОПЭТ, АО",Калининградская область,Производство пластмасс и синтетических смол в первичных формах,,,Средние предприятия,289.0,1605945.0,1715513.0,248.0,1461670.0,3433420.0,189377.0,-637967.0,333834.0,614876.0,4048296.0,4000359.0,510812.0,4048296.0,496539.0,-637967.0,4686273.0,1347464.0,875147.0,,190556.0,10286.0,-109568.0,-89546.0,-123137.0,303654.0,1414269.0,-11.9713,-0.0665,0.2091,2020,20.16,20.0,Обрабатывающие производства,-9144936000.0,660420000.0,himicheskaya_promyshlennost,Электронный архив Этлас,СЭД
Экопэт (ЕkoРet),Калининград,"ЭКОПЭТ, АО",Калининградская область,Производство пластмасс и синтетических смол в первичных формах,,,Средние предприятия,298.0,1431739.0,1178685.0,182.0,1424349.0,3355615.0,237607.0,-440634.0,264020.0,595882.0,3951497.0,3683055.0,522446.0,3951497.0,449643.0,-440634.0,4392131.0,1412739.0,943375.0,,163424.0,41399.0,253054.0,197343.0,286815.0,325669.0,,6.9281,0.1397,0.2166,2021,20.16,20.0,Обрабатывающие производства,-8947593000.0,679829000.0,himicheskaya_promyshlennost,1С:ERP Управление предприятием 2,"ERP,SaaS"
Экопэт (ЕkoРet),Калининград,"ЭКОПЭТ, АО",Калининградская область,Производство пластмасс и синтетических смол в первичных формах,,,Средние предприятия,,,,,2408236.0,3548558.0,79315.0,-10575261.0,149201.0,231743.0,3780301.0,8224990.0,5678930.0,3780301.0,-186370.0,-10575261.0,14355577.0,395813.0,742192.0,,75265.0,658379.0,-2586300.0,-2328604.0,-1927935.0,152122.0,32792.0,-2.9283,-5.8831,-1.0653,2015,20.16,20.0,Обрабатывающие производства,,,himicheskaya_promyshlennost,,
Выбери Радио,Москва,"ВЫБЕРИ РАДИО, ООО",Москва,Деятельность рекламных агентств,,,Средние предприятия,,,,77.0,8192.0,1020401.0,2796.0,268425.0,153763.0,190896.0,1211297.0,690000.0,3515.0,1211297.0,-51039.0,268425.0,942872.0,869341.0,537303.0,97444.0,,106306.0,112085.0,74233.0,214260.0,274096.0,104124.0,2.0155,0.0854,0.2699,2015,73.11,73.0,"Деятельность профессиональная, научная и техническая",,,industriya_razvlecheniy,,
Выбери Радио,Москва,"ВЫБЕРИ РАДИО, ООО",Москва,Деятельность рекламных агентств,,,Средние предприятия,237,1687860.0,1442683.0,2474.0,119648.0,1462595.0,3570.0,1201020.0,275695.0,426439.0,1889034.0,,80592.0,1889034.0,-50794.0,1201020.0,688014.0,1663061.0,857464.0,188807.0,314511.0,35883.0,245177.0,181366.0,270624.0,416687.0,24805.0,7.5418,0.1091,0.1818,2023,73.11,73.0,"Деятельность профессиональная, научная и техническая",1171852000.0,571494000.0,industriya_razvlecheniy,,
Выбери Радио,Москва,"ВЫБЕРИ РАДИО, ООО",Москва,Деятельность рекламных агентств,,,Средние предприятия,488,1371826.0,1092681.0,28.0,17273.0,1356267.0,1050.0,773648.0,151786.0,195300.0,1551567.0,283692.0,202860.0,1551567.0,-86794.0,773648.0,777919.0,1271519.0,731392.0,132780.0,133985.0,59664.0,279145.0,224203.0,262893.0,436125.0,57897.0,4.4062,0.1763,0.215,2019,73.11,73.0,"Деятельность профессиональная, научная и техническая",744480000.0,492562000.0,industriya_razvlecheniy,ESET NOD32 Business Edition,"ИБ - Антивирусы,ИБ - Антиспам,ИБ - Межсетевые экраны"
Выбери Радио,Москва,"ВЫБЕРИ РАДИО, ООО",Москва,Деятельность рекламных агентств,,,Средние предприятия,25,1991597.0,1900914.0,17.0,11486.0,1335017.0,1558.0,842284.0,207936.0,243332.0,1578349.0,393692.0,92860.0,1578349.0,6546.0,842284.0,736065.0,944770.0,608449.0,87038.0,114060.0,41315.0,90683.0,68636.0,130748.0,350726.0,30397.0,3.1647,0.0726,0.1431,2020,73.11,73.0,"Деятельность профессиональная, научная и техническая",813116000.0,336491000.0,industriya_razvlecheniy,,
Выбери Радио,Москва,"ВЫБЕРИ РАДИО, ООО",Москва,Деятельность рекламных агентств,,,Средние предприятия,,,,64.0,8636.0,1063906.0,4781.0,376169.0,132256.0,175349.0,1239255.0,289985.0,274610.0,1239255.0,-103816.0,376168.0,863086.0,937433.0,580598.0,98886.0,,82910.0,158541.0,114738.0,241112.0,335345.0,80683.0,2.9081,0.1224,0.2752,2016,73.11,73.0,"Деятельность профессиональная, научная и техническая",,,industriya_razvlecheniy,,
Выбери Радио,Москва,"ВЫБЕРИ РАДИО, ООО",Москва,Деятельность рекламных агентств,,,Средние предприятия,,,,88.0,10542.0,1024587.0,1296.0,178973.0,194238.0,243224.0,1267811.0,872860.0,300.0,1267811.0,4694.0,178973.0,1088838.0,879625.0,610447.0,,,73960.0,185811.0,134279.0,256869.0,281727.0,72687.0,3.4731,0.1527,0.306,2014,73.11,73.0,"Деятельность профессиональная, научная и техническая",,,industriya_razvlecheniy,,
Выбери Радио,Москва,"ВЫБЕРИ РАДИО, ООО",Москва,Деятельность рекламных агентств,,,Средние предприятия,430,1069367.0,890420.0,40.0,18429.0,1366755.0,1496.0,587109.0,132615.0,185747.0,1552502.0,457367.0,215860.0,1552502.0,-95393.0,587110.0,965393.0,1004886.0,498951.0,120802.0,127717.0,72191.0,178947.0,133128.0,248753.0,379965.0,68355.0,3.4458,0.1325,0.2562,2018,73.11,73.0,"Деятельность профессиональная, научная и техническая",557943000.0,506544000.0,industriya_razvlecheniy,,
Выбери Радио,Москва,"ВЫБЕРИ РАДИО, ООО",Москва,Деятельность рекламных агентств,,,Средние предприятия,,,,100.0,12659.0,16227.0,1145.0,44693.0,238819.0,267819.0,284046.0,3045.0,960.0,284046.0,37984.0,44694.0,239353.0,813479.0,580453.0,,,,216112.0,163613.0,216112.0,263492.0,,,0.2011,0.2865,2013,73.11,73.0,"Деятельность профессиональная, научная и техническая",,,industriya_razvlecheniy,,
Выбери Радио,Москва,"ВЫБЕРИ РАДИО, ООО",Москва,Деятельность рекламных агентств,,,Средние предприятия,227,1193469.0,1064606.0,60.0,16592.0,1335989.0,2234.0,934205.0,215525.0,250160.0,1586149.0,258692.0,137860.0,1586149.0,9107.0,934205.0,651944.0,1160812.0,659626.0,132050.0,171864.0,41530.0,128863.0,91921.0,168138.0,261872.0,40942.0,4.0486,0.0792,0.1699,2021,73.11,73.0,"Деятельность профессиональная, научная и техническая",905037000.0,384471000.0,industriya_razvlecheniy,,
Выбери Радио,Москва,"ВЫБЕРИ РАДИО, ООО",Москва,Деятельность рекламных агентств,,,Средние предприятия,460,1097449.0,854203.0,52.0,9322.0,1053289.0,2135.0,475049.0,287522.0,344767.0,1398056.0,382540.0,262860.0,1398056.0,85295.0,475048.0,923007.0,1041920.0,643395.0,94575.0,,71899.0,243246.0,185880.0,288930.0,377147.0,68326.0,4.0186,0.1784,0.2917,2017,73.11,73.0,"Деятельность профессиональная, научная и техническая",,,industriya_razvlecheniy,,
Выбери Радио,Москва,"ВЫБЕРИ РАДИО, ООО",Москва,Деятельность рекламных агентств,,,Средние предприятия,218,1249640.0,1125705.0,1817.0,129193.0,1477189.0,2336.0,1019654.0,263223.0,285839.0,1763028.0,85740.0,164400.0,1763028.0,-64606.0,1019654.0,743374.0,1221937.0,660674.0,146090.0,206899.0,62133.0,123935.0,86056.0,180981.0,263726.0,49301.0,2.9128,0.0704,0.1704,2022,73.11,73.0,"Деятельность профессиональная, научная и техническая",990486000.0,527009000.0,industriya_razvlecheniy,,
Олимпик Стар,Москва,"ОЛИМПИК СТАР, ООО",Москва,Деятельность фитнес-центров,,,Малые предприятия,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,93.13,93.0,"Деятельность в области культуры, спорта, организации досуга и развлечений",,,industriya_razvlecheniy,,
Олимпик Стар,Москва,"ОЛИМПИК СТАР, ООО",Москва,Деятельность фитнес-центров,,,Малые предприятия,61,95453.0,131102.0,,274283.0,355271.0,12089.0,-28779.0,56919.0,115585.0,470856.0,,368919.0,470856.0,-52202.0,-28779.0,499635.0,95317.0,83272.0,14130.0,22029.0,9302.0,-35649.0,-28789.0,-26465.0,64233.0,,-2.8451,-0.302,-0.253,2019,93.13,93.0,"Деятельность в области культуры, спорта, организации досуга и развлечений",-28789000.0,498988000.0,industriya_razvlecheniy,EliteBoard ЖК-дисплеи для видеостен,Аудиовизуальные системы
Олимпик Стар,Москва,"ОЛИМПИК СТАР, ООО",Москва,Деятельность фитнес-центров,,,Малые предприятия,68,208068.0,279772.0,,59570.0,102850.0,3335.0,-171551.0,510671.0,522905.0,625755.0,,622084.0,625755.0,353685.0,-171551.0,797306.0,207581.0,162163.0,24152.0,33721.0,55596.0,-71704.0,-57663.0,-16128.0,105868.0,2026.0,-0.2901,-0.2778,-0.06,2021,93.13,93.0,"Деятельность в области культуры, спорта, организации досуга и развлечений",-171561000.0,797306000.0,industriya_razvlecheniy,,
Олимпик Стар,Москва,"ОЛИМПИК СТАР, ООО",Москва,Деятельность фитнес-центров,,,Малые предприятия,78,259547.0,363100.0,,812524.0,814152.0,2789.0,634687.0,11874.0,27343.0,841495.0,,,841495.0,-146688.0,634687.0,206808.0,256986.0,228550.0,38673.0,34364.0,42983.0,-103553.0,-87697.0,-61748.0,133154.0,156924.0,-1.4366,-0.3413,-0.1736,2022,93.13,93.0,"Деятельность в области культуры, спорта, организации досуга и развлечений",44667000.0,181160000.0,industriya_razvlecheniy,,
Олимпик Стар,Москва,"ОЛИМПИК СТАР, ООО",Москва,Деятельность фитнес-центров,43386662.0,,Малые предприятия,75,303181.0,338337.0,,770215.0,771627.0,3234.0,605298.0,10619.0,37520.0,809147.0,,,809147.0,-138224.0,605298.0,203849.0,298021.0,264758.0,36395.0,25920.0,,-35156.0,-29389.0,-37180.0,148687.0,,,-0.0986,-0.0975,2023,93.13,93.0,"Деятельность в области культуры, спорта, организации досуга и развлечений",15278000.0,183968000.0,industriya_razvlecheniy,,
Олимпик Стар,Москва,"ОЛИМПИК СТАР, ООО",Москва,Деятельность фитнес-центров,,,Малые предприятия,66,111858.0,217669.0,,464149.0,494890.0,19932.0,-113888.0,90522.0,163962.0,658852.0,,570988.0,658852.0,-69379.0,-113888.0,772740.0,110638.0,122428.0,14145.0,25813.0,51967.0,-105811.0,-85109.0,-53869.0,84641.0,898.0,-1.0366,-0.7693,-0.4677,2020,93.13,93.0,"Деятельность в области культуры, спорта, организации досуга и развлечений",-113898000.0,772740000.0,industriya_razvlecheniy,,
1С Акционерное общество,Москва,"1С, ЗАО",Москва,Аренда и управление собственным или арендованным недвижимым имуществом,,,Малые предприятия,32.0,880564.0,381824.0,1.0,1401464.0,2034523.0,981.0,2367902.0,86376.0,420839.0,2455362.0,,15701.0,2455362.0,344029.0,2367901.0,87460.0,381632.0,236267.0,,63054.0,1724.0,498740.0,478663.0,56908.0,30514.0,655.0,33.0093,1.2543,0.2157,2018,68.2,68.0,Деятельность по операциям с недвижимым имуществом,,,informacionnye_tehnologii,,
1С Акционерное общество,Москва,"1С, ЗАО",Москва,Аренда и управление собственным или арендованным недвижимым имуществом,,,Малые предприятия,30.0,14358821.0,5163493.0,1.0,1272124.0,6567831.0,568.0,7684957.0,228715.0,1634403.0,8202234.0,,405366.0,8202234.0,1552917.0,7684958.0,517277.0,515700.0,349398.0,72.0,59735.0,730.0,9195328.0,9186200.0,43718.0,31869.0,2131.0,59.8877,17.8131,0.2065,2021,68.2,68.0,Деятельность по операциям с недвижимым имуществом,,,informacionnye_tehnologii,,
1С Акционерное общество,Москва,"1С, ЗАО",Москва,Аренда и управление собственным или арендованным недвижимым имуществом,,,Малые предприятия,36.0,1775709.0,818262.0,1.0,1326379.0,6949347.0,46236.0,2698757.0,54459.0,105218.0,7054565.0,,2013766.0,7054565.0,-2205409.0,2698757.0,4355808.0,363461.0,200115.0,,60169.0,37363.0,957447.0,916223.0,23457.0,29334.0,36266.0,0.6278,2.5208,0.2839,2020,68.2,68.0,Деятельность по операциям с недвижимым имуществом,,,informacionnye_tehnologii,,
1С Акционерное общество,Москва,"1С, ЗАО",Москва,Аренда и управление собственным или арендованным недвижимым имуществом,,,Малые предприятия,28.0,9856531.0,6546634.0,1.0,1357470.0,7096720.0,497.0,10463154.0,179817.0,3620655.0,10717375.0,,1050.0,10717375.0,3251647.0,10463154.0,254221.0,350944.0,199207.0,,68403.0,7151.0,3309897.0,3235174.0,-1475791.0,33803.0,,-206.3755,9.2185,0.2375,2022,68.2,68.0,Деятельность по операциям с недвижимым имуществом,,,informacionnye_tehnologii,,
1С Акционерное общество,Москва,"1С, АО",Москва,Аренда и управление собственным или арендованным недвижимым имуществом,,,Малые предприятия,29.0,31382307.0,10243673.0,1.0,1521396.0,27255729.0,2316.0,26130437.0,1682768.0,4282390.0,31538118.0,,,31538118.0,3648647.0,26130438.0,5407681.0,358398.0,221292.0,,81727.0,17311.0,21138634.0,16093951.0,20823634.0,36829.0,,1202.9134,44.9052,0.1545,2023,,,,26130188000.0,45456000.0,informacionnye_tehnologii,,
1С Акционерное общество,Москва,"1С, ЗАО",Москва,Аренда и управление собственным или арендованным недвижимым имуществом,,,Малые предприятия,36.0,1081725.0,754637.0,1.0,1359640.0,1992499.0,1039.0,2237083.0,62027.0,319922.0,2312421.0,,10670.0,2312421.0,250124.0,2237083.0,75338.0,395426.0,246779.0,,65173.0,4350.0,327088.0,323731.0,-42002.0,25416.0,5596.0,-9.6556,0.8187,0.2111,2019,68.2,68.0,Деятельность по операциям с недвижимым имуществом,,,informacionnye_tehnologii,,
Автелком (Avtelcom),Москва,"АВТЕЛКОМ, ООО",Москва,"Торговля оптовая производственным электротехническим оборудованием, машинами, аппаратурой и материалами",,1500.0,Малые предприятия,49.0,294004.0,367927.0,294.0,27027.0,67528.0,22122.0,16037.0,204378.0,252585.0,320113.0,,261984.0,320113.0,191649.0,16036.0,304076.0,289144.0,233631.0,38822.0,52384.0,31540.0,-73923.0,-63662.0,-42415.0,76024.0,9200.0,-1.3448,-0.2202,-0.1234,2018,46.69.5,46.0,Торговля оптовая и розничная; ремонт автотранспортных средств и мотоциклов,-83964000.0,300590000.0,informacionnye_tehnologii,,
Автелком (Avtelcom),Москва,"АВТЕЛКОМ, ООО",Москва,"Торговля оптовая производственным электротехническим оборудованием, машинами, аппаратурой и материалами",,1500.0,Малые предприятия,52.0,1400875.0,1396945.0,235.0,17392.0,55478.0,24841.0,16563.0,721721.0,788045.0,843523.0,,489681.0,843523.0,437522.0,16563.0,826960.0,1397110.0,1207782.0,45422.0,59824.0,56867.0,3930.0,527.0,60797.0,78870.0,27318.0,1.0691,0.0004,0.0602,2019,46.69.5,46.0,Торговля оптовая и розничная; ремонт автотранспортных средств и мотоциклов,-83437000.0,823396000.0,informacionnye_tehnologii,,
Автелком (Avtelcom),Москва,"АВТЕЛКОМ, ООО",Москва,"Торговля оптовая производственным электротехническим оборудованием, машинами, аппаратурой и материалами",,1500.0,Малые предприятия,48.0,314220.0,312748.0,118.0,6269.0,40723.0,193004.0,18635.0,110298.0,312273.0,352996.0,141239.0,11719.0,352996.0,131763.0,18634.0,334361.0,268334.0,174236.0,2870.0,69523.0,10106.0,1472.0,1141.0,11296.0,,,1.1178,0.0043,0.0809,2021,46.69.5,46.0,Торговля оптовая и розничная; ремонт автотранспортных средств и мотоциклов,1141000.0,192643000.0,informacionnye_tehnologii,,
Автелком (Avtelcom),Москва,"АВТЕЛКОМ, ООО",Москва,"Торговля оптовая производственным электротехническим оборудованием, машинами, аппаратурой и материалами",,1500.0,Малые предприятия,,,,387.0,43362.0,44475.0,24673.0,511573.0,2531780.0,2636632.0,2681107.0,815184.0,565497.0,2681107.0,1845586.0,511572.0,2169534.0,3579474.0,2712713.0,36176.0,161669.0,123526.0,178168.0,132185.0,301531.0,137792.0,23520.0,2.441,0.0369,0.1869,2014,46.69.5,46.0,Торговля оптовая и розничная; ремонт автотранспортных средств и мотоциклов,,,informacionnye_tehnologii,,
Автелком (Avtelcom),Москва,"АВТЕЛКОМ, ООО",Москва,"Торговля оптовая производственным электротехническим оборудованием, машинами, аппаратурой и материалами",,1500.0,Малые предприятия,,,,368.0,91482.0,132644.0,21665.0,341416.0,1590252.0,1822456.0,1955099.0,1165394.0,296541.0,1955099.0,1668241.0,341416.0,1613683.0,2181026.0,1612470.0,169531.0,105295.0,199032.0,-209703.0,-170156.0,-12733.0,163888.0,246517.0,-0.064,-0.078,0.1347,2015,46.69.5,46.0,Торговля оптовая и розничная; ремонт автотранспортных средств и мотоциклов,,,informacionnye_tehnologii,"ELMA BPM Suite,ELMA CRM+","BPM,SaaS,CRM"
Автелком (Avtelcom),Москва,"АВТЕЛКОМ, ООО",Москва,"Строительство прочих инженерных сооружений, не включенных в другие группировки",,,Малые предприятия,62.0,552320.0,549485.0,52.0,11689.0,46777.0,285588.0,123420.0,358190.0,656007.0,702784.0,195301.0,106118.0,702784.0,384312.0,123420.0,579364.0,551775.0,477107.0,,33499.0,31881.0,2835.0,2103.0,34514.0,114698.0,,1.0826,0.0038,0.0746,2023,46.69.5,46.0,Торговля оптовая и розничная; ремонт автотранспортных средств и мотоциклов,4927000.0,379131000.0,informacionnye_tehnologii,,
Автелком (Avtelcom),Москва,"АВТЕЛКОМ, ООО",Москва,"Торговля оптовая производственным электротехническим оборудованием, машинами, аппаратурой и материалами",,1500.0,Малые предприятия,,,,291.0,68286.0,75538.0,25402.0,168181.0,1381155.0,1443587.0,1519125.0,,1219370.0,1519125.0,1299247.0,168182.0,1350944.0,1236970.0,919556.0,122427.0,69449.0,138136.0,165470.0,130031.0,301204.0,109666.0,199116.0,2.1805,0.1051,0.1015,2016,46.69.5,46.0,Торговля оптовая и розничная; ремонт автотранспортных средств и мотоциклов,,,informacionnye_tehnologii,,
Автелком (Avtelcom),Москва,"АВТЕЛКОМ, ООО",Москва,"Торговля оптовая производственным электротехническим оборудованием, машинами, аппаратурой и материалами",,1500.0,Малые предприятия,64.0,274613.0,269385.0,,19320.0,53620.0,276104.0,121317.0,105233.0,396285.0,449905.0,51970.0,103831.0,449905.0,226966.0,121317.0,328587.0,272665.0,243218.0,,,17037.0,5228.0,1683.0,17037.0,,,1.0,0.0062,0.108,2022,46.69.5,46.0,Торговля оптовая и розничная; ремонт автотранспортных средств и мотоциклов,,273150000.0,informacionnye_tehnologii,,
Автелком (Avtelcom),Москва,"АВТЕЛКОМ, ООО",Москва,"Торговля оптовая производственным электротехническим оборудованием, машинами, аппаратурой и материалами",,1500.0,Малые предприятия,58.0,738279.0,847035.0,242.0,31075.0,58018.0,21470.0,78370.0,311001.0,386116.0,444134.0,,230170.0,444134.0,230853.0,78370.0,365764.0,643754.0,511436.0,71648.0,52703.0,111713.0,-108756.0,-89812.0,1243.0,90380.0,137383.0,0.0111,-0.1395,0.0124,2017,46.69.5,46.0,Торговля оптовая и розничная; ремонт автотранспортных средств и мотоциклов,,,informacionnye_tehnologii,,
Автелком (Avtelcom),Москва,"АВТЕЛКОМ, ООО",Москва,"Торговля оптовая производственным электротехническим оборудованием, машинами, аппаратурой и материалами",,1500.0,Малые предприятия,,,,436.0,31764.0,32543.0,11319.0,379387.0,1163727.0,1190192.0,1222735.0,,449722.0,1222735.0,795716.0,379387.0,843348.0,2521599.0,2117157.0,27907.0,84241.0,21935.0,257401.0,202847.0,279276.0,60713.0,15909.0,12.732,0.0804,0.1159,2013,46.69.5,46.0,Торговля оптовая и розничная; ремонт автотранспортных средств и мотоциклов,,,informacionnye_tehnologii,,
Автелком (Avtelcom),Москва,"АВТЕЛКОМ, ООО",Москва,"Торговля оптовая производственным электротехническим оборудованием, машинами, аппаратурой и материалами",,1500.0,Малые предприятия,38.0,197160.0,196081.0,177.0,8008.0,42819.0,168304.0,17493.0,98806.0,288445.0,331264.0,,255106.0,331264.0,223149.0,17493.0,313771.0,180203.0,78709.0,23783.0,46072.0,19446.0,1529.0,930.0,20920.0,61745.0,45710.0,1.0758,0.0052,0.1756,2020,46.69.5,46.0,Торговля оптовая и розничная; ремонт автотранспортных средств и мотоциклов,-82507000.0,312980000.0,informacionnye_tehnologii,,
АйТи,Москва,"АЙТИ, АО",Москва,"Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая",,,Малые предприятия,112.0,2792519.0,2708005.0,498010.0,83051.0,593217.0,1913424.0,689572.0,1201397.0,3606419.0,4199636.0,1260863.0,1306169.0,4199636.0,2242081.0,689572.0,3510064.0,2299389.0,2093444.0,27021.0,67155.0,237693.0,84514.0,63020.0,294352.0,99243.0,223416.0,1.2384,0.0274,0.0486,2018,62.09,62.0,Деятельность в области информации и связи,672658000.0,2181603000.0,informacionnye_tehnologii,,
АйТи,Москва,"АЙТИ, АО",Москва,"Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая",,,Малые предприятия,97.0,1295135.0,1288611.0,378779.0,9652.0,707779.0,1866633.0,667340.0,1010255.0,2885931.0,3593710.0,1178754.0,683408.0,3593710.0,1880698.0,667340.0,2926370.0,626663.0,556384.0,3277.0,40999.0,99594.0,6524.0,2666.0,97048.0,119535.0,113352.0,0.9744,0.0043,0.0415,2020,62.09,62.0,Деятельность в области информации и связи,650426000.0,1680022000.0,informacionnye_tehnologii,,
АйТи,Москва,"АЙТИ, АО",Москва,"Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая",,,Малые предприятия,50.0,646616.0,644479.0,309885.0,8897.0,849097.0,1383113.0,623643.0,849424.0,2265825.0,3114922.0,1243374.0,440206.0,3114922.0,1519914.0,623643.0,2491279.0,480766.0,449971.0,1815.0,27701.0,120943.0,2137.0,426.0,121056.0,106872.0,109428.0,1.0009,0.0009,0.0027,2022,62.09,62.0,Деятельность в области информации и связи,186729000.0,1180311000.0,informacionnye_tehnologii,,
АйТи,Москва,"АЙТИ, АО",Москва,"Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая",,,Малые предприятия,,,,696562.0,5300.0,982719.0,2750549.0,649169.0,892470.0,3730027.0,4712747.0,65794.0,2012397.0,4712747.0,1701185.0,649168.0,4063578.0,3762545.0,3196136.0,23028.0,113748.0,306538.0,124178.0,95335.0,425672.0,172142.0,293539.0,1.3886,0.0253,0.1142,2015,62.09,62.0,Деятельность в области информации и связи,,,informacionnye_tehnologii,,
АйТи,Москва,"АЙТИ, АО",Москва,"Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая",,,Малые предприятия,,,,909636.0,12465.0,1076738.0,2012184.0,553834.0,991974.0,3068579.0,4145317.0,109317.0,1771301.0,4145317.0,1329403.0,553834.0,3591483.0,3460105.0,2727393.0,25346.0,133138.0,218252.0,167213.0,91195.0,380523.0,220611.0,202387.0,1.7435,0.0264,0.166,2014,62.09,62.0,Деятельность в области информации и связи,,,informacionnye_tehnologii,,
АйТи,Москва,"АЙТИ, АО",Москва,"Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая",,,Малые предприятия,66.0,2619958.0,2587381.0,473750.0,42227.0,805566.0,1779541.0,664674.0,1049732.0,2976174.0,3781740.0,1465074.0,694686.0,3781740.0,1939671.0,664674.0,3117066.0,1310174.0,1129724.0,23829.0,63097.0,178468.0,32577.0,25196.0,193245.0,59166.0,142636.0,1.0828,0.0192,0.0714,2019,62.09,62.0,Деятельность в области информации и связи,647760000.0,1584396000.0,informacionnye_tehnologii,ВидеоМост (VideoMost) ВКС,"SaaS,Видеоконференцсвязь"
АйТи,Москва,"АЙТИ, АО",Москва,"Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая",,,Малые предприятия,,,,766335.0,42002.0,820036.0,2795047.0,623274.0,966659.0,3862122.0,4682158.0,1149796.0,1414775.0,4682158.0,2381590.0,623274.0,4058884.0,2814413.0,2217009.0,27384.0,106598.0,341749.0,106944.0,34106.0,436826.0,173418.0,306239.0,1.2782,0.0121,0.1647,2016,62.09,62.0,Деятельность в области информации и связи,,,informacionnye_tehnologii,БОСС-Кадровик,"HRM,SaaS"
АйТи,Москва,"АЙТИ, АО",Москва,"Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая",,,Малые предприятия,76.0,571490.0,567728.0,344274.0,525.0,755297.0,1376509.0,605923.0,1089697.0,2509330.0,3264627.0,1335748.0,502669.0,3264627.0,1714250.0,605923.0,2658704.0,364200.0,330162.0,566.0,31809.0,94950.0,3762.0,871.0,95773.0,115279.0,57120.0,1.0087,0.0024,0.0046,2021,62.09,62.0,Деятельность в области информации и связи,169009000.0,1255362000.0,informacionnye_tehnologii,,
АйТи,Москва,"АЙТИ, АО",Москва,"Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая",,,Малые предприятия,207.0,3453536.0,3404887.0,626056.0,32234.0,670272.0,2786448.0,656552.0,1009450.0,4023357.0,4693629.0,1118076.0,1501343.0,4693629.0,2457858.0,656552.0,4037077.0,2080213.0,1663670.0,23660.0,69383.0,297374.0,48649.0,33278.0,333326.0,87344.0,243920.0,1.1209,0.016,0.1555,2017,62.09,62.0,Деятельность в области информации и связи,,,informacionnye_tehnologii,,
АйТи,Москва,"АЙТИ, АО",Москва,"Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая",,,Малые предприятия,52.0,558177.0,572357.0,275882.0,406.0,786675.0,1330899.0,627259.0,812608.0,2154541.0,2941216.0,1527250.0,19512.0,2941216.0,1454101.0,627259.0,2313957.0,280239.0,321751.0,300.0,37976.0,136956.0,-14180.0,3616.0,-2320.0,85342.0,132925.0,-0.0169,0.0129,-0.2847,2023,62.09,62.0,Деятельность в области информации и связи,190345000.0,719276000.0,informacionnye_tehnologii,,
АйТи,Москва,"АЙТИ, АО",Москва,"Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая",,,Малые предприятия,,,,370990.0,20540.0,479715.0,1589218.0,469024.0,969048.0,2611973.0,3091688.0,132295.0,1365917.0,3091687.0,1453235.0,469023.0,2629048.0,3725612.0,3216738.0,44113.0,158521.0,179623.0,137700.0,99418.0,309748.0,260481.0,163892.0,1.7244,0.0267,0.0822,2013,62.09,62.0,Деятельность в области информации и связи,,,informacionnye_tehnologii,,
Делетрон (Deletron),Москва,"ДЕЛЕТРОН, ООО",Москва,Деятельность систем обеспечения безопасности,,,Малые предприятия,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,80.2,80.0,Деятельность административная и сопутствующие дополнительные услуги,,,informacionnye_tehnologii,,
