Кондитерская фабрика Пермская,Пермь,Sevco WMS,WMS,2013
Юбиай Ресторантс,Москва,1С:Управляющий 8,Учетные системы,2015
Фабрика-Кухня,Москва,1С:ERP Управление предприятием 2,"ERP,SaaS - Программное обеспечение как услуга",2022
Уфимский хлеб,Уфа,"Лексема (Lexema),Контур.Диадок","ERP,СЭД",2017
ГолденМит,Москва,Cloud4Y IaaS,IaaS - Инфраструктура как услуга,2021
СладПром,Самара,1С:ERP Управление предприятием 2,"ERP,SaaS - Программное обеспечение как услуга",2020
Севрос,Мурманск,ВидеоМост (VideoMost) ВКС,"SaaS - Программное обеспечение как услуга,Видеоконференцсвязь",2018
Сыктывкарский молочный завод,Сыктывкар,Directum RX,"BPM,HRM,SaaS - Программное обеспечение как услуга,СЭД",2022
СтандартЪ,Нижний Новгород,1С:CRM КОРП,CRM,2013
Мартин-Байкал,Иркутск,1С:Комплексная автоматизация торговли алкогольной продукцией 8,Учетные системы,2013
Новгородхлеб,Великий Новгород,1С:Автоматизированное обновление измененных конфигураций,Учетные системы,2023
Астрейд,Москва,ВидеоМост (VideoMost) ВКС,"SaaS - Программное обеспечение как услуга,Видеоконференцсвязь",2020
Атриум Инновейшенс Рус (Atrium Innovations Rus),Москва,"1С:Бухгалтерия ПРОФ,CitiDirect Online Banking Express Интеграция интернет-банка и 1С,1С:Бухгалтерия КОРП","SaaS - Программное обеспечение как услуга,Учетные системы,СЭД",2017
Курскпродукт,Курск,Энфорт@Видеонаблюдение,Системы видеонаблюдения,2016
Корс,Красноярск,1С:Розница,"Системы автоматизации торговли,Учетные системы",2013
Ярославский завод напитков,Ярославль,"ПТК КРУГ-2000,DevLink-C1000 Промышленные контроллеры,SCADA КРУГ-2000","SCADA,АСКУЭ,АСУ ТП",2016
Елизавета +,Смоленск,1С:ERP Управление предприятием 2,"ERP,SaaS - Программное обеспечение как услуга",2019
ТИКОмпани,Москва,1С:CRM КОРП,CRM,2021
Денеб,Махачкала,EME.WMS,WMS,2015
Ейский портовый элеватор,Ейск,1С:ERP Управление предприятием 2,"ERP,SaaS - Программное обеспечение как услуга",2016
Калининградхлеб,Московская область,TrueConf Server,"SaaS - Программное обеспечение как услуга,Видеоконференцсвязь",2016
Самко,Пенза,ABB IRB Промышленные роботы,"Робототехника,Роботы Промышленные",2020
"Сырный дом, Воронеж",Воронеж,Sevco WMS,WMS,2018
ОЖК (Чистогорье),Екатеринбург,1С:ERP Управление предприятием 2,"ERP,SaaS - Программное обеспечение как услуга",2021
Морозофф,Тверь,"Axelot WMS X5,Datareon Platform","WMS,Складская автоматизация,Data Quality - Качество данных,MDM - Master Data Management - Управление основными мастер-данными,СОА",2021
Молочная индустрия,Владимир,ВидеоМост (VideoMost) ВКС,"SaaS - Программное обеспечение как услуга,Видеоконференцсвязь",2020
Биосфера,Ленинградская обл.,Бухта: Складской комплекс (Buhta: WMS),WMS,2015
МСД,Москва,1С:ERP Управление предприятием 2,"ERP,SaaS - Программное обеспечение как услуга",2021
Мир заморозки (Юж),Москва,"Axelot: TMS Управление транспортом и перевозками,Axelot WMS X5,Datareon Platform","SaaS - Программное обеспечение как услуга,TMS - Управление транспортом,WMS,Складская автоматизация,Data Quality - Качество данных,MDM - Master Data Management - Управление основными мастер-данными,СОА",2019
Мафия Вкуса (Mafia di Gusto),Москва,1С-Рарус:Общепит 8,Учетные системы,2016
Компания Эскимос,Томск,1С:ERP Управление предприятием 2,"ERP,SaaS - Программное обеспечение как услуга",2022
Эталон-сервис,Москва,CWMS-3000,"WMS,Логистическая информационная система",2018
Хлебный завод Арнаут,Санкт-Петербург,ВидеоМост (VideoMost) ВКС,"SaaS - Программное обеспечение как услуга,Видеоконференцсвязь",2022
Феретти Рус,Москва,ВидеоМост (VideoMost) ВКС,"SaaS - Программное обеспечение как услуга,Видеоконференцсвязь",2021
"Глоубэл Фудс Групп, Global Foods Group",Москва,1С:ERP Управление предприятием 2,"ERP,SaaS - Программное обеспечение как услуга",2020
Вода Новокурьинская,Екатеринбург,Axelot: TMS Управление транспортом и перевозками,"SaaS - Программное обеспечение как услуга,TMS - Управление транспортом",2021
Сладомир логистик групп,Новосибирск,Alexrovich: Модуль Управление отделом продаж для 1С:Предприятие 8 (CRM Alexrovich),CRM,2021
Слада,Нальчик,"1С:WMS Логистика. Управление складом (Axelot),1С:Управление торговлей 8","SaaS - Программное обеспечение как услуга,WMS,Логистическая информационная система,Системы автоматизации торговли",2015
Арион Групп,Москва,1С:CRM. Модуль для 1С:ERP и 1С:КА2,CRM,2022
Арион Групп,Москва,1С:Предприятие 8. Управление торговлей и взаимоотношениями с клиентами (CRM),CRM,2020
Технологии печати,Москва,Alexrovich: Модуль Управление отделом продаж для 1С:Предприятие 8 (CRM Alexrovich),CRM,2023
Технологии печати,Москва,Konica Minolta AccurioPress C-серия,Офисная техника,2021
МДМпринт,Москва,Konica Minolta AccurioPress C-серия,Офисная техника,2021
МДМ-Флекс,Уфа,1С:УНФ 8. Полиграфия 2,Учетные системы,2020
МДМ-Флекс,Уфа,Konica Minolta и Grafisk Maskinfabrik: AccurioLabel,Офисная техника,2019
"Гуд Принт, типография",Екатеринбург,Konica Minolta bizhub Press C-серия МФУ,Офисная техника,2017
Синержи,Москва,TrueConf Server,"SaaS - Программное обеспечение как услуга,Видеоконференцсвязь",2013
Мелодия,Москва,Sage ERP X3,ERP,2014
"Манн, Иванов и Фербер",Москва,Creatio (ранее bpm’online),"BPM,CRM,SaaS - Программное обеспечение как услуга",2013
Банда умников,Санкт-Петербург,Creatio (ранее bpm’online),"BPM,CRM,SaaS - Программное обеспечение как услуга",2018
Малахит (типография),Екатеринбург,Xerox Iridesse Production Press,Офисная техника,2020
ИПФ Воронеж,Воронеж,TrueConf Server,"SaaS - Программное обеспечение как услуга,Видеоконференцсвязь",2019
Крона,Тверь,1С:ERP Управление предприятием 2,"ERP,SaaS - Программное обеспечение как услуга",2019
"Ситипринт, типография",Москва,HP Indigo Цифровая печатная машина,Офисная техника,2018
Издательский дом Истари Комикс (Тойз Энд Букс),Москва,Directum RX,"BPM,HRM,SaaS - Программное обеспечение как услуга,СЭД",2020
Драйвпринт,Москва,1С:Зарплата и управление персоналом 8,HRM,2016
Вива-Стар,Москва,"1С:Бухгалтерия,1С:Зарплата и управление персоналом 8","Учетные системы,HRM",2015
ИПК Дальпресс,Владивосток,1С:ERP Управление предприятием 2,"ERP,SaaS - Программное обеспечение как услуга",2020
СпецБланк-Москва,Москва,1С:Предприятие 8.0,ERP,2013
Оллфолейблс Рус,Санкт-Петербург,1С:ERP Управление предприятием 2,"ERP,SaaS - Программное обеспечение как услуга",2020
Этикетки24,Москва,Konica Minolta и Grafisk Maskinfabrik: AccurioLabel,Офисная техника,2021
Флексомир-В,Пятигорск,Konica Minolta AccurioJet KM-1,Офисная техника,2022
Пресс-Курьер,Санкт-Петербург,Monitor CRM,CRM,2013
АртФлекс (Русская трапеза),Санкт-Петербург,1С:Полиграфия,Учетные системы,2013
Научно-издательский центр Инфра-М,Москва,Alexrovich: Модуль Управление отделом продаж для 1С:Предприятие 8 (CRM Alexrovich),CRM,2020
Фото Фиера,Ростов-на-Дону,HP Indigo Цифровая печатная машина,Офисная техника,2017
ПринтэрА,Москва,ELMA BPM Suite,"BPM,SaaS - Программное обеспечение как услуга",2018
ПринтэрА,Москва,1С:ERP Управление предприятием 2,"ERP,SaaS - Программное обеспечение как услуга",2016
Агентство 2,Санкт-Петербург,Форсайт. Аналитическая платформа (ранее Prognoz Platform),BI,2024
Агентство 2,Санкт-Петербург,"Искусственный интеллект (ИИ, Artificial intelligence, AI),Проекты на базе технологий Big Data","Big Data,Data Mining,Data Quality - Качество данных,Робототехника,BI",2020
Студия эдсервис,Москва,ТЕЗИС Система управления документами и задачами,СЭД,2020
Студия эдсервис,Москва,1С:Бухгалтерия,Учетные системы,2016
Эффект (Effect),Самара,ELMA BPM Suite,"BPM,SaaS - Программное обеспечение как услуга",2018
Студио Модерна (Studio Moderna),Москва,CallBox Contact-center,"Call-центры,IP-телефония,SaaS - Программное обеспечение как услуга",2013
Регион Медиа,Москва,Первая Форма (система управления),"BPM,CRM,СЭД",2018
Тринити Ивентс (Trinity Events),Москва,Creatio (ранее bpm’online),"BPM,CRM,SaaS - Программное обеспечение как услуга",2018
Страна-онлайн,Москва,1С:Бухгалтерия КОРП,"SaaS - Программное обеспечение как услуга,Учетные системы",2015
Р.С.В.П. (R.S.V.P.),Москва,Directum RX,"BPM,HRM,SaaS - Программное обеспечение как услуга,СЭД",2021
Доминанта,Москва,Docsvision (СЭД/ECM-система),СЭД,2013
РАРС Медиа,Брянск,1С-Битрикс24,"BPM,CMS - Системы управления контентом,CRM,SaaS - Программное обеспечение как услуга,Корпоративные порталы,Системы управления проектами,Учет рабочего времени",2020
Полилог (Polylog),Москва,Проекты внешнего аудита ИТ и безопасности (в тч PCI DSS и СУИБ),"ИБ - Антивирусы,ИБ - Антиспам,ИБ - Аутентификация,ИБ - Межсетевые экраны,ИБ - Предотвращения утечек информации,ИБ - Резервное копирование и хранение данных,ИБ - Средства шифрования",2018
СликДжамп (SlickJump),Москва,Comindware Platform (ранее Comindware Business Application Platform),"BPM,CRM,SaaS - Программное обеспечение как услуга,СЭД",2020
Русмедиа,Ростов-на-Дону,1С:CRM ПРОФ,CRM,2014
Наос,Москва,1С:Зарплата и управление персоналом 8,HRM,2015
"Дом, рекламная студия",Москва,1С:Бухгалтерия,Учетные системы,2013
Ай Контекст (iContext),Москва,Проекты ИТ-аутсорсинга,ИТ-аутсорсинг,2020
Слава Групп (Slava),Москва,"Comindware Platform (ранее Comindware Business Application Platform),Comindware Управление Закупками","BPM,CRM,SaaS - Программное обеспечение как услуга,СЭД,SRM - Управление взаимоотношениями с поставщиками",2021
Визотек Рус (Visotec Group),Санкт-Петербург,Alexrovich: Модуль Управление отделом продаж для 1С:Предприятие 8 (CRM Alexrovich),CRM,2021
Ашманов и партнеры,Москва,Creatio (ранее bpm’online),"BPM,CRM,SaaS - Программное обеспечение как услуга",2014
АльфаДженис (AGenYZ),Москва,Directum RX,"BPM,HRM,SaaS - Программное обеспечение как услуга,СЭД",2022
Аллен-Медиа (AllenMedia),Москва,Creatio (ранее bpm’online),"BPM,CRM,SaaS - Программное обеспечение как услуга",2013
Кургансемена,Курган,"Directum RX,Synerdocs","BPM,HRM,SaaS - Программное обеспечение как услуга,СЭД,СЭД - Системы потокового распознавания",2019
Кургансемена,Курган,Cognitive Agro Pilot Система автоматического вождения,"Робототехника,Системы безопасности и контроля автотранспорта",2019
"Золотая нива, агрофирма (Агрико)",Ставрополь,"Syntellect Tessa Инфографика в отчетах (диаграммы),Syntellect Tessa Мобильное согласование","СЭД,BPM,Офисные приложения,СЭД - Системы потокового распознавания",2021
"Золотая нива, агрофирма (Агрико)",Ставрополь,"Syntellect Tessa,Syntellect Tessa Полнофункциональный Web-клиент,Syntellect Tessa Графический визуализатор процессов","BPM,СЭД,SaaS - Программное обеспечение как услуга,Офисные приложения,СЭД - Системы потокового распознавания",2021
Птицефабрика в Белоусово,Калуга,1С:Центр спутникового мониторинга ГЛОНАСС/GPS,"Логистическая информационная система,Системы безопасности и контроля автотранспорта,Системы управления автохозяйством (FMS),Спутниковая связь и навигация",2013
"Племзавод Детскосельский, сельскохозяйственный концерн",Санкт-Петербург,ВидеоМост (VideoMost) ВКС,"SaaS - Программное обеспечение как услуга,Видеоконференцсвязь",2019
Агро-Пак,Батайск,Alexrovich: Модуль Управление отделом продаж для 1С:Предприятие 8 (CRM Alexrovich),CRM,2023
Неварь,Курск,1С:Центр спутникового мониторинга ГЛОНАСС/GPS,"Логистическая информационная система,Системы безопасности и контроля автотранспорта,Системы управления автохозяйством (FMS),Спутниковая связь и навигация",2014
Агриматко,Краснодар,Гэндальф: Скан-Архив,"СЭД,СЭД - Системы потокового распознавания",2021
"Таврос, УК",Москва,Проекты по виртуализации,Виртуализация,2013
Саатбау Рус (Saatbau),Краснодар,1С:ERP Управление предприятием 2,"ERP,SaaS - Программное обеспечение как услуга",2020
Парад-плюс,Кондопога,1С:ERP Управление предприятием 2,"ERP,SaaS - Программное обеспечение как услуга",2022
Комаровское,Нижний Новгород,Omnicomm Online,"SaaS - Программное обеспечение как услуга,Системы безопасности и контроля автотранспорта,Спутниковая связь и навигация",2017
Агрофирма Аэлита,Москва,ВидеоМост (VideoMost) ВКС,"SaaS - Программное обеспечение как услуга,Видеоконференцсвязь",2019
Дюнамис,Москва,Synerdocs,"СЭД,СЭД - Системы потокового распознавания",2018
Сохрани зерно,Барнаул,КОМПАС-3D,САПР,2014
Семко,Москва,1С-Битрикс: Управление сайтом,"CMS - Системы управления контентом,Корпоративные порталы",2021
Шестаково,Московская область,1С:Консолидация,"CPM,ERP",2016
Агрофирма Металлург,Выкса,1С:Бухгалтерия сельскохозяйственного предприятия,Учетные системы,2015
Доктор Фармер,Куйбышев,1С:ERP Управление предприятием 2,"ERP,SaaS - Программное обеспечение как услуга",2017
Восточный берег,Петропавловск-Камчатский,"Syntellect Tessa,Syntellect Tessa Графический визуализатор процессов,Syntellect Tessa Полнофункциональный Web-клиент","BPM,СЭД,Офисные приложения,СЭД - Системы потокового распознавания,SaaS - Программное обеспечение как услуга",2017
Биона (Biona),Белгород,Creatio (ранее bpm’online),"BPM,CRM,SaaS - Программное обеспечение как услуга",2017
Иррико-Управляющая компания (IRRICO),Ставрополь,1С:Документооборот 8,СЭД,2015
Заречное,Воронеж,"Software Asset Management (SAM),Microsoft Assessment and Planning (MAP) Toolkit,ITMan Inventory","ITSM - Системы управления IT-службой,Network Health Monitoring - Мониторинг сети или управление здоровьем-производительностью ИТ-Инфраструктуры",2016
АгроГард,Москва,Новые облачные технологии: МойОфис,"SaaS - Программное обеспечение как услуга,Офисные приложения,Почтовый сервер",2023
УК Зеленая долина (Управляющая компания),Белгород,Directum RX,"BPM,HRM,SaaS - Программное обеспечение как услуга,СЭД",2021
Фидконсалт,Воронеж,1С:Предприятие 8. Управление торговлей и взаимоотношениями с клиентами (CRM),CRM,2020
Агропредприятие Бессергеневское,Ростов-на-Дону,Cognitive Agro Pilot Система автоматического вождения,"Робототехника,Системы безопасности и контроля автотранспорта",2021
Аврора (Подстепки),Самарская область,Directum RX,"BPM,HRM,SaaS - Программное обеспечение как услуга,СЭД",2021
Био-Тон,Самара,ТЕЗИС Система управления документами и задачами,СЭД,2018
Агритек Био,Санкт-Петербург,1С:Предприятие 8. Управление торговлей и взаимоотношениями с клиентами (CRM),CRM,2022
Фермер,Брянск,Alexrovich: Модуль Управление отделом продаж для 1С:Предприятие 8 (CRM Alexrovich),CRM,2022
ТК Югагрохолдинг,Грозный,"ELMA BPM Suite,ELMA365 ECM","BPM,SaaS - Программное обеспечение как услуга,СЭД",2021
Синтерра Медиа,Москва,Стрим Лабс: Агат Решение для доставки медиаконтента,IPTV - Internet Protocol Television. IP-телевидение,2024
Синтерра Медиа,Москва,Теком: Orbox,Data Quality - Качество данных,2022
Русская Медиагруппа (РМГ),Москва,Проекты ИТ-аутсорсинга,ИТ-аутсорсинг,2020
Медиа партнер,Москва,1С:Консолидация,"CPM,ERP",2014
Газета.ру,Москва,Сбер: GigaChat,Речевые технологии,2023
Медиа контент,Москва,"Инфосистемы Джет: Виртуальный центр обработки данных (ВЦОД),Проекты СХД","IaaS - Инфраструктура как услуга,СХД,Центры обработки данных - технологии для ЦОД",2016
Медиакомпания Северный город,Норильск,ТЕЗИС Система управления документами и задачами,СЭД,2022
Архыз 24,Черкесск,"Проекты ВКС (видеоконференцсвязь),Услуги телефонии и связи",Видеоконференцсвязь,2017
"Портал, рекламное агентство",Санкт-Петербург,Mind ВКС,Видеоконференцсвязь,2017
Буферная бухта,Ульяновск,HRlink Система электронного кадрового документооборота,"HRM,SaaS - Программное обеспечение как услуга,СЭД",2022
Мотор Фильм Студия (Motor Film Studio),Москва,Raidix СХД,СХД,2019
Европа Плюс,Москва,Vera Voice,Речевые технологии,2019
Арктика Медиа,Тюмень,Syntellect Tessa,"BPM,СЭД",2023
Нью Медиа,Москва,1С:Бухгалтерия,Учетные системы,2013
Ритейл Страхование,Санкт-Петербург,Synerdocs,"СЭД,СЭД - Системы потокового распознавания",2018
"Тамак, ЗАО",Тамбов,Directum (СЭД/ECM-система),СЭД,2018
"Тамак, ЗАО",Тамбов,ВидеоМост (VideoMost) ВКС,"SaaS - Программное обеспечение как услуга,Видеоконференцсвязь",2014
"Тамак, ЗАО",Тамбов,Windows 8,ОС,2014
Галс-Девелопмент,Москва,Qsoft Teamly Система управления знаниями,"KMS - Knowledge Management Systems,Офисные приложения,СЭД",2024
Галс-Девелопмент,Москва,"OnCloud.ru,Вебмониторэкс Платформа для защиты веб-приложений, микросервисов и API (ранее Валарм, Wallarm)","IaaS - Инфраструктура как услуга,PaaS - Platform As A Service - Бизнес-платформа как сервис,ИБ - Межсетевые экраны,ИБ - Предотвращения утечек информации",2020
Ленстройтрест,Санкт-Петербург,"ELMA BPM Suite,ELMA365 ECM","BPM,SaaS - Программное обеспечение как услуга,СЭД",2022
Ленстройтрест,Санкт-Петербург,DocTrix DocFlow,"SaaS - Программное обеспечение как услуга,СЭД,СЭД - Системы потокового распознавания",2014
Артпласт,Москва,Penta WMS,WMS,2022
Артпласт,Москва,ELMA BPM Suite,"BPM,SaaS - Программное обеспечение как услуга",2020
ТПИ ОмскГражданПроект,Омск,FalconGaze SecureTower,"ИБ - Аутентификация,ИБ - Предотвращения утечек информации,Учет рабочего времени",2015
ТПИ ОмскГражданПроект,Омск,NanoCAD,"BIM - Информационное моделирование зданий и сооружений,САПР",2013
Выбор,Воронеж,1С:Предприятие 8. Управление торговлей и взаимоотношениями с клиентами (CRM),CRM,2022
Выбор,Воронеж,1С:CRM КОРП,CRM,2022
Выбор,Воронеж,1С:Риэлтор. Управление продажами недвижимости 8,Учетные системы,2019
Мосты и тоннели (Инженерный центр),Москва,1С:Документооборот 8 КОРП,СЭД,2024
ИнжЦентрПроект,Москва,Directum RX,"BPM,HRM,SaaS - Программное обеспечение как услуга,СЭД",2023
ИнжЦентрПроект,Москва,1С:Зарплата и управление персоналом 8,HRM,2015
ИнжЦентрПроект,Москва,1С:Бухгалтерия ПРОФ,"SaaS - Программное обеспечение как услуга,Учетные системы",2015
Волгограднефтепроект,Волгоград,ВидеоМост (VideoMost) ВКС,"SaaS - Программное обеспечение как услуга,Видеоконференцсвязь",2019
Ремэкс,Москва,Альфа-Авто Учет рабочего времени автосервиса,Учет рабочего времени,2017
Ремэкс,Москва,БИТ.Строительство,Учетные системы,2013
Ремэкс,Москва,1С:Бухгалтерия,Учетные системы,2013
УДС-Групп (UDS group),Ижевск,"Carbon Soft EvaWiki,Carbon Soft EvaProject","KMS - Knowledge Management Systems,Корпоративные порталы,EAP - Enterprise Agile Planning,Системы управления проектами",2023
УДС-Групп (UDS group),Ижевск,ИТАН: Управленческий баланс,"CPM,ERP,Учетные системы",2021
УДС-Групп (UDS group),Ижевск,1С:ERP Управление предприятием 2,"ERP,SaaS - Программное обеспечение как услуга",2018
ТД Евротрейдинг (Gidrolica),Москва,1С:CRM. Модуль для 1С:ERP и 1С:КА2,CRM,2023
ТД Евротрейдинг (Gidrolica),Москва,SL Soft: Soica OCR-платформа,"BI,СЭД - Системы потокового распознавания",2022
ГК Точно (ранее ЮгСтройИмпериал),Краснодар,"БИТ:Финанс для 1С:Бухгалтерия 8,БИТ.Строительство,1С-Битрикс24","Учетные системы,BPM,CMS - Системы управления контентом,CRM,SaaS - Программное обеспечение как услуга,Корпоративные порталы,Системы управления проектами,Учет рабочего времени",2024
ГК Точно (ранее ЮгСтройИмпериал),Краснодар,Profitbase Цифровая экосистема для девелопера,"BI,CRM,CRM - Системы лояльности",2023
ГК Точно (ранее ЮгСтройИмпериал),Краснодар,Мобильное приложение,"ИТ-аутсорсинг,Офисные приложения",2022
Трансмост,Санкт-Петербург,Foxit PhantomPDF,Офисные приложения,2018
Производственная Группа (Костромакабель),Кострома,1С:ERP Управление предприятием 2,"ERP,SaaS - Программное обеспечение как услуга",2021
Производственная Группа (Костромакабель),Кострома,1С:CRM. Модуль для 1С:ERP и 1С:КА2,CRM,2020
Лиго-дизайн трейдинг,Южно-Сахалинск,Directum Projects,Системы управления проектами,2022
Лиго-дизайн трейдинг,Южно-Сахалинск,Directum RX,"BPM,HRM,SaaS - Программное обеспечение как услуга,СЭД",2021
Юралс Кэпитал (Urals Capital),Москва,Directum Projects,Системы управления проектами,2021
Юралс Кэпитал (Urals Capital),Москва,Directum RX,"BPM,HRM,SaaS - Программное обеспечение как услуга,СЭД",2021
ДонСтрой,Ростов-на-Дону,Creatio (ранее bpm’online),"BPM,CRM,SaaS - Программное обеспечение как услуга",2017
Аланс,Иркутск,"Docsvision СЭД/ECM и BPM,Docsvision (СЭД/ECM-система),Docsvision: Кадровый электронный документооборот (КЭДО)","BPM,СЭД,HRM",2019
Аланс,Иркутск,RKIT: Корпоративное делопроизводство,"BPM,СЭД",2019
ПЗСП,Пермь,Проекты IP-телефонии,IP-телефония,2013
Газпром 335,Санкт-Петербург,TrueConf Server,"SaaS - Программное обеспечение как услуга,Видеоконференцсвязь",2019
Газпром 335,Санкт-Петербург,Directum RX,"BPM,HRM,SaaS - Программное обеспечение как услуга,СЭД",2018
Радонеж,Ижевск,Directum RX,"BPM,HRM,SaaS - Программное обеспечение как услуга,СЭД",2024
Радонеж,Ижевск,"ELMA365,ELMA CRM+,ELMA365 ECM","BPM,SaaS - Программное обеспечение как услуга,CRM,СЭД",2021
РСГ-Бизнес Сервис (Кортос),Москва,"Syntellect Tessa,Syntellect Tessa Графический визуализатор процессов,Syntellect Tessa Инфографика в отчетах (диаграммы)","BPM,СЭД,Офисные приложения,СЭД - Системы потокового распознавания",2023
РСГ-Бизнес Сервис (Кортос),Москва,Syntellect Tessa Мобильное согласование,"BPM,Офисные приложения,СЭД,СЭД - Системы потокового распознавания",2021
КЛАУЕ Риветс (KLAUE Rivets),Нижний Новгород,Creatio (ранее bpm’online),"BPM,CRM,SaaS - Программное обеспечение как услуга",2018
Пятый элемент (строительство),Калининград,Directum RX,"BPM,HRM,SaaS - Программное обеспечение как услуга,СЭД",2022
Эксперта,Ижевск,Directum RX,"BPM,HRM,SaaS - Программное обеспечение как услуга,СЭД",2021
Эксперта,Ижевск,Directum Projects,Системы управления проектами,2020
Горстройзаказчик,Вологда,Directum RX,"BPM,HRM,SaaS - Программное обеспечение как услуга,СЭД",2023
Горстройзаказчик,Вологда,TrueConf Server,"SaaS - Программное обеспечение как услуга,Видеоконференцсвязь",2017
ТЭКСтрой Инжиниринг,Москва,"Visary Project Система управления портфелем проектов,Visary СЭД (Cистема электронного документооборота)","SaaS - Программное обеспечение как услуга,Системы управления проектами,СЭД",2024
ТЭКСтрой Инжиниринг,Москва,"Visary Cloud,Visary BI Платформа бизнес-аналитики,Visary Tracker","PaaS - Platform As A Service - Бизнес-платформа как сервис,SaaS - Программное обеспечение как услуга,BI,Big Data,Data Mining,Системы управления проектами",2024
Сталкер (строительные материалы),Москва,1С:Бухгалтерия,Учетные системы,2013
Сталкер (строительные материалы),Москва,1С:Зарплата и управление персоналом 8,HRM,2013
МРК Пионер,Москва,Syntellect Tessa,"BPM,СЭД",2022
МРК Пионер,Москва,"ELMA BPM Suite,ELMA365 ECM","BPM,SaaS - Программное обеспечение как услуга,СЭД",2021
Родонит,Москва,1С:Зарплата и управление персоналом 8,HRM,2015
Родонит,Москва,1С:Бухгалтерия ПРОФ,"SaaS - Программное обеспечение как услуга,Учетные системы",2015
ТюменьСтройТехнология,Тюмень,Directum Projects,Системы управления проектами,2023
ТюменьСтройТехнология,Тюмень,Directum RX,"BPM,HRM,SaaS - Программное обеспечение как услуга,СЭД",2023
АКРОС,Санкт-Петербург,"LanCloud: Cloud Office,Microsoft 365 (ранее Office 365),Skype for Business (ранее Microsoft Lync)","SaaS - Программное обеспечение как услуга,Видеоконференцсвязь,Офисные приложения,IP-телефония",2015
Черкесскстром,Черкесск,1С:ERP Управление предприятием 2,"ERP,SaaS - Программное обеспечение как услуга",2020
Черкесскстром,Черкесск,1С:Документооборот 8 КОРП,СЭД,2020
Т.Б.М.,Мытищи,1С:Документооборот 8 КОРП,СЭД,2016
СМУ-9 Метростроя,Москва,1С:Предприятие 8. Бухгалтерия строительной организации,Учетные системы,2016
Модульные Конструкции (Modulbay),Москва,Comindware Platform (ранее Comindware Business Application Platform),"BPM,CRM,SaaS - Программное обеспечение как услуга,СЭД",2021
Модульные Конструкции (Modulbay),Москва,Creatio (ранее bpm’online),"BPM,CRM,SaaS - Программное обеспечение как услуга",2020
Кмк-Строй Югра,Москва,Directum Lite,СЭД,2024
Кмк-Строй Югра,Москва,Directum RX,"BPM,HRM,SaaS - Программное обеспечение как услуга,СЭД",2022
Интерост,Московская область,Directum (СЭД/ECM-система),СЭД,2021
Интерост,Московская область,Directum RX,"BPM,HRM,SaaS - Программное обеспечение как услуга,СЭД",2021
Группа Смиком,Москва,1С:Предприятие 8. Управление торговлей и взаимоотношениями с клиентами (CRM),CRM,2021
Группа Смиком,Москва,TrueConf Server,"SaaS - Программное обеспечение как услуга,Видеоконференцсвязь",2019
Финстрой,Москва,Cloud4Y IaaS,IaaS - Инфраструктура как услуга,2023
Финстрой,Москва,1С:CRM. Модуль для 1С:ERP и 1С:КА2,CRM,2022
Стройдомсервис,Москва,ELMA365 CRM,CRM,2023
Стройдомсервис,Москва,"ELMA365,ELMA365 Service,ELMA365 ECM","BPM,SaaS - Программное обеспечение как услуга,ITSM - Системы управления IT-службой,СЭД",2023
Строй Хауз,Москва,1С:Подрядчик строительства. Управление финансами,Учетные системы,2015
Гарден Сити,Москва,Directum Projects,Системы управления проектами,2024
Гарден Сити,Москва,Directum RX,"BPM,HRM,SaaS - Программное обеспечение как услуга,СЭД",2023
Сити Проект,Москва,1С:Зарплата и управление персоналом 8,HRM,2015
Сити Проект,Москва,1С:Бухгалтерия ПРОФ,"SaaS - Программное обеспечение как услуга,Учетные системы",2015
Опытный завод сухих смесей (ОЗСС),Москва,1С:Предприятие 8.0,ERP,2014
Бюро Инженерных Работ,Санкт-Петербург,Creatio (ранее bpm’online),"BPM,CRM,SaaS - Программное обеспечение как услуга",2018
Бюро Инженерных Работ,Санкт-Петербург,Creatio (ранее bpm’online),"BPM,CRM,SaaS - Программное обеспечение как услуга",2016
Корсил Трейд,Москва,Клиент-Коммуникатор (КлиК),"CMS - Системы управления контентом,CRM,Call-центры,Учетные системы",2017
Рогос,Ижевск,"ELMA365,ELMA365 ECM","BPM,SaaS - Программное обеспечение как услуга,СЭД",2023
СЕНС,Москва,Syntellect Tessa,"BPM,СЭД",2023
КМЗ (Кингисеппский машиностроительный завод),Санкт-Петербург,ВидеоМост (VideoMost) ВКС,"SaaS - Программное обеспечение как услуга,Видеоконференцсвязь",2020
Ремстрой (Омск),Омск,Элит-строительство. Бухгалтерский учет,Учетные системы,2013
"Профиль, Ижевск",Ижевск,"ELMA365,ELMA365 ECM","BPM,SaaS - Программное обеспечение как услуга,СЭД",2023
Магистраль двух столиц,Санкт-Петербург,"Docsvision (СЭД/ECM-система),Docsvision СЭД/ECM и BPM,Docsvision: Кадровый электронный документооборот (КЭДО)","СЭД,BPM,HRM",2021
Капитель (Москва),Москва,1С:Бухгалтерия,Учетные системы,2013
ПУСК (Проектное управление строительными контрактами),Санкт-Петербург,Т1 Облако (ранее T1 Cloud),"IaaS - Инфраструктура как услуга,PaaS - Platform As A Service - Бизнес-платформа как сервис,SaaS - Программное обеспечение как услуга",2021
КСС-РУС,Нижний Новгород,Проекты построения комплексной ИТ-инфраструктуры,"ИТ-аутсорсинг,Серверные платформы",2014
