Ренессанс Косметик,Барнаул,1С:ERP Управление предприятием 2,"ERP,SaaS - Программное обеспечение как услуга",2018
Ренессанс Косметик,Барнаул,Solvo.WMS,"WMS,Складская автоматизация",2016
РМ Нанотех (RM Nanotech),Владимир,Комплексные проекты видеонаблюдения,Системы видеонаблюдения,2013
РМ Нанотех (RM Nanotech),Владимир,"Проекты СКС и беспроводной сетевой инфраструктуры,Комплексные проекты видеонаблюдения,Проекты построения комплексной ИТ-инфраструктуры","СКС,Системы видеонаблюдения,ИТ-аутсорсинг,Серверные платформы",2013
Пластик (тм РВК),Оренбург,Проекты ИТ-аутсорсинга,ИТ-аутсорсинг,2019
Пластик (тм РВК),Оренбург,ELMA BPM Suite,"BPM,SaaS - Программное обеспечение как услуга",2014
ЮМТ-Индастри,Московская область,1С:ERP Управление предприятием 2,"ERP,SaaS - Программное обеспечение как услуга",2017
Дестек,Подольск,1С:ERP Управление предприятием 2,"ERP,SaaS - Программное обеспечение как услуга",2023
Трегар,Санкт-Петербург,КлиК-CRM: Продажи,"CRM,CRM - Системы лояльности",2015
Олданс,Пермь,1С:ERP Управление предприятием 2,"ERP,SaaS - Программное обеспечение как услуга",2021
ЦАСФ (Центр аварийно-спасательных формирований),Новомосковск,ELMA365,"BPM,SaaS - Программное обеспечение как услуга",2023
Некст (Астрахань),Астрахань,ВидеоМост (VideoMost) ВКС,"SaaS - Программное обеспечение как услуга,Видеоконференцсвязь",2018
СаарГумми-Русланд (SaarGummi Russland),Тутаев,Проекты построения комплексной ИТ-инфраструктуры,"ИТ-аутсорсинг,Серверные платформы",2014
Радэк,Московская область,"Carbon Soft EvaProject,Carbon Soft EvaWiki","EAP - Enterprise Agile Planning,Системы управления проектами,KMS - Knowledge Management Systems,Корпоративные порталы",2022
Полиграф-Центр Юг,Новочеркасск,1С:Полиграфия,Учетные системы,2016
РоссПак,Новосибирск,Галактика EAM,EAM,2015
РБ Групп,Москва,Этлас (ЭДО),СЭД,2017
НПФ ДНК -Технология,Москва,"1С:Предприятие 8.0,1С:CRM КОРП","ERP,CRM",2016
НПФ ДНК -Технология,Москва,TrueConf Server,"SaaS - Программное обеспечение как услуга,Видеоконференцсвязь",2015
Вип Консалтинг,Москва,1С:ERP Управление предприятием 2,"ERP,SaaS - Программное обеспечение как услуга",2019
Пром-Инжиниринг (РТП),Уфа,Лексема (Lexema),ERP,2016
Клёкнер Пентапласт Рус (Klockner Pentaplast Rus),Санкт-Петербург,Microsoft Dynamics AX,ERP,2019
Деруфа,Московская область,Проекты ИТ-аутсорсинга,ИТ-аутсорсинг,2022
Силур,Пермь,1С:ERP Управление предприятием 2,"ERP,SaaS - Программное обеспечение как услуга",2015
Диал,Нижний Новгород,1С:Предприятие 8. Управление торговлей и взаимоотношениями с клиентами (CRM),CRM,2022
Фритекс,Ярославль,1С:Предприятие 8.2,"ERP,SaaS - Программное обеспечение как услуга",2013
Премо Инк (Premo Ink),Москва,1С:ERP Управление предприятием 2,"ERP,SaaS - Программное обеспечение как услуга",2018
Ивапер (Ivaper),Санкт-Петербург,1С:ERP Управление предприятием 2,"ERP,SaaS - Программное обеспечение как услуга",2019
Аруна,Калининград,"ELMA BPM Suite,ELMA365 ECM,ELMA CRM+","BPM,SaaS - Программное обеспечение как услуга,СЭД,CRM",2021
Прокем,Москва,Alexrovich: Модуль Управление отделом продаж для 1С:Предприятие 8 (CRM Alexrovich),CRM,2023
ВМПАВТО,Санкт-Петербург,EME.WMS,WMS,2024
Еврофильтр,Москва,1С:Бухгалтерия,Учетные системы,2013
Автокомпонент,Нижний Новгород,Контур информационной безопасности SearchInform (КИБ Сёрчинформ),ИБ - Предотвращения утечек информации,2019
СитиСтройПласт,Москва,1С:Предприятие 8. Управление торговлей и взаимоотношениями с клиентами (CRM),CRM,2022
Дельтапласт,Москва,1С:Предприятие 8.0,ERP,2013
Сигнал (Челябинск),Челябинск,Docsvision (СЭД/ECM-система),СЭД,2020
Сенеж-Препараты,Москва,1С:CRM. Модуль для 1С:ERP и 1С:КА2,CRM,2022
Линтекс,Санкт-Петербург,1С:ERP Управление предприятием 2,"ERP,SaaS - Программное обеспечение как услуга",2020
Формация,Санкт-Петербург,БИТ:Управление коммерческой службой,CRM,2013
Полихим Воронеж,Воронеж,EME.WMS,WMS,2017
Выбери Радио,Москва,ESET NOD32 Business Edition,"ИБ - Антивирусы,ИБ - Антиспам,ИБ - Межсетевые экраны",2019
ЭкспоФорум (ЭФ-Интернэшнл),Санкт-Петербург,Газпром: Ивентум Конструктор приложений для организации и управления мероприятиями,Средства разработки приложений,2024
ЭкспоФорум (ЭФ-Интернэшнл),Санкт-Петербург,ТЕЗИС Система управления документами и задачами,СЭД,2016
Бюро Музейной Сценографии Метаформа,Санкт-Петербург,"ELMA BPM Suite,ELMA365 ECM","BPM,SaaS - Программное обеспечение как услуга,СЭД",2021
Первое музыкальное издательство,Москва,Directum RX,"BPM,HRM,SaaS - Программное обеспечение как услуга,СЭД",2018
"Рассвет, ледовый дворец",Красноярск,"Ротек: B-Tune Универсальные контроллеры,Комплексные проекты по технической безопасности","СКУД - Системы контроля и управления доступом,Системы видеонаблюдения,ИБ - Биометрическая идентификация,Системы безопасности и контроля автотранспорта",2018
Спорт Продюсерс,Москва,Directum RX,"BPM,HRM,SaaS - Программное обеспечение как услуга,СЭД",2024
Фабрика Арт,Москва,"ELMA BPM Suite,ELMA365 ECM","BPM,SaaS - Программное обеспечение как услуга,СЭД",2021
Алтуфьево-Спорт,Москва,TrueConf Server,"SaaS - Программное обеспечение как услуга,Видеоконференцсвязь",2019
Амер Спортс (Amer Sports),Москва,ТЕЗИС Система управления документами и задачами,СЭД,2019
Чарли,Ростов-на-Дону,"ELMA BPM Suite,ELMA365 ECM","BPM,SaaS - Программное обеспечение как услуга,СЭД",2021
Московский городской гольф клуб,Москва,Смарт-софт: Traffic Inspector Next Generation,ИБ - Межсетевые экраны,2018
Большой московский государственный цирк на проспекте Вернадского,Москва,Directum (СЭД/ECM-система),СЭД,2019
Заполярье (Санаторий),Сочи,1С:Автоматизированное обновление измененных конфигураций,Учетные системы,2018
Малберри Продакшн (Mulberry Production),Москва,TrueConf Server,"SaaS - Программное обеспечение как услуга,Видеоконференцсвязь",2018
Олимпик Стар,Москва,EliteBoard ЖК-дисплеи для видеостен,Аудиовизуальные системы,2019
СпортБет,Москва,ВидеоМост (VideoMost) ВКС,"SaaS - Программное обеспечение как услуга,Видеоконференцсвязь",2017
Гонка героев,Москва,ИТАН: Управленческий баланс,"CPM,ERP,Учетные системы",2019
Арлекин,Санкт-Петербург,ELMA BPM Suite,"BPM,SaaS - Программное обеспечение как услуга",2019
Аладдин Р.Д. (Aladdin R.D.),Москва,Проекты внешнего аудита ИТ и безопасности (в тч PCI DSS и СУИБ),"ИБ - Антивирусы,ИБ - Антиспам,ИБ - Аутентификация,ИБ - Межсетевые экраны,ИБ - Предотвращения утечек информации,ИБ - Резервное копирование и хранение данных,ИБ - Средства шифрования",2022
Аладдин Р.Д. (Aladdin R.D.),Москва,Проекты внешнего аудита ИТ и безопасности (в тч PCI DSS и СУИБ),"ИБ - Антивирусы,ИБ - Антиспам,ИБ - Аутентификация,ИБ - Межсетевые экраны,ИБ - Предотвращения утечек информации,ИБ - Резервное копирование и хранение данных,ИБ - Средства шифрования",2020
"Киберпротект (ранее Акронис-Инфозащита, Acronis-Infoprotect)",Москва,ЦОД IXcellerate Moscow One,ЦОД,2024
"Киберпротект (ранее Акронис-Инфозащита, Acronis-Infoprotect)",Москва,Кибер Файлы (ранее Акронис Файлы),Офисные приложения,2023
Солар (ранее Ростелеком-Солар),Москва,Creatio (ранее bpm’online),"BPM,CRM,SaaS - Программное обеспечение как услуга",2018
Гарда Технологии,Нижний Новгород,Проекты внешнего аудита ИТ и безопасности (в тч PCI DSS и СУИБ),"ИБ - Антивирусы,ИБ - Антиспам,ИБ - Аутентификация,ИБ - Межсетевые экраны,ИБ - Предотвращения утечек информации,ИБ - Резервное копирование и хранение данных,ИБ - Средства шифрования",2022
"Индид, Indeed (ранее Indeed ID)",Санкт-Петербург,Directum RX,"BPM,HRM,SaaS - Программное обеспечение как услуга,СЭД",2023
"Энергетика, системная интеграция (ЭнСи)",Москва,SAP HCM Bridge to the Cloud,"HRM,SaaS - Программное обеспечение как услуга",2020
"Энергетика, системная интеграция (ЭнСи)",Москва,ЕАЕ-Консалт: Web API DirectumRX,SaaS - Программное обеспечение как услуга,2018
"Энергетика, системная интеграция (ЭнСи)",Москва,Directum RX,"BPM,HRM,SaaS - Программное обеспечение как услуга,СЭД",2017
"Энергетика, системная интеграция (ЭнСи)",Москва,"Cisco CallManager,Проекты VPN,ЦОД IXcellerate Moscow One","IP-телефония,VPN - Виртуальные частные сети,ЦОД",2017
ЛогЛаб,Москва,"Проекты ИТ-аутсорсинга,Manhattan Associates SCALE (ILS)","ИТ-аутсорсинг,WMS",2021
ЛогЛаб,Москва,Axelot: TMS Управление транспортом и перевозками,"SaaS - Программное обеспечение как услуга,TMS - Управление транспортом",2019
ЛогЛаб,Москва,1С:Производственная Безопасность – Промышленная безопасность,Учетные системы,2016
Диасофт (Diasoft),Москва,1С:Предприятие 8. Управление торговлей и взаимоотношениями с клиентами (CRM),CRM,2020
Диасофт (Diasoft),Москва,Mind ВКС,Видеоконференцсвязь,2018
Диасофт (Diasoft),Москва,"Directum (СЭД/ECM-система),Контур.Диадок",СЭД,2017
1С-Рарус,Москва,Проекты внешнего аудита ИТ и безопасности (в тч PCI DSS и СУИБ),"ИБ - Антивирусы,ИБ - Антиспам,ИБ - Аутентификация,ИБ - Межсетевые экраны,ИБ - Предотвращения утечек информации,ИБ - Резервное копирование и хранение данных,ИБ - Средства шифрования",2023
1С-Рарус,Москва,АКАМ: Модуль Торги для 1С:CRM,CRM,2021
1С-Рарус,Москва,Проекты внешнего аудита ИТ и безопасности (в тч PCI DSS и СУИБ),"ИБ - Антивирусы,ИБ - Антиспам,ИБ - Аутентификация,ИБ - Межсетевые экраны,ИБ - Предотвращения утечек информации,ИБ - Резервное копирование и хранение данных,ИБ - Средства шифрования",2021
1С-Рарус,Москва,ESET NOD32 Business Edition,"ИБ - Антивирусы,ИБ - Антиспам,ИБ - Межсетевые экраны",2013
Калуга Астрал,Калуга,Mirapolis LMS,"Корпоративные порталы,Системы дистанционного обучения",2022
Калуга Астрал,Калуга,Гэндальф: Скан-Архив,"СЭД,СЭД - Системы потокового распознавания",2018
Расчетные решения,Москва,"Postgres Pro СУБД,Atlassian JIRA,Atlassian Confluence","SaaS - Программное обеспечение как услуга,СУБД,EAP - Enterprise Agile Planning,Системы управления проектами,KMS - Knowledge Management Systems,Корпоративные порталы",2021
Расчетные решения,Москва,"Atlassian JIRA,JIRA Service-Desk,Проекты ИТ-аутсорсинга","EAP - Enterprise Agile Planning,Системы управления проектами,ITSM - Системы управления IT-службой,ИТ-аутсорсинг",2020
Расчетные решения,Москва,Atlassian JIRA,"EAP - Enterprise Agile Planning,Системы управления проектами",2019
РЖД – Цифровые пассажирские решения (ранее Инновационная мобильность),Москва,РЖД и Робин: Облачная фабрика программных роботов,"IaaS - Инфраструктура как услуга,RPA - Роботизированная автоматизация процессов,Средства разработки приложений",2023
РЖД – Цифровые пассажирские решения (ранее Инновационная мобильность),Москва,"Датапакс: Умная оплата проезда,Мобильное приложение","ИТ-аутсорсинг,Офисные приложения",2023
Райтек ДТГ (Raytec DTG),Тула,Directum RX,"BPM,HRM,SaaS - Программное обеспечение как услуга,СЭД",2024
Райтек ДТГ (Raytec DTG),Тула,Directum Projects,Системы управления проектами,2024
АйТиБокс (ITBox),Екатеринбург,ELMA365,"BPM,SaaS - Программное обеспечение как услуга",2023
АйТиБокс (ITBox),Екатеринбург,ELMA BPM Suite,"BPM,SaaS - Программное обеспечение как услуга",2022
АйТиБокс (ITBox),Екатеринбург,TrueConf Server,"SaaS - Программное обеспечение как услуга,Видеоконференцсвязь",2019
Корп Софт (CorpSoft24),Москва,"1С:Документооборот 8,1С:Зарплата и управление персоналом 8,1С:Кабинет сотрудника","СЭД,HRM",2022
Корп Софт (CorpSoft24),Москва,NetApp MetroCluster,ИБ - Резервное копирование и хранение данных,2014
ТрастИнфо,Москва,Проекты внешнего аудита ИТ и безопасности (в тч PCI DSS и СУИБ),"ИБ - Антивирусы,ИБ - Антиспам,ИБ - Аутентификация,ИБ - Межсетевые экраны,ИБ - Предотвращения утечек информации,ИБ - Резервное копирование и хранение данных,ИБ - Средства шифрования",2019
ТрастИнфо,Москва,ЦОД ТрастИнфо,ЦОД,2019
1С Акционерное общество,Москва,"1С:Документооборот 8,1С:Предприятие 8.3","СЭД,ERP,SaaS - Программное обеспечение как услуга",2015
1С Акционерное общество,Москва,Проекты построения комплексной ИТ-инфраструктуры,"ИТ-аутсорсинг,Серверные платформы",2014
Тетрон (Tetron),Москва,1С:Предприятие 8. Управление торговлей и взаимоотношениями с клиентами (CRM),CRM,2022
Тетрон (Tetron),Москва,1С:Документооборот 8 КОРП,СЭД,2019
Тетрон (Tetron),Москва,Creatio (ранее bpm’online),"BPM,CRM,SaaS - Программное обеспечение как услуга",2019
АйТи,Москва,ВидеоМост (VideoMost) ВКС,"SaaS - Программное обеспечение как услуга,Видеоконференцсвязь",2019
АйТи,Москва,БОСС-Кадровик,"HRM,SaaS - Программное обеспечение как услуга",2016
Клинкманн СПб (Klinkmann),Санкт-Петербург,Terrasoft Service Desk,ITSM - Системы управления IT-службой,2013
ФОРС Дистрибуция,Москва,Oracle Management Cloud,"ITSM - Системы управления IT-службой,IaaS - Инфраструктура как услуга,Network Health Monitoring - Мониторинг сети или управление здоровьем-производительностью ИТ-Инфраструктуры",2017
ФОРС Дистрибуция,Москва,ЦОД IXcellerate Moscow One,ЦОД,2016
ФОРС Дистрибуция,Москва,Oracle Big Data Appliance,"BI,Big Data,Data Mining,СУБД,СХД",2015
Центр СБК,Нижний Новгород,Xerox D-серия МФУ,Офисная техника,2019
Центр СБК,Нижний Новгород,Directum (СЭД/ECM-система),СЭД,2018
Центр СБК,Нижний Новгород,"Проекты СХД,ЦОД Проекты создания и модернизации","СХД,Центры обработки данных - технологии для ЦОД,ЦОД",2016
Скад Тех (Scad Tech),Москва,1С:Документооборот 8 КОРП,СЭД,2019
Скад Тех (Scad Tech),Москва,1С:ERP Управление предприятием 2,"ERP,SaaS - Программное обеспечение как услуга",2019
Эдит Про (Edit Pro),Краснодар,Проекты внешнего аудита ИТ и безопасности (в тч PCI DSS и СУИБ),"ИБ - Антивирусы,ИБ - Антиспам,ИБ - Аутентификация,ИБ - Межсетевые экраны,ИБ - Предотвращения утечек информации,ИБ - Резервное копирование и хранение данных,ИБ - Средства шифрования",2023
Эдит Про (Edit Pro),Краснодар,Проекты ИТ-аутсорсинга,ИТ-аутсорсинг,2022
Скандинавский Дом (RayCom),Москва,Microsoft Enterprise Agreement Subscription (EAS),Офисные приложения,2016
Скандинавский Дом (RayCom),Москва,Manhattan Associates SCALE (ILS),WMS,2014
ЕАЕ-Консалт,Москва,"1С:Бухгалтерия КОРП,1С:Зарплата и управление персоналом 8 КОРП","SaaS - Программное обеспечение как услуга,Учетные системы,HRM",2022
ЕАЕ-Консалт,Москва,Directum RX,"BPM,HRM,SaaS - Программное обеспечение как услуга,СЭД",2018
ЕАЕ-Консалт,Москва,"SAP S/4HANA,Microsoft Azure","ERP,MES - Управление производствами и ремонтами,SaaS - Программное обеспечение как услуга,IaaS - Инфраструктура как услуга,PaaS - Platform As A Service - Бизнес-платформа как сервис",2018
Униматик (Unimatic),Екатеринбург,БИТ.ФИНАНС: Управленческий учет,Учетные системы,2019
Униматик (Unimatic),Екатеринбург,ELMA Проекты+,Системы управления проектами,2018
Униматик (Unimatic),Екатеринбург,"ELMA BPM Suite,ELMA ECM+,ELMA CRM+","BPM,SaaS - Программное обеспечение как услуга,СЭД,CRM",2018
Сетевые Технологии (Самара),Самара,1С:ERP+PM Управление проектной организацией,"ERP,Системы управления проектами",2017
Ред Софт (Red Soft),Москва,"Carbon Soft EvaProject,Carbon Soft EvaWiki","EAP - Enterprise Agile Planning,Системы управления проектами,KMS - Knowledge Management Systems,Корпоративные порталы",2022
Ред Софт (Red Soft),Москва,ВидеоМост (VideoMost) ВКС,"SaaS - Программное обеспечение как услуга,Видеоконференцсвязь",2019
Нетком (Netkom-ipc),Москва,1С:ERP+PM Управление проектной организацией,"ERP,Системы управления проектами",2015
ИРТех (IRTech),Самара,CloudMTS,IaaS - Инфраструктура как услуга,2021
ЦС Проект,Москва,Directum RX,"BPM,HRM,SaaS - Программное обеспечение как услуга,СЭД",2024
ЦС Проект,Москва,TrueConf Server,"SaaS - Программное обеспечение как услуга,Видеоконференцсвязь",2019
Перемена,Воронеж,TrueConf Server,"SaaS - Программное обеспечение как услуга,Видеоконференцсвязь",2019
Робот икс,Калининград,Analytic Workspace BI-платформа,"BI,SaaS - Программное обеспечение как услуга",2023
Робот икс,Калининград,"Manzana Loyalty,Asterisk","CRM,CRM - Системы лояльности,IP-телефония",2019
"РИВЦ-Пулково, АООТ",Санкт-Петербург,Analytic Workspace BI-платформа,"BI,SaaS - Программное обеспечение как услуга",2023
Монтранс (Montrans),Москва,Okdesk Система учета и регистрации заявок для малых и средних сервисных компаний,"CRM,ITSM - Системы управления IT-службой,SaaS - Программное обеспечение как услуга",2020
Комита ЦТ (Комита Цифровые Технологии),Москва,"Visary Low-code платформа (ранее Визари АИС),Visary BI Платформа бизнес-аналитики,Visary СЭД (Cистема электронного документооборота)","BPM,ERP,SCM,SRM - Управление взаимоотношениями с поставщиками,BI,Big Data,Data Mining,SaaS - Программное обеспечение как услуга,СЭД",2022
Комита ЦТ (Комита Цифровые Технологии),Москва,Visary Help Desk,ITSM - Системы управления IT-службой,2022
Нобилис,Москва,АТОЛ Optima POS-терминалы,"Офисная техника,Системы автоматизации торговли",2024
Нобилис,Москва,Cloud4Y Облако ФЗ-152,SaaS - Программное обеспечение как услуга,2023
Атомик Софт (Automiq Software),Томск,Проекты внешнего аудита ИТ и безопасности (в тч PCI DSS и СУИБ),"ИБ - Антивирусы,ИБ - Антиспам,ИБ - Аутентификация,ИБ - Межсетевые экраны,ИБ - Предотвращения утечек информации,ИБ - Резервное копирование и хранение данных,ИБ - Средства шифрования",2024
Атеуко (Ateuco),Москва,Alexrovich: Модуль Управление отделом продаж для 1С:Предприятие 8 (CRM Alexrovich),CRM,2024
Атеуко (Ateuco),Москва,Cloud4Y IaaS,IaaS - Инфраструктура как услуга,2020
Интэллекс (Intellex),Москва,SBCloud Business Data (SBData) СБКлауд Облачная платформа (Бизнес Клауд Business Cloud),"IaaS - Инфраструктура как услуга,PaaS - Platform As A Service - Бизнес-платформа как сервис,SaaS - Программное обеспечение как услуга,Виртуализация,СХД,Центры обработки данных - технологии для ЦОД",2018
ТС Интеграция (Banza),Москва,"Visary BI Платформа бизнес-аналитики,Visary BPM,Visary СЭД (Cистема электронного документооборота)","BI,Big Data,Data Mining,SaaS - Программное обеспечение как услуга,BPM,СЭД",2023
ТС Интеграция (Banza),Москва,"Visary Low-code платформа (ранее Визари АИС),Visary Project Система управления портфелем проектов,Visary ГИС (Геоинформационная система)","BPM,ERP,SCM,SRM - Управление взаимоотношениями с поставщиками,SaaS - Программное обеспечение как услуга,Системы управления проектами,ГИС - Геоинформационные системы",2021
Спарго Технологии (Холдинг Протек),Москва,TrueConf Server,"SaaS - Программное обеспечение как услуга,Видеоконференцсвязь",2019
СибИнтел,Красноярск,ELMA BPM Suite,"BPM,SaaS - Программное обеспечение как услуга",2020
СибИнтел,Красноярск,Directum RX,"BPM,HRM,SaaS - Программное обеспечение как услуга,СЭД",2018
Окенит,Санкт-Петербург,Directum Projects,Системы управления проектами,2023
Окенит,Санкт-Петербург,Directum RX,"BPM,HRM,SaaS - Программное обеспечение как услуга,СЭД",2023
АйДи - Технологии управления,Москва,"ELMA BPM Suite,ELMA CRM+","BPM,SaaS - Программное обеспечение как услуга,CRM",2015
АйДи - Технологии управления,Москва,Service Desk Итилиум,ITSM - Системы управления IT-службой,2015
Мегаплан,Москва,"Selectel VDS Облачные серверы (ранее Vscale Облачная хостинг-платформа),Selectel Выделенные серверы","IaaS - Инфраструктура как услуга,Серверные платформы,Центры обработки данных - технологии для ЦОД",2018
Мегаплан,Москва,Mind ВКС,Видеоконференцсвязь,2015
ИЦ Телеком-Сервис,Москва,Mind ВКС,Видеоконференцсвязь,2017
Дата-Центр Автоматика,Екатеринбург,"Carbon Soft EvaServiceDesk,Carbon Soft EvaWiki,Carbon Soft EvaProject","ITSM - Системы управления IT-службой,KMS - Knowledge Management Systems,Корпоративные порталы,EAP - Enterprise Agile Planning,Системы управления проектами",2023
Дата-Центр Автоматика,Екатеринбург,Cloud4Y IaaS,IaaS - Инфраструктура как услуга,2020
Геонавигация,Красноярск,Directum RX,"BPM,HRM,SaaS - Программное обеспечение как услуга,СЭД",2024
Геонавигация,Красноярск,Softline Cloud,IaaS - Инфраструктура как услуга,2021
"Хоппер ИТ (ранее Роспартнер, Развитие объединений сервисного партнерства)",Дубна,Directum RX,"BPM,HRM,SaaS - Программное обеспечение как услуга,СЭД",2024
"Хоппер ИТ (ранее Роспартнер, Развитие объединений сервисного партнерства)",Дубна,ВидеоМост (VideoMost) ВКС,"SaaS - Программное обеспечение как услуга,Видеоконференцсвязь",2019
"Сейсмотек, Seismotech (ранее Яндекс.Терра)",Москва,Mind ВКС,Видеоконференцсвязь,2014
Солитон,Самара,Дело (ЭОС),СЭД,2020
МедиаДата,Москва,Проекты внешнего аудита ИТ и безопасности (в тч PCI DSS и СУИБ),"ИБ - Антивирусы,ИБ - Антиспам,ИБ - Аутентификация,ИБ - Межсетевые экраны,ИБ - Предотвращения утечек информации,ИБ - Резервное копирование и хранение данных,ИБ - Средства шифрования",2017
МедиаДата,Москва,ЦОД Проекты создания и модернизации,"ЦОД,Центры обработки данных - технологии для ЦОД",2016
Норбит,Москва,Норбит Доставим,Логистическая информационная система,2020
АКВА+,Москва,1С:Предприятие 8.0,ERP,2013
Группа Т-1 (Телематика-Один),Москва,"Visary Low-code платформа (ранее Визари АИС),Visary Project Система управления портфелем проектов,Visary BI Платформа бизнес-аналитики","BPM,ERP,SCM,SRM - Управление взаимоотношениями с поставщиками,SaaS - Программное обеспечение как услуга,Системы управления проектами,BI,Big Data,Data Mining",2018
Группа Т-1 (Телематика-Один),Москва,Visary СЭД (Cистема электронного документооборота),"SaaS - Программное обеспечение как услуга,СЭД",2018
Инбрэс,Чебоксары,Directum RX,"BPM,HRM,SaaS - Программное обеспечение как услуга,СЭД",2024
Инбрэс,Чебоксары,Directum Projects,Системы управления проектами,2024
Интегра-С,Москва,ТЕЗИС Система управления документами и задачами,СЭД,2020
Инфорсер Инжиниринг,Москва,Электронный архив Этлас,СЭД,2022
Инфорсер Инжиниринг,Москва,TrueConf Server,"SaaS - Программное обеспечение как услуга,Видеоконференцсвязь",2017
ТрекМарк,Москва,Okdesk Система учета и регистрации заявок для малых и средних сервисных компаний,"CRM,ITSM - Системы управления IT-службой,SaaS - Программное обеспечение как услуга",2021
ТрекМарк,Москва,Creatio (ранее bpm’online),"BPM,CRM,SaaS - Программное обеспечение как услуга",2018
Хомнет Консалтинг,Москва,Проекты внешнего аудита ИТ и безопасности (в тч PCI DSS и СУИБ),"ИБ - Антивирусы,ИБ - Антиспам,ИБ - Аутентификация,ИБ - Межсетевые экраны,ИБ - Предотвращения утечек информации,ИБ - Резервное копирование и хранение данных,ИБ - Средства шифрования",2019
Рост,Санкт-Петербург,1С:ERP Управление предприятием 2,"ERP,SaaS - Программное обеспечение как услуга",2015
Сапфир-Интеграция,Екатеринбург,"Carbon Soft EvaWiki,Carbon Soft EvaProject","KMS - Knowledge Management Systems,Корпоративные порталы,EAP - Enterprise Agile Planning,Системы управления проектами",2024
Сократ (охранное бюро),Иркутск,"Docsvision (СЭД/ECM-система),Docsvision СЭД/ECM и BPM,Docsvision: Кадровый электронный документооборот (КЭДО)","СЭД,BPM,HRM",2015
Опен Вижн (Open Vision),Москва,Comindware Tracker,"BPM,SaaS - Программное обеспечение как услуга",2014
СКБ Орион,Санкт-Петербург,Directum Projects,Системы управления проектами,2019
СИАМ консалтинг,Москва,OmniTracker,ITSM - Системы управления IT-службой,2013
"Систематика, ООО",Москва,Проекты внешнего аудита ИТ и безопасности (в тч PCI DSS и СУИБ),"ИБ - Антивирусы,ИБ - Антиспам,ИБ - Аутентификация,ИБ - Межсетевые экраны,ИБ - Предотвращения утечек информации,ИБ - Резервное копирование и хранение данных,ИБ - Средства шифрования",2021
Сервис-Монтаж,Саратов,Mind ВКС,Видеоконференцсвязь,2019
Сатурн Самара,Самара,TrueConf Server,"SaaS - Программное обеспечение как услуга,Видеоконференцсвязь",2019
Аксиома-Софт,Москва,Datareon Platform,"Data Quality - Качество данных,MDM - Master Data Management - Управление основными мастер-данными,СОА",2021
Белтел (Beltel),Санкт-Петербург,Microsoft Dynamics AX,ERP,2014
Квелл-Менеджмент,Москва,ELMA BPM Suite,"BPM,SaaS - Программное обеспечение как услуга",2022
Ланит-Терком (Lanit-Tercom),Санкт-Петербург,LanDocs,СЭД,2021
Лайв Технологии (Live Technologies),Москва,OnCloud.ru,"IaaS - Инфраструктура как услуга,PaaS - Platform As A Service - Бизнес-платформа как сервис",2019
БиАйВи (BIV),Москва,Creatio (ранее bpm’online),"BPM,CRM,SaaS - Программное обеспечение как услуга",2019
Компьютайм,Москва,ELMA BPM Suite,"BPM,SaaS - Программное обеспечение как услуга",2019
Атомдата (Atomdata),Москва,"ELMA365,ELMA365 CRM","BPM,SaaS - Программное обеспечение как услуга,CRM",2023
Аскон-Интеграционные Решения,Санкт-Петербург,TrueConf Server,"SaaS - Программное обеспечение как услуга,Видеоконференцсвязь",2017
Альтуэра (Altuera),Москва,ELMA BPM Suite,"BPM,SaaS - Программное обеспечение как услуга",2018
Кодекс (СпБ),Санкт-Петербург,Creatio (ранее bpm’online),"BPM,CRM,SaaS - Программное обеспечение как услуга",2021
Аскрин (Ascreen),Санкт-Петербург,TrueConf Server,"SaaS - Программное обеспечение как услуга,Видеоконференцсвязь",2019
Нубес (Nubes),Москва,ELMA365,"BPM,SaaS - Программное обеспечение как услуга",2022
Верме (Verme),Москва,CloudMTS,IaaS - Инфраструктура как услуга,2021
Дэшборд Системс (Dashboard Systems),Москва,Creatio (ранее bpm’online),"BPM,CRM,SaaS - Программное обеспечение как услуга",2019
ВАС Экспертс (VAS Experts),Санкт-Петербург,"ITglobal.com: Публичное облако,ITglobal.com: Managed IT","IaaS - Инфраструктура как услуга,PaaS - Platform As A Service - Бизнес-платформа как сервис,SaaS - Программное обеспечение как услуга,ИТ-аутсорсинг",2019
Деускрафтдев,Новосибирск,1С:ERP Управление предприятием 2,"ERP,SaaS - Программное обеспечение как услуга",2020
Делетрон (Deletron),Москва,ELMA BPM Suite,"BPM,SaaS - Программное обеспечение как услуга",2020
Группа Борлас (Borlas),Москва,Microsoft Exchange Online,"SaaS - Программное обеспечение как услуга,Корпоративные порталы,Офисные приложения,Почтовый сервер",2019
ИнноДрайв (Innodrive),Санкт-Петербург,Т1 Облако (ранее T1 Cloud),"IaaS - Инфраструктура как услуга,PaaS - Platform As A Service - Бизнес-платформа как сервис,SaaS - Программное обеспечение как услуга",2020
Эволента,Саранск,"Cloud4Y IaaS,Cloud4Y Облако ФЗ-152","IaaS - Инфраструктура как услуга,SaaS - Программное обеспечение как услуга",2020
ТауКонсалт (Movavi),Новосибирск,Directum RX,"BPM,HRM,SaaS - Программное обеспечение как услуга,СЭД",2022
ТС-Центр,Москва,Syntellect Tessa,"BPM,СЭД",2023
