Компания,Город,name,region.y,industry,size_cat,year,code_okved,firts_number_okved,ind,employees,income,expenses,receivables,assets,passive,nwc,equity,total_debt,sales,cgs,commercial,ebt,eat,ebit,labor_costs,net_profit_margin,ros
Фидконсалт,Воронеж,"ФИДКОНСАЛТ, ООО",Воронежская область,"Торговля оптовая сельскохозяйственным сырьем, не включенным в другие группировки",Средние предприятия,2017,46.21.19,46.0,selskoe_hozyaystvo,27.0,1094357.0,997873.0,246933.0,502625.0,502625.0,4402.0,97402.0,405223.0,961830.0,615013.0,183574.0,96484.0,80540.0,92513.0,41608.0,0.0,0.0
Финстрой,Москва,"ФИНСТРОЙ, АО",Москва,Торговля оптовая неспециализированная,Средние предприятия,2017,46.9,46.0,stroitelstvo,83.0,2364231.0,2335730.0,145098.0,302842.0,302842.0,174716.0,167681.0,135161.0,1812544.0,1530262.0,270622.0,28501.0,21026.0,30621.0,112999.0,0.0,0.0
Фирма Бим,Москва,"ФИРМА БИМ, ООО",Москва,"Торговля розничная преимущественно пищевыми продуктами, включая напитки, и табачными изделиями в неспециализированных магазинах",Малые предприятия,2018,47.11,47.0,torgovlya,77.0,400924.0,398122.0,12824.0,81460.0,81460.0,-13979.0,2240.0,79219.0,397059.0,307682.0,83787.0,2802.0,2298.0,3317.0,,0.0,0.0
Флексомир-В,Пятигорск,"ФЛЕКСОМИР-В, ООО",Ставропольский край,Деятельность полиграфическая и предоставление услуг в этой области,Малые предприятия,2017,18.1,18.0,poligraficheskaya_deyatelnost,11.0,83081.0,81231.0,8641.0,48434.0,48434.0,18468.0,30273.0,18160.0,75401.0,68500.0,,1850.0,1640.0,2121.0,2461.0,0.0,0.0
Форвард лизинг (Forward leasing),Москва,"ФОРВАРД ЛИЗИНГ, ООО",Москва,Прокат и аренда прочих предметов личного пользования и хозяйственно-бытового назначения,Малые предприятия,2018,77.29,77.0,torgovlya,12.0,1216324.0,1280956.0,563068.0,2276860.0,2276860.0,490160.0,-170356.0,2447223.0,919804.0,350276.0,358.0,-68140.0,-54944.0,27269.0,76259.0,-0.0,-0.0
Формация,Санкт-Петербург,"ФОРМАЦИЯ, ООО",Санкт-Петербург,Производство бумажных изделий хозяйственно-бытового и санитарно-гигиенического назначения,Средние предприятия,2013,17.22,17.0,himicheskaya_promyshlennost,147.0,1352680.0,1306962.0,166986.0,574083.0,574083.0,213829.0,186383.0,387699.0,1068071.0,984058.0,25050.0,42923.0,34009.0,33600.0,,0.0,0.0
Франко,Москва,"ФРАНКО, ООО",Москва,"Торговля оптовая машинами и оборудованием для производства пищевых продуктов, напитков и табачных изделий",Средние предприятия,2014,46.69.4,46.0,torgovlya,70.0,1634936.0,1316999.0,148062.0,769845.0,769845.0,624617.0,643296.0,126549.0,1209265.0,806512.0,116260.0,265876.0,212184.0,254040.0,82218.0,0.0,0.0
Фронтмастер,Яхрома,"ФРОНТМАСТЕР, ООО",Московская область,Торговля оптовая прочими строительными материалами и изделиями,Малые предприятия,2015,46.73.6,46.0,torgovlya,58.0,552886.0,546784.0,48516.0,200406.0,200406.0,136319.0,154375.0,46031.0,546516.0,457212.0,65129.0,8373.0,6384.0,12539.0,17843.0,0.0,0.0
Фронтсайд (Frontside),Москва,"ФРОНТСАЙД, ООО",Москва,"Производство строительных металлических конструкций, изделий и их частей",Средние предприятия,2014,25.11,25.0,stroitelstvo,142.0,1316577.0,1262575.0,133691.0,470387.0,470387.0,88969.0,101480.0,368906.0,1210246.0,940078.0,175005.0,41654.0,34306.0,47155.0,153262.0,0.0,0.0
ХИТЭК-Груп,Москва,"ХИТЭК-ГРУП, ООО",Москва,Торговля оптовая неспециализированная,Средние предприятия,2013,46.9,46.0,torgovlya,238.0,1393740.0,1361764.0,346771.0,780610.0,780610.0,593474.0,216861.0,563749.0,1359355.0,898561.0,149458.0,33552.0,20667.0,32672.0,213405.0,0.0,0.0
ХЭН Челябинск (Хераеус Электро-Найт Челябинск),Челябинск,"ХЭН ЧЕЛЯБИНСК, ООО",Челябинская область,Производство приборов для контроля прочих физических величин,Средние предприятия,2017,26.51.5,26.0,torgovlya,112.0,1479734.0,1374759.0,282760.0,753380.0,753380.0,195725.0,251433.0,501947.0,1410313.0,1083503.0,153467.0,104974.0,78101.0,103580.0,96375.0,0.0,0.0
Хай-Лекс Рус (Hi-Lex Rus),Тольятти,"ХАЙ-ЛЕКС РУС, ООО",Самарская область,Производство прочих проводов и кабелей для электронного и электрического оборудования,Малые предприятия,2017,27.32,27.0,mashinostroenie,98.0,528571.0,597763.0,99872.0,907064.0,907064.0,237807.0,632136.0,274928.0,419188.0,430688.0,2820.0,-69193.0,-60256.0,-57429.0,49961.0,-0.0,-0.0
"Хендэ Центр Краснодар, дилерский центр Hyundai",Краснодар,"ХЕНДЭ ЦЕНТР КРАСНОДАР, ООО",Краснодарский край,Торговля розничная легковыми автомобилями и легкими автотранспортными средствами в специализированных магазинах,Средние предприятия,2013,45.11.2,45.0,torgovlya,73.0,2598889.0,2591802.0,58716.0,431647.0,431647.0,180607.0,255128.0,177116.0,2366678.0,2257097.0,63648.0,20743.0,18513.0,31652.0,66982.0,0.0,0.0
Холдинг Евро Дом,Санкт-Петербург,"ХОЛДИНГ ЕВРО ДОМ, ООО",Санкт-Петербург,"Работы строительные специализированные прочие, не включенные в другие группировки",Малые предприятия,2018,43.99,43.0,stroitelstvo,21.0,423802.0,419227.0,257214.0,336982.0,336982.0,102821.0,4420.0,332562.0,407293.0,329121.0,,4575.0,2544.0,20627.0,37953.0,0.0,0.0
Хукофф (Hookoff),Москва,"ХУКОФФ, ООО",Москва,Торговля оптовая табачными изделиями,Малые предприятия,2019,46.35,46.0,torgovlya,17.0,141233.0,144976.0,46976.0,75146.0,75146.0,30644.0,-50670.0,125816.0,139352.0,116278.0,1489.0,-3744.0,-5092.0,-3652.0,6194.0,-0.0,0.0
ЦДК (Центральная Дистрибьюторская Компания),Москва,"ЦДК, ООО",Москва,Деятельность туристических агентств,Малые предприятия,2016,79.11,79.0,torgovlya,27.0,238402.0,231960.0,101523.0,126162.0,126162.0,14596.0,17633.0,108529.0,174603.0,152719.0,,5350.0,4279.0,4674.0,8456.0,0.0,0.0
"ЦОКР, Центр организации капитального ремонта",Ярославль,"ЦОКР, АО",Ярославская область,Строительство жилых и нежилых зданий,Малые предприятия,2018,41.2,41.0,zhkh,17.0,170577.0,164563.0,130322.0,153152.0,153152.0,47217.0,36872.0,116280.0,150840.0,117362.0,,6015.0,4608.0,12627.0,9582.0,0.0,0.0
ЦС Проект,Москва,"ЦС ПРОЕКТ, ООО",Москва,"Торговля оптовая компьютерами, периферийными устройствами к компьютерам и программным обеспечением",Средние предприятия,2018,46.51,46.0,informacionnye_tehnologii,33.0,878230.0,773619.0,148080.0,337210.0,337210.0,117073.0,117332.0,219877.0,845271.0,567870.0,146229.0,104611.0,81455.0,105517.0,117915.0,0.0,0.0
ЦУГА РусАэро (RusAero),Москва,"ЦУГА РУСАЭРО, АО",Москва,"Деятельность вспомогательная, связанная с воздушным транспортом",Средние предприятия,2014,52.23.1,52.0,transport,135.0,1324718.0,1112217.0,335470.0,624618.0,624618.0,241519.0,279972.0,344646.0,1276039.0,902952.0,8406.0,246544.0,205657.0,215061.0,227364.0,0.0,0.0
Цветной Централ Маркет,Москва,"ЦВЕТНОЙ ЦЕНТРАЛ МАРКЕТ, ООО",Москва,Торговля розничная прочая в неспециализированных магазинах,Средние предприятия,2014,47.19,47.0,torgovlya,144.0,1132410.0,1159043.0,539518.0,2266037.0,2266037.0,-19321.0,12135.0,2253995.0,1065352.0,876288.0,2928.0,-55590.0,-47934.0,69496.0,190055.0,-0.0,0.0
Центр упаковки и дизайна,Севастополь,"ЦЕНТР УПАКОВКИ И ДИЗАЙНА, ООО",Севастополь,"Производство гофрированной бумаги и картона, бумажной и картонной тары",Малые предприятия,2018,17.21,17.0,legkaya_promyshlennost,53.0,175916.0,170247.0,11857.0,70963.0,70963.0,33308.0,38973.0,32587.0,173937.0,161690.0,,5670.0,5325.0,150.0,9996.0,0.0,0.0
Чарли,Ростов-на-Дону,"ЧАРЛИ, ООО",Ростовская область,Деятельность в области демонстрации кинофильмов,Малые предприятия,2014,59.14,59.0,industriya_razvlecheniy,64.0,225664.0,230973.0,24253.0,219342.0,219342.0,10901.0,350.0,218991.0,193779.0,191655.0,4772.0,-3160.0,-1407.0,17710.0,18386.0,-0.0,-0.0
ЧелИндЛизинг,Челябинск,"ЧЕЛИНДЛИЗИНГ, ООО",Челябинская область,Деятельность по финансовой аренде (лизингу/сублизингу),Средние предприятия,2014,64.91,64.0,transport,34.0,3100825.0,2676616.0,106118.0,4931024.0,4931024.0,-616426.0,1689112.0,3241912.0,2484112.0,2020076.0,,354028.0,284929.0,457009.0,43073.0,0.0,0.0
Черкесскстром,Черкесск,"ЧЕРКЕССКСТРОМ, ООО",Карачаево-Черкесская Республика,Производство товарного бетона,Средние предприятия,2017,23.63,23.0,stroitelstvo,198.0,905908.0,878798.0,145138.0,817252.0,817252.0,282668.0,374027.0,443225.0,883359.0,726567.0,51711.0,27110.0,20638.0,41964.0,65064.0,0.0,0.0
Чистая вода Сибири,Красноярск,"КОМПАНИЯ ЧИСТАЯ ВОДА СИБИРИ, ООО",Красноярский край,"Торговля оптовая соками, минеральной водой и прочими безалкогольными напитками",Малые предприятия,2014,46.34.1,46.0,torgovlya,33.0,117315.0,117005.0,23420.0,53000.0,53000.0,-1831.0,284.0,52722.0,92380.0,54361.0,41348.0,270.0,82.0,222.0,8083.0,0.0,-0.0
Штибель Эльтрон (Stiebel Eltron),Москва,"ШТИБЕЛЬ ЭЛЬТРОН, ООО",Москва,Торговля оптовая электрической бытовой техникой,Малые предприятия,2013,46.43.1,46.0,mashinostroenie,23.0,221735.0,204678.0,22448.0,132774.0,132774.0,81421.0,94325.0,38468.0,330996.0,219210.0,86096.0,16459.0,12506.0,16340.0,42777.0,0.0,0.0
Шунк Интек (Schunk Intec),Санкт-Петербург,"ШУНК ИНТЕК, ООО",Санкт-Петербург,Торговля оптовая за вознаграждение или на договорной основе,Малые предприятия,2017,46.1,46.0,torgovlya,20.0,353200.0,340482.0,88266.0,146604.0,146604.0,64154.0,65654.0,80950.0,336744.0,232849.0,49451.0,12718.0,9660.0,12718.0,35458.0,0.0,0.0
